horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
D394,833,04,16/07/2023,沙田,草地,A,1200,好,3,11,61,姚本輝,巴度,4-1/4,72,119,13 13 4,1.10.23,1103,B/TT
D394,789,09,01/07/2023,沙田,草地,B,1400,好,3,2,63,姚本輝,戴文高,6-1/4,19,118,8 10 9 9,1.22.86,1115,B/TT2
D394,730,07,07/06/2023,跑馬地,草地,A,1200,好,3,7,65,姚本輝,班德禮,3,22,122,9 9 7,1.10.58,1108,B
D394,651,04,10/05/2023,沙田全天候,,,1200,好,3,6,66,姚本輝,田泰安,1-1/4,15,121,7 6 4,1.08.19,1106,B
D394,604,05,23/04/2023,沙田,草地,C+3,1200,好,3,7,67,姚本輝,梁家俊,1-1/4,19,126,4 4 5,1.10.39,1115,CP-/B2
D394,537,05,29/03/2023,沙田全天候,,,1200,濕慢,3,3,69,姚本輝,梁家俊,7-3/4,6.3,124,9 8 5,1.09.97,1119,CP
D394,463,05,01/03/2023,跑馬地,草地,A,1200,好,3,4,71,姚本輝,梁家俊,4-1/4,16,129,6 7 5,1.09.99,1117,CP
D394,413,05,12/02/2023,沙田全天候,,,1200,好,3,6,72,姚本輝,田泰安,1-1/4,5,130,8 8 5,1.09.27,1128,CP
D394,300,06,01/01/2023,沙田,草地,C,1400,好,3,1,74,姚本輝,田泰安,5-1/4,17,131,4 4 4 6,1.22.93,1135,CP
D394,205,08,27/11/2022,沙田,草地,C,1400,好,2,13,76,姚本輝,麥利奧,4-1/2,24,118,13 13 13 8,1.22.48,1121,CP
D394,144,03,06/11/2022,沙田,草地,C+3,1400,好,3,6,76,姚本輝,班德禮,3-1/4,25,135,13 13 12 3,1.21.79,1118,B-/CP2/TT-
D394,081,03,09/10/2022,沙田全天候,,,1200,好,3,7,76,姚本輝,希威森,2,4,126,12 12 3,1.09.10,1101,B/TT
D394,026,03,18/09/2022,沙田全天候,,,1200,濕慢,3,5,76,姚本輝,潘頓,5-1/2,7,134,7 8 3,1.08.83,1106,B/TT
D394,835,05,16/07/2022,沙田,草地,A,1200,好,2,7,80,姚本輝,波健士,3-1/2,24,116,8 8 5,1.08.91,1116,CP-/B2/TT
D394,746,06,12/06/2022,沙田全天候,,,1200,濕快,2,1,82,姚本輝,何澤堯,5-1/4,7.9,118,7 7 6,1.08.75,1109,CP/TT
D394,711,12,29/05/2022,沙田,草地,B,1200,好,2,7,84,姚本輝,班德禮,7,39,118,9 12 12,1.09.88,1118,CP/TT
D394,643,07,04/05/2022,沙田全天候,,,1650,好,2,6,86,姚本輝,蔡明紹,5-3/4,13,116,8 8 10 7,1.37.63,1115,CP/TT
D394,543,06,30/03/2022,沙田全天候,,,1200,快,1,6,86,姚本輝,潘明輝,2-3/4,12,112,9 8 6,1.08.22,1115,CP/TT
D394,462,11,27/02/2022,沙田,草地,B,1200,好,2,1,86,姚本輝,波健士,6,16,119,8 9 11,1.10.12,1127,CP/TT
D394,384,02,30/01/2022,沙田全天候,,,1200,好,2,11,85,姚本輝,波健士,1-1/4,7.8,116,12 7 2,1.08.32,1128,CP/TT
D394,297,02,29/12/2021,沙田全天候,,,1200,好,3,2,83,姚本輝,班德禮,頭位,7.8,133,9 7 2,1.08.22,1125,CP/TT
D394,230,04,05/12/2021,沙田全天候,,,1200,好,2,7,83,姚本輝,莫雷拉,3-1/2,3.3,115,6 6 4,1.07.95,1115,CP/TT
D394,154,04,07/11/2021,沙田,草地,C+3,1200,好,2,3,80,姚本輝,波健士,短馬頭位,30,114,7 8 4,1.08.60,1120,CP/TT
D394,091,07,10/10/2021,沙田全天候,,,1200,濕慢,2,11,81,姚本輝,楊明綸,5,10,113,11 11 7,1.09.45,1103,CP/TT
D394,027,11,12/09/2021,沙田,草地,B,1000,好/快,2,3,82,姚本輝,班德禮,6-3/4,101,119,10 10 11,0.56.76,1100,CP/TT
D394,804,06,04/07/2021,沙田全天候,,,1200,好,3,8,82,姚本輝,田泰安,2,5,131,7 8 6,1.08.97,1099,CP/TT
D394,756,02,13/06/2021,沙田全天候,,,1200,濕慢,2,3,81,姚本輝,班德禮,1-1/4,7.8,116,11 10 2,1.09.71,1092,CP/TT
D394,677,04,16/05/2021,沙田,草地,C+3,1000,好/快,2,14,83,姚本輝,班德禮,3,63,118,5 12 4,0.55.16,1107,CP/TT
D394,602,06,17/04/2021,沙田全天候,,,1200,好,2,10,85,姚本輝,梁家俊,2-3/4,9.5,118,7 5 6,1.08.99,1099,CP/TT
D394,545,14,28/03/2021,沙田,草地,A+3,1200,好/快,2,14,86,姚本輝,梁家俊,11,102,120,7 8 14,1.10.03,1097,CP/TT
D394,448,05,21/02/2021,沙田全天候,,,1200,好,2,8,86,姚本輝,潘頓,1-1/2,3.2,120,9 8 5,1.08.28,1092,CP/TT
D394,353,08,17/01/2021,沙田,草地,A,1000,好,2,3,86,姚本輝,薛恩,7-1/4,82,123,12 11 8,0.57.92,1099,CP/TT
D394,314,13,01/01/2021,沙田,草地,B+2,1200,好,2,12,86,姚本輝,潘頓,7-1/2,12,123,3 4 13,1.10.40,1112,CP/TT
D394,224,01,29/11/2020,沙田全天候,,,1200,好,3,8,75,姚本輝,潘頓,5-1/4,2,128,5 3 1,1.08.83,1117,CP/TT2
D394,164,02,04/11/2020,沙田全天候,,,1200,好,3,7,73,姚本輝,田泰安,頸位,4.1,126,4 3 2,1.09.12,1106,CP
D394,099,04,11/10/2020,沙田,草地,A+3,1200,好,3,5,73,姚本輝,潘明輝,1-1/4,10,124,6 6 4,1.08.81,1112,CP
D394,061,02,27/09/2020,沙田全天候,,,1200,好,3,3,71,姚本輝,潘明輝,鼻位,9.2,124,5 3 2,1.10.13,1116,CP
D394,025,02,13/09/2020,沙田全天候,,,1200,好,3,4,70,姚本輝,潘明輝,1-3/4,15,121,2 1 2,1.08.87,1132,B-/CP1/TT-
D394,765,11,24/06/2020,跑馬地,草地,C,1200,好/快,3,2,72,約翰摩亞,楊明綸,11,63,125,4 5 11,1.10.46,1144,B/TT
D394,725,07,07/06/2020,沙田,草地,C,1000,黏,3,4,72,約翰摩亞,楊明綸,3-1/4,91,125,6 8 7,0.57.62,1135,B1/TT1
