horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
A069,442,14,24/02/2019,沙田,草地,B+2,1400,好,5,11,33,姚本輝,郭能,20,27,126,10 8 11 14,1.26.31,1014,B
A069,396,07,07/02/2019,沙田,草地,C+3,1400,好,5,9,35,姚本輝,莫雷拉,4-1/4,6.4,130,9 9 9 7,1.23.64,1019,B
A069,313,07,06/01/2019,沙田,草地,C+3,1400,好,5,6,37,姚本輝,何澤堯,3,7.7,128,8 4 2 7,1.23.47,1043,H-/B
A069,292,06,29/12/2018,沙田,草地,B+2,1200,好,5,9,39,姚本輝,何澤堯,3-3/4,10,128,10 10 6,1.10.85,1051,B/H
A069,149,12,04/11/2018,沙田,草地,C+3,1400,好,4,14,41,姚本輝,蔡明紹,4-3/4,25,116,13 13 13 12,1.23.70,1038,B/H
A069,077,04,07/10/2018,沙田,草地,B+2,1400,好,4,9,41,姚本輝,蔡明紹,1-1/2,13,114,11 11 11 4,1.22.53,1043,B/H
A069,023,06,09/09/2018,沙田,草地,C,1200,好/快,4,1,41,姚本輝,蔡明紹,3-3/4,26,114,8 9 6,1.09.98,1054,B/H1
A069,765,13,01/07/2018,沙田,草地,B,1400,好,4,8,47,姚本輝,楊明綸,7,268,118,8 8 11 13,1.24.29,1026,B
A069,735,10,16/06/2018,沙田,草地,C+3,1400,好/快,4,10,50,姚本輝,田泰安,8-1/2,222,123,12 11 13 10,1.22.90,1035,B1
A069,680,14,27/05/2018,沙田,草地,A,1200,好/快,4,13,54,姚本輝,梁家俊,17-1/2,252,130,13 14 14,1.12.16,1046,--
A069,581,12,18/04/2018,跑馬地,草地,B,1000,好,4,4,57,姚本輝,李寶利,7-1/4,82,132,11 12 12,0.58.79,1048,--
A069,525,12,25/03/2018,沙田全天候,,,1200,好,4,1,57,姚本輝,沈拿,17-1/2,70,130,7 8 12,1.12.01,1052,--
