horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
C161,569,13,10/04/2022,沙田,草地,C,1800,好,5,1,21,徐雨石,巫顯東,8,33,113,2 4 4 5 13,1.49.42,1326,B
C161,540,06,30/03/2022,沙田全天候,,,1650,好,5,8,23,徐雨石,楊明綸,2-3/4,26,117,6 6 4 6,1.38.94,1316,B
C161,530,06,27/03/2022,沙田,草地,A+3,1600,好,5,4,23,徐雨石,楊明綸,2-1/2,81,116,3 3 3 6,1.36.25,1338,B
C161,281,08,27/12/2021,沙田,草地,A+3,1400,好,5,14,25,徐雨石,黃皓楠,4,57,115,10 10 8 8,1.24.29,1341,B
C161,731,13,06/06/2021,沙田全天候,,,1650,好,5,6,35,葉楚航,陳嘉熙,21-3/4,33,121,2 2 3 13,1.42.57,1262,P-/B2
C161,662,11,12/05/2021,沙田全天候,,,1200,好,5,11,39,葉楚航,巴度,11-1/2,28,133,11 11 11,1.11.53,1249,P1
C161,416,09,10/02/2021,跑馬地,草地,B,1200,好,4,5,41,葉楚航,波健士,7-1/4,70,114,10 11 9,1.11.66,1262,B-
C161,774,WV,27/06/2020,沙田,草地,B,1400,好/快,4,--,43,葉楚航,蘇狄雄,--,--,115,--,--,--,--
C161,626,08,03/05/2020,沙田全天候,,,1200,好,4,4,46,葉楚航,蘇狄雄,5-3/4,39,117,10 11 8,1.09.77,1288,B
C161,587,06,19/04/2020,沙田全天候,,,1200,好,4,10,48,葉楚航,蘇狄雄,3-1/4,122,120,10 9 6,1.09.07,1276,B
C161,538,09,01/04/2020,沙田全天候,,,1200,濕慢,4,10,51,葉楚航,蘇狄雄,6,51,123,12 12 9,1.10.44,1283,B
C161,488,12,11/03/2020,跑馬地,草地,C,1650,好,4,7,54,葉楚航,史卓豐,28-1/4,55,127,3 3 8 12,1.44.29,1271,B
C161,353,09,22/01/2020,跑馬地,草地,A,1200,好,4,7,56,葉楚航,潘明輝,7-1/2,25,127,10 11 9,1.10.91,1250,B/TT-
C161,329,14,11/01/2020,沙田,草地,A,1400,好,4,11,58,葉楚航,郭能,9,14,132,13 11 12 14,1.24.33,1251,B/TT1
C161,071,05,06/10/2019,沙田,草地,B+2,1200,好,4,5,58,鄭俊偉,沈拿,3-1/4,16,133,11 11 5,1.10.62,1310,B
C161,732,05,12/06/2019,沙田全天候,,,1650,濕慢,4,2,60,鄭俊偉,潘頓,8-1/4,3.6,133,2 1 2 5,1.40.75,1308,B
C161,706,06,02/06/2019,沙田,草地,B,1200,好/快,3,4,62,鄭俊偉,蘇狄雄,3-3/4,137,112,7 7 6,1.09.36,1317,B
C161,674,08,18/05/2019,沙田,草地,C+3,1600,好/快,3,7,64,鄭俊偉,利敬國,5-3/4,109,117,5 5 4 8,1.35.05,1318,B
C161,600,09,22/04/2019,沙田全天候,,,1650,好,3,14,66,鄭俊偉,蘇狄雄,7,107,113,12 12 14 9,1.38.34,1307,B1
C161,547,13,31/03/2019,沙田,草地,A+3,1600,好,3,12,68,鄭俊偉,郭能,7,90,125,6 6 8 13,1.36.52,1299,--
C161,467,08,02/03/2019,沙田,草地,C,1400,好,3,2,70,鄭俊偉,史卓豐,3-1/2,46,125,7 8 9 8,1.22.85,1299,--
C161,403,09,07/02/2019,沙田,草地,C+3,1400,好,3,11,70,鄭俊偉,郭能,4-1/4,258,123,13 13 12 9,1.22.59,1296,--
