horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
C189,466,07,04/03/2020,跑馬地,草地,B,1200,好,4,2,41,容天鵬,楊明綸,5,201,114,7 9 7,1.11.12,1249,B-/TT1
C189,411,12,12/02/2020,跑馬地,草地,C+3,1200,好/快,4,11,44,容天鵬,巫顯東,12-1/2,306,115,9 10 12,1.11.21,1253,B
C189,755,11,23/06/2019,沙田,草地,A,1200,好/快,4,1,49,容天鵬,黃皓楠,11-1/2,253,120,2 3 11,1.10.80,1266,P-/B1
C189,523,12,24/03/2019,沙田全天候,,,1200,好,4,1,52,容天鵬,吳嘉晉,25-1/2,262,122,11 12 12,1.12.83,1266,H-/P
C189,460,13,02/03/2019,沙田,草地,C,1000,好,4,11,52,容天鵬,蘇狄雄,16-3/4,212,128,9 14 13,0.59.64,1263,H1/P1
