horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
D213,826,14,11/07/2021,沙田,草地,A,1400,好/快,3,5,72,蘇偉賢,彭國年,13-1/2,118,128,6 7 8 14,1.23.11,1120,P-
D213,757,09,13/06/2021,沙田,草地,C+3,1600,好/快,3,1,74,蘇偉賢,巴度,7,21,129,7 7 7 9,1.34.83,1124,XB-/P
D213,486,11,07/03/2021,沙田全天候,,,1200,好,3,4,76,韋達,楊明綸,11-1/4,57,130,12 11 11,1.10.14,1134,XB/P1
D213,401,09,03/02/2021,跑馬地,草地,A,1200,好,3,2,78,韋達,周俊樂,9-1/2,43,124,7 9 9,1.10.68,1115,XB
D213,040,10,20/09/2020,沙田,草地,B+2,1600,好/快,3,2,80,韋達,田泰安,12-1/4,6.7,133,6 7 8 10,1.35.79,1123,XB1
D213,827,12,15/07/2020,跑馬地,草地,B,1650,好/快,2,11,81,約翰摩亞,楊明綸,7-1/4,26,116,10 11 10 12,1.39.76,1117,--
D213,786,03,01/07/2020,沙田,草地,C,1800,好/快,2,1,82,約翰摩亞,楊明綸,2,17,118,7 8 8 7 3,1.46.76,1110,--
D213,766,10,24/06/2020,跑馬地,草地,C,1650,好/快,2,6,83,約翰摩亞,莫雷拉,4-1/4,11,117,7 7 7 10,1.39.71,1123,--
D213,716,06,03/06/2020,跑馬地,草地,A,1800,好,2,6,83,約翰摩亞,莫雷拉,2-1/4,6.8,119,7 7 5 5 6,1.49.12,1110,--
D213,667,03,17/05/2020,沙田,草地,C+3,1800,好/快,2,11,81,約翰摩亞,楊明綸,頸位,144,118,11 10 11 10 3,1.47.55,1125,B-
D213,536,13,29/03/2020,沙田,草地,A+3,1200,好,2,13,84,約翰摩亞,楊明綸,12-1/2,359,119,9 12 13,1.11.32,1108,B1
D213,451,10,26/02/2020,跑馬地,草地,A,1200,好,1,3,86,約翰摩亞,希威森,4-1/2,186,115,9 10 10,1.09.94,1115,--
D213,370,14,27/01/2020,沙田,草地,B+2,1400,好,1,8,88,約翰摩亞,巫顯東,10-1/2,132,110,4 2 3 14,1.23.25,1116,--
D213,313,12,05/01/2020,沙田,草地,C+3,1400,好,2,8,88,約翰摩亞,郭能,9-1/2,45,125,7 9 12 12,1.22.88,1121,--
