horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
A298,156,PU,01/11/2017,沙田全天候,,,1200,快,4,8,48,文家良,楊明綸,---,33,120,11 12,--,1142,--
A298,103,07,11/10/2017,跑馬地,草地,B,1200,好,4,10,50,文家良,楊明綸,5,46,121,2 2 7,1.10.87,1142,--
A298,065,11,27/09/2017,跑馬地,草地,C+3,1200,好/快,4,8,52,文家良,楊明綸,8-1/4,21,126,10 12 11,1.11.25,1145,--
A298,038,05,16/09/2017,沙田,草地,C+3,1000,好/快,4,9,52,文家良,楊明綸,4-1/2,13,128,3 5 5,0.57.80,1155,--
