horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
A160,171,12,17/11/2019,沙田,草地,B,2000,好,4,4,58,方嘉柏,史卓豐,8-1/4,81,132,7 7 7 8 12,2.04.66,1271,V
A160,109,12,20/10/2019,沙田,草地,A,1600,好/快,4,9,59,方嘉柏,郭能,6-3/4,118,133,9 10 11 12,1.35.48,1275,V
A160,598,07,22/04/2019,沙田,草地,C+3,1800,好/快,4,3,59,方嘉柏,陳嘉熙,4-1/4,39,122,6 6 5 6 7,1.49.30,1250,V
A160,571,11,10/04/2019,跑馬地,草地,A,1800,好,4,11,60,方嘉柏,黃俊,6-1/4,21,128,12 12 12 12 11,1.50.56,1254,V
A160,394,05,07/02/2019,沙田,草地,C+3,1800,好,4,4,60,方嘉柏,莫雷拉,3-1/4,6.7,133,6 4 4 4 5,1.48.44,1243,V
A160,340,07,16/01/2019,跑馬地,草地,B,2200,好,4,6,60,方嘉柏,潘頓,5-3/4,4.7,133,6 7 6 6 6 7,2.18.84,1248,V
A160,250,01,12/12/2018,跑馬地,草地,C,1800,好,4,11,52,方嘉柏,潘頓,1-1/2,5.3,125,11 12 11 10 1,1.50.01,1241,V
A160,213,01,28/11/2018,跑馬地,草地,A,2200,好,4,2,45,方嘉柏,史卓豐,1-1/4,3.8,119,7 6 7 7 5 1,2.18.00,1247,V
A160,191,01,21/11/2018,跑馬地,草地,C+3,1800,好,5,7,39,方嘉柏,潘頓,1,4.9,133,9 10 9 7 1,1.50.67,1249,V
A160,127,03,28/10/2018,跑馬地,草地,A,2200,好,5,2,40,方嘉柏,何澤堯,4-1/2,5.2,131,6 4 3 3 4 3,2.18.84,1272,V
A160,078,06,07/10/2018,沙田,草地,B+2,1600,好,4,3,42,方嘉柏,蔡明紹,2-3/4,30,115,9 9 8 6,1.34.99,1266,V
A160,041,09,22/09/2018,沙田,草地,A,1400,好/快,4,5,43,方嘉柏,賴維銘,8-3/4,93,116,11 11 11 9,1.22.78,1266,V
A160,774,WV,04/07/2018,跑馬地,草地,C+3,1800,好,4,--,45,方嘉柏,潘頓,--,--,119,--,--,--,--
A160,709,09,06/06/2018,跑馬地,草地,A,1650,好,4,12,46,方嘉柏,潘頓,5-1/2,4.5,120,11 11 11 9,1.41.49,1251,V
A160,671,04,23/05/2018,跑馬地,草地,C,1650,好/快,4,5,46,方嘉柏,貝湯美,2-3/4,11,120,10 10 9 4,1.40.24,1243,V
A160,634,02,09/05/2018,跑馬地,草地,A,1800,好,4,3,45,方嘉柏,潘頓,1-1/4,3.2,120,10 9 8 7 2,1.49.69,1245,SR-/V1
A160,478,04,07/03/2018,跑馬地,草地,A,2200,好,4,6,47,方嘉柏,郭能,2-1/4,8.2,120,6 6 6 7 7 4,2.18.23,1242,B-/SR1
A160,406,05,07/02/2018,跑馬地,草地,A,1650,好,4,4,49,方嘉柏,莫雷拉,2-3/4,5.2,122,7 7 7 5,1.41.34,1250,B
A160,286,08,20/12/2017,跑馬地,草地,C+3,1650,好/快,4,6,52,方嘉柏,田泰安,5,7.1,125,9 10 12 8,1.40.59,1233,B
A160,248,07,06/12/2017,跑馬地,草地,B,1650,好,4,11,54,方嘉柏,布文,1-3/4,11,127,11 12 12 7,1.41.43,1239,B1
A160,218,11,26/11/2017,沙田,草地,C,1200,好,4,1,57,方嘉柏,何澤堯,8-1/4,44,128,11 11 11,1.10.38,1249,--
A160,159,08,01/11/2017,沙田全天候,,,1650,快,4,6,60,方嘉柏,何澤堯,7-1/4,14,131,5 5 6 8,1.40.85,1236,--
A160,125,07,18/10/2017,跑馬地,草地,C,1200,好/快,3,12,62,方嘉柏,何澤堯,3,156,113,12 12 7,1.10.45,1221,--
A160,078,13,01/10/2017,沙田,草地,A+3,1200,好,3,2,64,方嘉柏,何澤堯,6,164,118,9 8 13,1.10.85,1221,--
A160,665,10,21/05/2017,沙田,草地,C+3,1400,好,3,5,69,方嘉柏,何澤堯,13-3/4,257,123,8 8 9 10,1.24.54,1191,--
A160,640,11,10/05/2017,跑馬地,草地,A,1200,好/快,3,8,71,方嘉柏,何澤堯,9-1/2,147,125,12 12 11,1.11.43,1193,--
A160,541,14,02/04/2017,沙田,草地,B+2,1400,好/快,3,14,73,方嘉柏,何澤堯,14-1/4,196,126,14 14 14 14,1.24.19,1212,--
A160,427,14,19/02/2017,沙田,草地,A,1200,好/快,3,13,73,方嘉柏,何澤堯,9-1/4,261,124,13 14 14,1.10.68,1183,--
