date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,1,4,泡泡達人 (T346),麥偉利,沈集成,128,1043,5,---,6 5 2,0:57.48,10
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,2,1,欖球鑽石 (S432),潘頓,蘇偉賢,133,1035,12,頭位,1 1 3,0:57.50,4.9
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,3,7,高山威龍 (N265),莫雷拉,吳定強,122,1105,1,---,2 2 1,0:57.47,3.8
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,4,12,衝鋒友 (T356),楊明綸,李易達,111,1184,10,1/2,4 4 4,0:57.56,52
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,5,6,樂有盈 (V252),潘明輝,賀賢,116,1085,2,3/4,7 8 5,0:57.62,3.3
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,6,2,勁風 (T285),郭能,蘇保羅,130,1174,8,1,8 7 6,0:57.64,23
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,7,5,名馬 (CM273),祈普敦,告達理,127,1260,6,1,3 3 7,0:57.64,26
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,8,10,永恆光輝 (V141),田泰安,方嘉柏,113,1090,11,2,9 9 8,0:57.80,26
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,9,3,金威利 (S087),黃皓楠,徐雨石,121,1197,4,2-1/4,5 6 9,0:57.83,9.1
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,10,9,你同我定 (S413),賴維銘,鄭俊偉,116,1074,3,3,10 10 10,0:57.93,20
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,11,11,天地福星 (P064),巫顯東,何良,106,1048,7,3-1/4,11 11 11,0:57.98,19
2017-06-21,跑馬地,1,743,蒲台讓賽,第五班,1000,40-0,好地,"草地 - ""C"" 賽道",630000,(12.62) (34.34) (57.47),12.62 21.72 23.13,12,8,紅太陽 (V145),吳嘉晉,苗禮德,119,1058,9,7-3/4,12 12 12,0:58.72,140
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,1,4,自由飛翔 (T292),祈普敦,呂健威,131,967,4,---,7 7 6 1,1:40.77,4.1
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,2,6,紅旗飛將 (T295),潘明輝,高伯新,119,1080,7,2-3/4,4 3 3 2,1:41.22,2
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,3,8,滿貫中環 (V220),巫顯東,葉楚航,120,1056,9,2-3/4,6 5 5 3,1:41.22,35
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,4,12,喜寶天龍 (S446),黎海榮,吳定強,113,1032,5,3-1/2,9 9 8 4,1:41.32,181
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,5,7,正藍旗 (S070),韋達,霍利時,128,1095,1,4,5 6 7 5,1:41.41,24
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,6,10,辣得寶 (T393),麥偉利,文家良,118,1144,12,7-1/4,2 1 1 6,1:41.92,36
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,7,11,掌握時機 (T019),楊明綸,容天鵬,111,1110,8,7-1/4,12 12 12 7,1:41.93,19
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,8,2,大將風雲 (N426),梁家俊,何良,131,1163,10,8,10 10 11 8,1:42.05,91
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,9,5,勝利威 (S303),莫雷拉,李易達,130,1072,3,8-1/4,3 4 4 9,1:42.09,16
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,10,9,常旺財 (T263),李寶利,徐雨石,118,1116,2,8-1/4,8 8 9 10,1:42.10,10
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,11,3,贏盡 (V147),杜利萊,蘇偉賢,133,1139,6,9-1/2,11 11 10 11,1:42.31,9.7
2017-06-21,跑馬地,2,744,坪洲讓賽,第五班,1650,40-0,好地,"草地 - ""C"" 賽道",630000,(27.97) (51.45) (1:16.63) (1:40.77),27.97 23.48 25.18 24.14,12,1,戈寶 (A101),郭能,告東尼,133,1092,11,20-1/4,1 2 2 12,1:44.00,16
2017-06-21,跑馬地,3,745,果洲群島讓賽,第四班,1200,60-40,好地,"草地 - ""C"" 賽道",840000,(23.74) (46.92) (1:10.21),23.74 23.18 23.29,1,8,獵狐者 (V221),史卓豐,呂健威,119,1090,11,---,4 4 2,1:10.33,9.1
2017-06-21,跑馬地,3,745,果洲群島讓賽,第四班,1200,60-40,好地,"草地 - ""C"" 賽道",840000,(23.74) (46.92) (1:10.21),23.74 23.18 23.29,2,5,幻影飛鷹 (A128),巫顯東,何良,118,981,1,3/4,1 1 3,1:10.35,5.3
2017-06-21,跑馬地,3,745,果洲群島讓賽,第四班,1200,60-40,好地,"草地 - ""C"" 賽道",840000,(23.74) (46.92) (1:10.21),23.74 23.18 23.29,3,2,旅遊智者 (V121),黃皓楠,文家良,123,1108,10,3/4,2 2 4,1:10.35,45
2017-06-21,跑馬地,3,745,果洲群島讓賽,第四班,1200,60-40,好地,"草地 - ""C"" 賽道",840000,(23.74) (46.92) (1:10.21),23.74 23.18 23.29,4,9,金鹿 (P121),梁家俊,容天鵬,116,1159,2,3,5 5 5,1:10.70,8.4
2017-06-21,跑馬地,3,745,果洲群島讓賽,第四班,1200,60-40,好地,"草地 - ""C"" 賽道",840000,(23.74) (46.92) (1:10.21),23.74 23.18 23.29,5,7,栗馳駒 (S295),柏寶,姚本輝,122,1092,5,3,7 7 6,1:10.71,14
2017-06-21,跑馬地,3,745,果洲群島讓賽,第四班,1200,60-40,好地,"草地 - ""C"" 賽道",840000,(23.74) (46.92) (1:10.21),23.74 23.18 23.29,6,4,由心出色 (A182),潘明輝,賀賢,116,1252,3,3-3/4,6 6 7,1:10.79,28
