date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2017-06-18,沙田,1,733,北京會所平磅賽,,,,好地至黏地,"草地 - ""C+3"" 賽道",820000,(13.29) (34.18) (57.19),13.29 20.89 23.01,1,5,旺蝦王 (A299),潘頓,蔡約翰,127,1151,4,---,1 1 1,0:57.19,1
2017-06-18,沙田,1,733,北京會所平磅賽,,,,好地至黏地,"草地 - ""C+3"" 賽道",820000,(13.29) (34.18) (57.19),13.29 20.89 23.01,2,6,大四喜 (A301),祈普敦,約翰摩亞,120,1193,5,5-3/4,4 2 2,0:58.13,14
2017-06-18,沙田,1,733,北京會所平磅賽,,,,好地至黏地,"草地 - ""C+3"" 賽道",820000,(13.29) (34.18) (57.19),13.29 20.89 23.01,3,7,真跑得 (A220),賴維銘,鄭俊偉,120,1055,2,9,5 3 3,0:58.65,20
2017-06-18,沙田,1,733,北京會所平磅賽,,,,好地至黏地,"草地 - ""C+3"" 賽道",820000,(13.29) (34.18) (57.19),13.29 20.89 23.01,4,3,關關雎 (A198),潘明輝,高伯新,119,984,3,9-3/4,3 4 4,0:58.76,12
2017-06-18,沙田,1,733,北京會所平磅賽,,,,好地至黏地,"草地 - ""C+3"" 賽道",820000,(13.29) (34.18) (57.19),13.29 20.89 23.01,5,2,超群心聲 (A020),黃皓楠,鄭俊偉,122,1078,6,12-1/2,2 5 5,0:59.20,41
2017-06-18,沙田,1,733,北京會所平磅賽,,,,好地至黏地,"草地 - ""C+3"" 賽道",820000,(13.29) (34.18) (57.19),13.29 20.89 23.01,6,4,電訊朝陽 (A070),楊明綸,李易達,127,1113,1,18-1/2,6 6 6,1:00.17,26
2017-06-18,沙田,1,733,北京會所平磅賽,,,,好地至黏地,"草地 - ""C+3"" 賽道",820000,(13.29) (34.18) (57.19),13.29 20.89 23.01,WV,1,榮進好蹄 (A181),巫顯東,蘇偉賢,122,---,---,---,---,---,---
2017-06-18,沙田,2,734,雙魚河鄉村會所讓賽,第五班,1800,40-0,好地至黏地,"草地 - ""C+3"" 賽道",630000,(14.01) (37.33) (1:02.45) (1:26.55) (1:49.90),14.01 23.32 25.12 24.10 23.35,1,2,友瑩采 (V213),潘頓,蘇保羅,131,1183,3,---,7 7 7 4 1,1:49.90,3.6
2017-06-18,沙田,2,734,雙魚河鄉村會所讓賽,第五班,1800,40-0,好地至黏地,"草地 - ""C+3"" 賽道",630000,(14.01) (37.33) (1:02.45) (1:26.55) (1:49.90),14.01 23.32 25.12 24.10 23.35,2,8,神電金剛 (P354),何澤堯,葉楚航,124,1050,5,3-1/4,2 3 3 3 2,1:50.43,31
2017-06-18,沙田,2,734,雙魚河鄉村會所讓賽,第五班,1800,40-0,好地至黏地,"草地 - ""C+3"" 賽道",630000,(14.01) (37.33) (1:02.45) (1:26.55) (1:49.90),14.01 23.32 25.12 24.10 23.35,3,1,財歡笑 (S346),麥偉利,徐雨石,133,1242,1,3-1/2,4 5 5 5 3,1:50.48,14
