date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-06-25,沙田,1,1,3,盛勢 (V243),韋達,--,居中間之後位置，入直路後受阻。最後三百米以佳勢加速，接近終點時穩操勝券。
2017-06-25,沙田,1,2,8,銘記心中 (T258),李寶利,TT,居好位，受緊迫。轉入直路彎時墮退，落後兩個馬位，走內欄。最後三百米上前展開挑戰，但不敵頭馬。
2017-06-25,沙田,1,3,2,葵涌老友 (A012),潘明輝,B/TT,出閘普通，受催策上前，居中間稍前位置，走內欄。入直路時向外移出取位。最後三百米走勢頗佳，但未能構成威脅。
2017-06-25,沙田,1,4,11,電訊大炮 (V144),黃皓楠,B,受催策上前，與領先馬匹並跑，走內欄。轉直路彎時落後一個馬位。入直路時向外移出，取得領先。最後一百米未能保持走勢，被超越。
2017-06-25,沙田,1,5,6,金武士 (T418),何澤堯,B1/TT1,自外檔出閘迅速，沿途受催策。入直路前居中間位置，走外疊，沒有遮擋。以穩定走勢上前，但未能構成威脅。
2017-06-25,沙田,1,6,5,好準確 (V215),郭能,B/TT,自外檔出閘後留後，入直路前留居最後數位。受阻，最後二百米以佳勢衝刺。
2017-06-25,沙田,1,7,1,架勢堂 (V309),祈普敦,--,自最外檔出閘，留居中間位置，走外疊。轉直路彎時墮居後列，轉入直路時走最外疊。以普通走勢上前，未能構成威脅。
2017-06-25,沙田,1,8,12,飛壹般 (T280),楊明綸,B,居最後數位，轉入直路時沿欄競跑，以省腳程。保持穩勢，超越數匹已洩氣的對手。
2017-06-25,沙田,1,9,13,牛魔王 (S176),賴維銘,PC/XB/TT,出閘笨拙，失位。跟隨馬群至直路，保持走勢，超越數匹已洩氣的對手。
2017-06-25,沙田,1,10,7,勁伶利 (V377),潘頓,B/TT,早段居前列位置，走外疊。留後以取得遮擋，轉直路彎時落後領放馬兩個馬位。直路上未能構成威脅。
2017-06-25,沙田,1,11,9,幸運坊 (T004),莫雷拉,H-/B1/TT,出閘普通，居中間位置。直路上毫無表現。(翌日不良於行，騎師被查詢此駒令人失望的原因。)
2017-06-25,沙田,1,12,10,好友心 (T079),麥偉利,B,一千米處受催策取得領先，入直路前帶離領先，但入直路後瞬即再無餘力。
