date,venue,race_no,pool,combination,dividend_hkd
2017-06-18,沙田,1,獨贏,5,10.50
2017-06-18,沙田,1,位置,5,10.10
2017-06-18,沙田,1,連贏,"5,6",47.00
2017-06-18,沙田,1,位置Q,-,退款
2017-06-18,沙田,1,三重彩,"5,6,7",127.00
2017-06-18,沙田,1,單T,"5,6,7",69.00
2017-06-18,沙田,1,四連環,"3,5,6,7",25.00
2017-06-18,沙田,1,四重彩,"5,6,7,3",258.00
2017-06-18,沙田,2,獨贏,2,36.50
2017-06-18,沙田,2,位置,2,15.50
2017-06-18,沙田,2,連贏,"2,8",768.50
2017-06-18,沙田,2,位置Q,"2,8",253.50
2017-06-18,沙田,2,3揀1（組合獨贏）,A1,20.50
2017-06-18,沙田,2,三重彩,"2,8,1","12,555.00"
2017-06-18,沙田,2,單T,"1,2,8","2,268.00"
2017-06-18,沙田,2,四連環,"1,2,8,12","19,214.00"
2017-06-18,沙田,2,四重彩,"2,8,1,12","266,078.00"
2017-06-18,沙田,2,第一口孖寶,5/2,53.50
2017-06-18,沙田,3,獨贏,1,35.50
2017-06-18,沙田,3,位置,1,15.50
2017-06-18,沙田,3,連贏,"1,5",316.00
2017-06-18,沙田,3,位置Q,"1,5",135.50
2017-06-18,沙田,3,3揀1（組合獨贏）,A1,22.50
2017-06-18,沙田,3,三重彩,"1,5,10","3,394.00"
2017-06-18,沙田,3,單T,"1,5,10",652.00
2017-06-18,沙田,3,四連環,"1,4,5,10","2,332.00"
2017-06-18,沙田,3,四重彩,"1,5,10,4","45,340.00"
2017-06-18,沙田,3,第二口孖寶,2/1,116.00
2017-06-18,沙田,4,獨贏,8,27.00
2017-06-18,沙田,4,位置,8,15.00
2017-06-18,沙田,4,連贏,"7,8",338.50
2017-06-18,沙田,4,位置Q,"7,8",117.50
2017-06-18,沙田,4,3揀1（組合獨贏）,A1,17.00
2017-06-18,沙田,4,三重彩,"8,7,13","2,350.00"
2017-06-18,沙田,4,單T,"7,8,13",461.00
2017-06-18,沙田,4,四連環,"2,7,8,13","1,227.00"
2017-06-18,沙田,4,四重彩,"8,7,13,2","19,112.00"
2017-06-18,沙田,4,第三口孖寶,1/8,63.00
2017-06-18,沙田,4,第一口孖T,"1,5,10/7,8,13","24,255.00"
2017-06-18,沙田,5,獨贏,2,37.50
2017-06-18,沙田,5,位置,2,17.00
2017-06-18,沙田,5,連贏,"2,6",159.00
2017-06-18,沙田,5,位置Q,"2,6",56.00
2017-06-18,沙田,5,3揀1（組合獨贏）,A1,未能勝出
2017-06-18,沙田,5,三重彩,"2,6,11","1,862.00"
2017-06-18,沙田,5,單T,"2,6,11",400.00
2017-06-18,沙田,5,四連環,"2,6,10,11",740.00
