date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-06-11,沙田,1,1,12,霽月高風 (V385),潘明輝,TT,出閘笨拙，但瞬即居領放兩駒之後的第三位。最後二百米在催策下展開挑戰，險勝。
2017-06-11,沙田,1,2,3,鞍歌 (A177),潘頓,--,受催策上前並排領先，走外欄。跑離分支直路時以短距離領先，僅於過終點時被超越。
2017-06-11,沙田,1,3,10,閃耀飛輪 (A104),黃皓楠,H,以短距離領先，六百米處被超越，落後短距離。緊隨領放馬至終點，末段失去亞席。
2017-06-11,沙田,1,4,4,驫驫 (A315),蘇狄雄,H1,出閘笨拙，因而失地。居中間位置，走外欄第二疊，跑來搶口。衝刺良佳，五十米處受阻及失蹄。
2017-06-11,沙田,1,5,8,萬事醒 (A204),李寶利,H/TT,受催策，居中間之前位置。末段追前甚多。
2017-06-11,沙田,1,6,6,海洋王 (A013),莫雷拉,--,受催策，居第四位，落後領放馬約三個馬位。最後二百米未能保持走勢。
2017-06-11,沙田,1,7,9,及時行樂 (A125),楊明綸,--,自第一檔出閘後居中間之後位置，在跑道中央競跑。保持同速，未能加速。
2017-06-11,沙田,1,8,13,櫻花戰士 (V393),巫顯東,H,出閘普通，受催策，居中間位置，走外欄。最後四百米在催策下再無餘力。
2017-06-11,沙田,1,9,2,由心出色 (A182),祈普敦,--,出閘時在馬匹之間受擠迫，瞬即墮居後列。末段保持走勢，超越已洩氣潰敗的對手。
2017-06-11,沙田,1,10,5,雷霆導彈 (A281),杜利萊,--,出閘時受擠迫，瞬即墮居最後數位。跑離分支直路時一度發力，其後轉弱。
2017-06-11,沙田,1,11,11,賀馳 (A015),賴維銘,TT,早段包尾，最後三百米持續上前，超越已洩氣潰敗的對手。
2017-06-11,沙田,1,12,1,勁飛寶寶 (A267),吳嘉晉,--,從未超越中間位置。
2017-06-11,沙田,1,13,7,完美風暴 (A205),黎海榮,--,居中間位置，自半程起力竭，再無爭勝機會。
2017-06-11,沙田,1,14,14,大智大慧 (V228),何澤堯,B/TT1,從未超越中間位置。
2017-06-11,沙田,2,1,6,大收成 (T073),巫顯東,V,受力策移入內欄，以快步速領放。四百米處帶離對手，取得勝利。
2017-06-11,沙田,2,2,9,踏雪名駒 (S409),祈普敦,SR/XB,受力策以跟上快步速，居中間之前位置。衝刺強勁，取得亞軍。
2017-06-11,沙田,2,3,4,齊齊健康 (S320),柏寶,B/TT,居後列，走內欄。快步速有利發揮。三百米處逐漸追前，取得季軍。
2017-06-11,沙田,2,4,1,好準確 (V215),潘頓,B/TT,在推策下居中間之前位置，走第二疊。持續上前，一百米處洩氣。
2017-06-11,沙田,2,5,11,好友心 (T079),麥偉利,B,受力策上前，走第二疊。快步速不利發揮。持續上前，一百五十米處洩氣。
2017-06-11,沙田,2,6,12,衝鋒友 (T356),潘明輝,CP/TT-,出閘時與對手互相碰撞，居後列，走內欄。快步速有利發揮。三百米處穩步上前，五十米處靠近他駒後蹄競跑。
2017-06-11,沙田,2,7,8,金錢炮 (T022),梁家俊,H/XB,早段受力策，居中間之前位置，走第三疊。直路上走勢普通。
2017-06-11,沙田,2,8,7,保羅威威 (T027),李寶利,B,居後列，走第三至第四疊。快步速有利發揮。最後二百米走勢尚可。
2017-06-11,沙田,2,9,10,魔幻神駿 (V317),黎海榮,B,居後列，走第三至第四疊。快步速適合發揮，但從未能追前。
2017-06-11,沙田,2,10,2,駿瑪 (T340),黃皓楠,--,受力策上前，走第三疊。快步速不利發揮。二百五十米處再無餘力。
2017-06-11,沙田,2,11,3,仗義執言 (A014),何澤堯,B/TT,居後列，從未有力一爭。
2017-06-11,沙田,2,12,5,有福氣 (V389),莫雷拉,TT,受推策上前。快步速不利發揮。四百米處墮退。
2017-06-11,沙田,3,1,3,劍飛聲 (S054),莫雷拉,B,出閘迅速，居中間之後位置。入直路時走內欄。最後一百米控制大局，以勁勢取勝。
