date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-06-28,跑馬地,1,1,4,進綵 (T187),潘頓,--,居中間稍後位置。入直路時以佳勢加速，最後一百米控制大局。
2017-06-28,跑馬地,1,2,10,頌義 (S354),梁家俊,B,居中間之後位置。上大石鼓處時快速上前，入直路彎時進佔第三位，走第二疊。在催策下持續追前，接近終點時取得亞軍。
2017-06-28,跑馬地,1,3,5,歐洲之星 (T336),潘明輝,B/TT,居中間之前位置，走外疊。首次跑過終點時獲許上前帶頭。一直領先，轉直路彎時受到挑戰。最後二百米在催策下被超越。
2017-06-28,跑馬地,1,4,2,智有心得 (V354),莫雷拉,B/XB,遙居於後，七百米處開始發力。入直路時移入內欄取位，在催策下穩步上前。
2017-06-28,跑馬地,1,5,3,盛勢東方 (V295),郭能,H,居領放馬稍後位置，走內欄。直路初受力策，保持同速。
2017-06-28,跑馬地,1,6,6,心有靈犀 (P405),楊明綸,B/TT,大多居中間位置。直路初一度構成威脅。
2017-06-28,跑馬地,1,7,7,富貴榮華 (P324),杜利萊,B,自最外檔出閘後受催策上前，居中間位置，沿途走外疊。首次跑過終點時進佔第五位，落後三個馬位。直路上保持同速。（騎師被查詢競跑策略。）
2017-06-28,跑馬地,1,8,1,阿姆利則 (V122),祈普敦,B/XB,早段領先或爭奪領先。首次跑過終點時被超越。入直路彎時在催策下再度領先。無以為繼，最後二百米被超越。
2017-06-28,跑馬地,1,9,9,掌握時機 (T019),賴維銘,B,從未見具爭勝機會。
2017-06-28,跑馬地,1,10,11,烈風小子 (S338),吳嘉晉,CP-/XB/PC1,早段在催策下以短距離領先。首次跑過終點時落後兩個馬位。趨近直路彎時受催策，入直路後墮退。
2017-06-28,跑馬地,1,11,8,常旺財 (T263),田泰安,SR1/B2,從未見具爭勝機會。
2017-06-28,跑馬地,1,12,12,豐益善 (T287),黃皓楠,CP,早段居前列，馬房彎墮居中間位置。自大石鼓處起在催策下墮退。
2017-06-28,跑馬地,2,1,1,盈豐駿駒 (S073),潘明輝,--,受推策上前，切入內欄。以中等步速領放，一放到底。
2017-06-28,跑馬地,2,2,2,騂龍 (V212),柏寶,B/H,居包廂位置，步速中等。以佳勢衝刺，取得亞軍。
2017-06-28,跑馬地,2,3,10,順其自然 (T178),李寶利,B,收慢留居後列，切入內欄。早段靠近他駒後蹄，步速中等。二百五十米處以穩定走勢上前，取得季軍。
2017-06-28,跑馬地,2,4,8,心中有善 (V164),黃皓楠,CP/XB/TT,受推策上前，走第二疊。步速中等，保持走勢，一百米處洩氣。
2017-06-28,跑馬地,2,5,4,珍珠旺 (S138),麥偉利,SR,受力策，居中間稍後位置，固守內欄。步速中等，二百米處以穩定走勢上前。
2017-06-28,跑馬地,2,6,11,有衝勁 (T220),楊明綸,E/XB,出閘緩慢，居後列，走內欄。早段靠近他駒後蹄，步速中等。二百米處以穩定走勢上前。
2017-06-28,跑馬地,2,7,6,全勝姿態 (V011),莫雷拉,TT,收慢留居中間位置，走第二疊，步速中等。直路上僅能保持位置。
2017-06-28,跑馬地,2,8,3,華美之寶 (S247),韋達,B/TT,居中間之後位置，走第二疊，步速中等。三百米處受碰撞，直路上走勢尚可。
2017-06-28,跑馬地,2,9,9,知道勝 (S218),梁家俊,B/TT,受力策上前，居領放馬外側，步速中等。二百米處力竭。
