date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-06-07,跑馬地,1,1,1,君子承諾 (V042),郭能,XB,起步時與他駒互相碰撞，走第二疊，落後約三個馬位。自六百五十米處起略為上前。衝刺強勁，勝出賽事。
2017-06-07,跑馬地,1,2,10,多多囍 (V032),賴維銘,B/TT,起步時受擠迫，居後列，落後約五至六個馬位，走內欄。直路彎上前，直路上在催策下內閃，但保持佳勢。
2017-06-07,跑馬地,1,3,12,掌握時機 (T019),吳嘉晉,B,留居後列，落後六至七個馬位。自五百五十米處起受催策上前。直路彎走大外疊。直路上保持佳勢。過終點時僅失亞席。
2017-06-07,跑馬地,1,4,4,駕悅 (S241),潘頓,V/XB/TT,出閘時被碰撞，走第二疊，落後兩個馬位。接近七百米處時略為上前。直路彎居第二位。直路初保持佳勢。一百五十米處被超越，其後轉弱。
2017-06-07,跑馬地,1,5,3,自由飛翔 (T292),祈普敦,B2,自第一檔出閘稍為緩慢，居第五位，落後約兩個馬位。接近五百五十米處時緊迫競跑。直路上穩步衝刺，未能構成威脅。
2017-06-07,跑馬地,1,6,6,金武士 (T418),杜利萊,--,自第八檔出閘迅速，居中間有遮擋位置，走第三疊。居相若位置至接近六百米處。直路彎推進。直路初未能再增速，其後逐漸轉弱。
2017-06-07,跑馬地,1,7,9,威旺財 (S050),黃皓楠,--,出閘緩慢，缺乏前速，居包尾位置。直路彎仍遙居於後。直路上略為追前。
2017-06-07,跑馬地,1,8,7,勁伶利 (V377),何澤堯,B/TT,出閘迅速，居前列。接近一千零五十米處時碰撞他駒，其後取得領先。接近二百米處時未能再增速及被超越，其後逐漸轉弱。
2017-06-07,跑馬地,1,9,8,牛魔王 (S176),蘇狄雄,PC/XB/TT,出閘笨拙，接近一千四百五十米處時勒避，居中間位置，走內欄。接近五百五十米處時收慢。直路上毫無進展。
2017-06-07,跑馬地,1,10,5,吉利馬王 (V305),田泰安,V/E1/TT-,自最外檔出閘迅速，早段取得領先。接近一千零五十米處時被碰撞及失去平衡，其後被超越。直路彎前居領放馬之後。直路初再無餘力。
2017-06-07,跑馬地,1,11,2,歐洲之星 (T336),莫雷拉,B/TT,自外檔出閘時與他駒互相碰撞，走第三疊，有遮擋，落後約兩個馬位。直路彎未能再增速。直路初再無餘力，收慢。（見競賽事件報告。）
2017-06-07,跑馬地,1,12,11,行運友 (V155),黎海榮,B/TT,自外檔出閘迅速，未能切入內疊，沿途走外疊，沒有遮擋。直路彎再無餘力，包尾大敗而回。
2017-06-07,跑馬地,2,1,2,劍凌雲 (T300),郭能,--,受力策保持居中間位置，走第二疊，快步速有利發揮。三百米處逐漸追前，勝出賽事。
2017-06-07,跑馬地,2,2,9,樂家將 (S202),潘頓,B,收慢留後，取得遮擋，走第二疊，快步速有利發揮。自四百米處起至二百米處缺乏空位，望空後衝刺良佳。
2017-06-07,跑馬地,2,3,6,路路發 (N186),楊明綸,--,受推策佔取包廂位置，保持佳勢，跑獲季軍。
2017-06-07,跑馬地,2,4,1,光輝之星 (N387),梁家俊,B,出閘後收慢，居後列，走第二至第三疊，快步速有利發揮。二百五十米處逐漸上前。
2017-06-07,跑馬地,2,5,3,有情風 (N139),李寶利,--,受力策上前，走第二疊，快步速不合發揮。一百五十米處再無餘力。
2017-06-07,跑馬地,2,6,8,合一 (T420),巫顯東,B/H/TT,受力策上前，沿途走第三至第四疊，快步速不利發揮。一百五十米處洩氣。
2017-06-07,跑馬地,2,7,10,自由哥 (T123),田泰安,B2,受力策上前，移入內欄，以快步速領放。保持領先，一百五十米處轉弱。
2017-06-07,跑馬地,2,8,7,七彩 (V044),莫雷拉,TT,受力策固守內欄，居中間位置，快步速有利發揮。直路上大部分途程受困，走勢普通。
2017-06-07,跑馬地,2,9,12,智能 (S124),黃皓楠,B/TT-,出閘後收慢，移入內欄，居後列，快步速有利發揮。直路上僅能保持一般走勢。
2017-06-07,跑馬地,2,10,5,新添 (P257),黎海榮,TT,受力策上前，走第二疊。二百五十米處瞬即再無餘力。
2017-06-07,跑馬地,2,11,4,當旺財 (V259),麥偉利,B,出閘緩慢，居後列，走第二至第三疊，快步速適合發揮，但從未能上前。
2017-06-07,跑馬地,2,12,11,大將風速 (S251),蘇狄雄,V-/H/XB/B2,出閘後收慢，從未有力一爭。
2017-06-07,跑馬地,3,1,12,瀟洒兄弟 (V022),巫顯東,B/TT,出閘後受推策取得領先。轉直路彎後加速。直路上保持勁勢，以短距離之先勝出。
2017-06-07,跑馬地,3,2,1,旅英駿爵 (T080),田泰安,--,出閘迅速，居前列。跑過一百五十米處時加速，展開強勁挑戰，僅以一馬頸位之差落敗。
2017-06-07,跑馬地,3,3,11,天賜寶 (V401),莫雷拉,H/P,自外檔出閘後受催策，居中間之前位置。轉直路彎時受催策。直路上走勢強勁。
2017-06-07,跑馬地,3,4,3,紅旗星將 (A049),潘頓,--,出閘迅速，居中間之後位置。直路初走外疊，衝刺良佳。
2017-06-07,跑馬地,3,5,7,美好家園 (T347),麥偉利,CP/H,受力策，八百米處居領放馬外側。轉直路彎時受推策。跑過一百五十米處時失地，衝刺一般。
2017-06-07,跑馬地,3,6,4,紅星 (V273),李寶利,--,居中間位置，走第三疊，沒有遮擋。直路上受力策，衝刺僅屬一般。
2017-06-07,跑馬地,3,7,6,蓋世之寶 (V306),何澤堯,B-,出閘迅速，其後收慢，居中間位置。直路上保持同速。
2017-06-07,跑馬地,3,8,2,君子精神 (V274),郭能,--,出閘普通，逐漸收慢，居後列。直路上走勢一般。
2017-06-07,跑馬地,3,9,8,教主 (A063),楊明綸,B,出閘緩慢，居後列，走內欄。受催策，但僅能保持同速。
2017-06-07,跑馬地,3,10,5,誰不羨 (V314),祈普敦,CP-/B1,居中間之後位置，走內欄。直路初受大力推策，但未能上前。
2017-06-07,跑馬地,3,11,10,大天龍 (T339),梁家俊,B/H,起步後留居包尾位置。直路上轉弱，未能上前。
2017-06-07,跑馬地,3,12,9,陽明秋秋 (A057),杜利萊,B,出閘笨拙，受催策佔取前列位置。八百五十米處大力勒避，包尾而回。左前腿不良於行。須通過獸醫檢驗。
2017-06-07,跑馬地,4,1,9,精算追擊 (S370),莫雷拉,--,自最外檔出閘迅速，受催策上前，首個彎位取得領先。千二米處移入內欄，減慢步速。跑離對面直路時加速，入直路時受催策，帶離一個半馬位，保持領先至終點。
2017-06-07,跑馬地,4,2,11,得其康 (V260),郭能,--,出閘迅速，留居後列，走第二疊，有遮擋。七百五十米處受催策，六百五十米處再受催策。直路彎收慢，三百米處向外移出，與對手互相碰撞。二百米處取得平衡，末段追入亞軍。
2017-06-07,跑馬地,4,3,3,越跑越好 (T140),李寶利,PC,出閘普通，瞬即居後列，受催策，走內欄。一千零五十米處上前居中間位置。直路彎受催策，向外移出。在力拼下保持走勢，接近終點時取得季軍。
2017-06-07,跑馬地,4,4,6,全勝姿態 (V011),祈普敦,TT,出閘普通，居前列，走第二疊，有遮擋。六百米處居第五位，受催策。四百五十米處受催策上前，爭奪位置，保持穩勢。
2017-06-07,跑馬地,4,5,5,獻惑 (A146),田泰安,B/TT,出閘普通，早段沿欄居前列。千一米處移至第二疊，居第二位，沒有遮擋。五百二十米處受催策，瞬即再受催策。直路上保持同速。
2017-06-07,跑馬地,4,6,4,越駿寶 (T314),潘頓,H/PC/TT,出閘迅速，留居中間之後位置，走第二疊。千一米處避開他駒後蹄，移入內欄。七百五十米處走第二疊，略為追前。四百米處受催策，保持同速。
