date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2017-06-21,跑馬地,1,2,4,泡泡達人 (T346),0:57.48,3,6,13.10,3-1/4,5,21.76,-SH,2,22.62,,,,,,,,,
2017-06-21,跑馬地,1,3,1,欖球鑽石 (S432),0:57.50,1/2,1,12.62,1/2,1,21.72,HD,3,23.16,,,,,,,,,
2017-06-21,跑馬地,1,1,7,高山威龍 (N265),0:57.47,1/2,2,12.70,1/2,2,21.72,+SH,1,23.05,,,,,,,,,
2017-06-21,跑馬地,1,4,12,衝鋒友 (T356),0:57.56,1-3/4,4,12.90,1-3/4,4,21.72,1/2,4,22.94,,,,,,,,,
2017-06-21,跑馬地,1,5,6,樂有盈 (V252),0:57.62,4-1/4,7,13.30,5-1/2,8,21.92,3/4,5,22.40,,,,,,,,,
2017-06-21,跑馬地,1,6,2,勁風 (T285),0:57.64,4-1/4,8,13.30,4-1/2,7,21.76,1,6,22.58,,,,,,,,,
2017-06-21,跑馬地,1,7,5,名馬 (CM273),0:57.64,1-3/4,3,12.90,1-3/4,3,21.72,1,7,23.02,,,,,,,,,
2017-06-21,跑馬地,1,8,10,永恆光輝 (V141),0:57.80,5,9,13.42,6,9,21.88,2,8,22.50,,,,,,,,,
2017-06-21,跑馬地,1,9,3,金威利 (S087),0:57.83,2-3/4,5,13.06,4-1/4,6,21.96,2-1/4,9,22.81,,,,,,,,,
2017-06-21,跑馬地,1,10,9,你同我定 (S413),0:57.93,5-3/4,10,13.54,7,10,21.92,3,10,22.47,,,,,,,,,
2017-06-21,跑馬地,1,11,11,天地福星 (P064),0:57.98,5-3/4,11,13.54,8-3/4,11,22.20,3-1/4,11,22.24,,,,,,,,,
2017-06-21,跑馬地,1,12,8,紅太陽 (V145),0:58.72,7-1/2,12,13.82,10-3/4,12,22.24,7-3/4,12,22.66,,,,,,,,,
2017-06-21,跑馬地,2,1,4,自由飛翔 (T292),1:40.77,4,7,28.61,5-1/4,7,23.68,2-3/4,6,24.78,2-3/4,1,23.70,,,,,,
2017-06-21,跑馬地,2,2,6,紅旗飛將 (T295),1:41.22,1-1/2,4,28.21,2,3,23.56,1-1/4,3,25.06,2-3/4,2,24.39,,,,,,
2017-06-21,跑馬地,2,3,8,滿貫中環 (V220),1:41.22,3,6,28.45,3-1/2,5,23.56,2-1/2,5,25.02,2-3/4,3,24.19,,,,,,
2017-06-21,跑馬地,2,4,12,喜寶天龍 (S446),1:41.32,5-3/4,9,28.89,6-3/4,9,23.64,4-1/4,8,24.78,3-1/2,4,24.01,,,,,,
2017-06-21,跑馬地,2,5,7,正藍旗 (S070),1:41.41,2-1/4,5,28.33,3-3/4,6,23.72,3,7,25.06,4,5,24.30,,,,,,
2017-06-21,跑馬地,2,6,10,辣得寶 (T393),1:41.92,SH,2,27.97,1,1,23.48,N,1,25.18,7-1/4,6,25.29,,,,,,
2017-06-21,跑馬地,2,7,11,掌握時機 (T019),1:41.93,11-1/4,12,29.77,10,12,23.28,6-1/4,12,24.58,7-1/4,7,24.30,,,,,,
2017-06-21,跑馬地,2,8,2,大將風雲 (N426),1:42.05,6-3/4,10,29.05,7-1/2,10,23.60,6,11,24.94,8,8,24.46,,,,,,
2017-06-21,跑馬地,2,9,5,勝利威 (S303),1:42.09,1/2,3,28.05,2-1/4,4,23.76,1-3/4,4,25.10,8-1/4,9,25.18,,,,,,
2017-06-21,跑馬地,2,10,9,常旺財 (T263),1:42.10,4-1/2,8,28.69,5-3/4,8,23.68,4-1/2,9,24.98,8-1/4,10,24.75,,,,,,
2017-06-21,跑馬地,2,11,3,贏盡 (V147),1:42.31,8-1/4,11,29.29,9-1/4,11,23.64,5-3/4,10,24.62,9-1/2,11,24.76,,,,,,
2017-06-21,跑馬地,2,12,1,戈寶 (A101),1:44.00,SH,1,27.97,1,2,23.64,N,2,25.06,20-1/4,12,27.33,,,,,,
