date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2017-06-18,沙田,1,1,5,旺蝦王 (A299),0:57.19,3/4,1,13.29,1,1,20.89,5-3/4,1,23.01,,,,,,,,,
2017-06-18,沙田,1,2,6,大四喜 (A301),0:58.13,1-1/4,4,13.49,1,2,20.85,5-3/4,2,23.79,,,,,,,,,
2017-06-18,沙田,1,3,7,真跑得 (A220),0:58.65,1-1/2,5,13.53,1-1/4,3,20.85,9,3,24.27,,,,,,,,,
2017-06-18,沙田,1,4,3,關關雎 (A198),0:58.76,1,3,13.45,1-1/2,4,20.97,9-3/4,4,24.34,,,,,,,,,
2017-06-18,沙田,1,5,2,超群心聲 (A020),0:59.20,3/4,2,13.41,2-3/4,5,21.21,12-1/2,5,24.58,,,,,,,,,
2017-06-18,沙田,1,6,4,電訊朝陽 (A070),1:00.17,6,6,14.25,9-3/4,6,21.49,18-1/2,6,24.43,,,,,,,,,
2017-06-18,沙田,2,1,2,友瑩采 (V213),1:49.90,3,7,14.49,4-1/2,7,23.56,4-3/4,7,25.16,2,4,23.66,3-1/4,1,23.03,,,
2017-06-18,沙田,2,2,8,神電金剛 (P354),1:50.43,N,2,14.05,1-1/2,3,23.52,1-1/2,3,25.12,1-1/2,3,24.10,3-1/4,2,23.64,,,
2017-06-18,沙田,2,3,1,財歡笑 (S346),1:50.48,1-1/4,4,14.21,3,5,23.60,3,5,25.12,2-1/2,5,24.02,3-1/2,3,23.53,,,
2017-06-18,沙田,2,4,12,皇龍大師 (P128),1:50.59,N,1,14.01,1,1,23.32,1,1,25.12,1-1/4,1,24.10,4-1/4,4,24.04,,,
