date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-06-14,跑馬地,1,1,9,好醒 (T333),莫雷拉,--,出閘普通，居領放馬稍後第三位，走內欄。入直路時向外移出以展開挑戰。接近終點時佔得上風。
2017-06-14,跑馬地,1,2,4,駕善 (S245),巫顯東,H,自第一檔出閘迅速，以甚快步速領放，幾乎一放到底，僅在最後數步被超越。
2017-06-14,跑馬地,1,3,3,開心健康 (T056),潘明輝,B/TT,居中間第五位，走內欄。轉直路彎時走內欄節省腳程。持續力拼，但未能構成威脅。
2017-06-14,跑馬地,1,4,8,威震天 (V119),李寶利,V/TT,居第四位，落後領放馬兩個馬位。直路上持續力拼，但未能構成威脅。
2017-06-14,跑馬地,1,5,1,實業風采 (S023),郭能,B/TT,早段受催策，其後收慢，居中間之後第六位。轉直路彎時受催策。末段衝刺良佳。
2017-06-14,跑馬地,1,6,5,天意 (V417),潘頓,B,自中檔出閘，留居後列位置。直路上追前甚多。
2017-06-14,跑馬地,1,7,10,強中堅 (N177),史卓豐,B,自中檔出閘，居中間之後位置，走內欄。轉直路彎時走內欄節省腳程。持續力拼，但未能構成威脅。
2017-06-14,跑馬地,1,8,2,珍珠旺 (S138),麥偉利,SR,自大外檔出閘後留後。直路前大部分途程尾隨群駒。末段追前甚多。
2017-06-14,跑馬地,1,9,6,紅海灣 (T159),梁家俊,--,遙居於後。末段追前甚多。
2017-06-14,跑馬地,1,10,7,靚先生 (T335),柏寶,B/E/TT,自外檔出閘後受催策上前。直路前力追領放馬。迅速墮退。
2017-06-14,跑馬地,2,1,9,心中有善 (V164),巫顯東,CP/XB/TT,受力策上前切入內欄領放。保持佳勢至終點，勝出賽事。
2017-06-14,跑馬地,2,2,1,明月光 (T369),郭能,B,收慢留居中間位置，走第二至第三疊。三百米處衝刺強勁，僅以短距離之差屈居亞軍。
2017-06-14,跑馬地,2,3,7,常妙星 (N432),莫雷拉,B/TT,收慢留居中間位置，走第二疊。早自九百米處已發力。三百米處取得領先，走勢甚佳，跑獲季軍。
2017-06-14,跑馬地,2,4,5,一支梅 (V171),黎海榮,TT,居包廂位置。直路上僅能保持位置。
2017-06-14,跑馬地,2,5,10,進綵 (T187),賴維銘,--,早段受推策，居中間之後位置。二百五十米處衝刺良佳。
2017-06-14,跑馬地,2,6,2,飛馬再威 (T338),潘頓,--,收慢留後，移入內欄。五百米處受困及勒避。二百米處衝刺強勁。
2017-06-14,跑馬地,2,7,6,滿載而來 (V182),麥偉利,B-/TT,收慢留後，切入內欄。早自九百米處起在第三疊繞過馬群上前。保持走勢，二百米處洩氣。
2017-06-14,跑馬地,2,8,3,勁勇威龍 (S078),李寶利,CP,收慢留後，走第二疊。二百米處衝刺良佳。
2017-06-14,跑馬地,2,9,8,育成天下 (V276),梁家俊,TT,收慢留後，走第二至第三疊。早自九百米處起嘗試發力，但未能上前。二百米處衝刺良佳，五十米處緊貼他駒後蹄。
2017-06-14,跑馬地,2,10,4,聚歡笑 (T282),黃皓楠,B/H,受推策上前，走第二疊。四百米處瞬即受催策。
2017-06-14,跑馬地,3,1,2,多多勁驥 (S385),巫顯東,V/TT,出閘笨拙及受阻礙，在力策下居領放馬外側位置。跑過四百米處時受推策。最後一百米控制大局。
2017-06-14,跑馬地,3,2,10,帝聖寶貝 (A059),李寶利,TT,出閘迅速，在沒遮擋下走外疊。接近六百米處時居前列位置。直路彎推進。末段衝刺強勁。
2017-06-14,跑馬地,3,3,4,哥哥仔 (V074),郭能,XB/TT,起步時被碰撞，因而失去平衡，沿欄居前列。直路上力拼。
2017-06-14,跑馬地,3,4,11,瀟洒兄弟 (V022),黎海榮,B/TT,受大力催策，但未能加速，居中間位置。直路彎開始推進。跑過二百米處時逐漸追前。末段衝刺良佳。
2017-06-14,跑馬地,3,5,3,正是你 (S349),麥偉利,--,出閘迅速，居中間之前位置。直路上力拼。末段走勢普通。
2017-06-14,跑馬地,3,6,1,一馬當先 (S044),梁家俊,B/TT,出閘一般，居中間之後位置。四百米處靠近他駒後蹄處於窘境。末段走勢一般。
2017-06-14,跑馬地,3,7,9,金飯碗 (T289),柏寶,TT,居中間之後位置。接近五百五十米處時失去平衡，挨擦內欄。直路彎在窄位競跑。其後保持同速。
2017-06-14,跑馬地,3,8,7,慷慨寶 (S096),潘頓,TT,居中間位置。入直路時走最外疊，嘗試推進，但僅能保持同速。
2017-06-14,跑馬地,3,9,6,自由旺 (A209),韋達,H/TT,出閘後受大力推策以取得領先。沿途保持領先，二百米處轉弱。跑過一百米處後力竭。
2017-06-14,跑馬地,3,10,12,架勢堂 (V309),何澤堯,--,自外檔出閘後留居後列。直路上受催策，但僅能保持同速。
2017-06-14,跑馬地,3,11,5,輕彈錢暢 (A219),莫雷拉,TT,出閘普通，居前列，走第三疊。半程時逐漸推進至中間位置。直路上轉弱，未能保持走勢。
2017-06-14,跑馬地,3,12,8,笑眼光 (S291),黃皓楠,--,自最外檔出閘後留居尾列。從未參與競逐。
2017-06-14,跑馬地,4,1,10,財神 (S216),賴維銘,TT,出閘緩慢，與另一駒雙雙落後主馬群三個半馬位。入直路時受催策上前，追上馬群。三百米處受催策，衝刺強勁，勝出賽事。
2017-06-14,跑馬地,4,2,1,首映 (A051),莫雷拉,SR,出閘迅速，起初受催策爭奪領先，走第三疊。七百五十米處收慢。五百五十米處居第二疊第二位。四百米處受催策。入直路時受力策。力拼，五十米處稍稍領先。過終點時被超越。
2017-06-14,跑馬地,4,3,5,威先生 (T334),李寶利,H/P,出閘迅速，受催策上前，走內欄。六百二十米處取得領先，帶離一個馬位。三百米處受催策，力拼，但末段被超越。
2017-06-14,跑馬地,4,4,2,鑽石巨匠 (S397),巫顯東,B/XB,出閘尚可，但受催策保持居於中間位置，走第三疊，有遮擋。五百二十米處勒避他駒後蹄及失地。入直路時受催策，走外疊。末段追前。
2017-06-14,跑馬地,4,5,4,綫路神駒 (T324),韋達,B/H,自大外檔出閘迅速。入直路時受催策，走外疊，沒有遮擋。三百米處受力策，力爭跑入位置。九十米處被過頭的對手挨擦，保持穩勢。
2017-06-14,跑馬地,4,6,3,合作愉快 (T392),梁家俊,H/TT,加速上前取得領先，走第二疊。六百二十米處被超越，落後一個馬位。四百五十米處受催策。入直路時受催策。直路上保持同速。
