date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2017-06-04,沙田,1,1,3,幸運大師 (A200),1:10.97,1/2,1,25.54,1,1,23.15,4,1,22.28,,,,,,,,,
2017-06-04,沙田,1,2,6,爆騷 (A207),1:11.60,2-1/4,5,25.90,2,5,23.11,4,2,22.59,,,,,,,,,
2017-06-04,沙田,1,3,1,榮進好蹄 (A181),1:12.06,2-3/4,6,25.98,2-1/2,6,23.11,6-3/4,3,22.97,,,,,,,,,
2017-06-04,沙田,1,4,4,關關雎 (A198),1:12.24,1/2,2,25.62,1,2,23.23,8,4,23.39,,,,,,,,,
2017-06-04,沙田,1,5,5,電訊朝陽 (A070),1:12.36,1,4,25.70,1-3/4,4,23.27,8-3/4,5,23.39,,,,,,,,,
2017-06-04,沙田,1,6,2,獎金勁 (A242),1:13.73,1,3,25.70,1-1/4,3,23.19,17-1/4,6,24.84,,,,,,,,,
2017-06-04,沙田,2,1,1,天下為攻 (A257),1:09.85,1-1/4,3,24.88,1-1/4,3,22.78,2-1/4,1,22.19,,,,,,,,,
2017-06-04,沙田,2,2,4,魅力之子 (T373),1:10.20,1,2,24.84,1,2,22.78,2-1/4,2,22.58,,,,,,,,,
2017-06-04,沙田,2,3,3,一帆風順 (T422),1:10.21,1,1,24.68,1,1,22.78,2-1/4,3,22.75,,,,,,,,,
2017-06-04,沙田,2,4,10,由心出發 (S133),1:10.45,6-1/2,11,25.72,5-1/2,11,22.62,3-3/4,4,22.11,,,,,,,,,
2017-06-04,沙田,2,5,2,正是你 (S349),1:10.63,2-1/4,4,25.04,2-1/2,4,22.82,5,5,22.77,,,,,,,,,
2017-06-04,沙田,2,6,9,智勝明駒 (T320),1:10.79,5-1/4,9,25.52,5-1/4,9,22.78,5-3/4,6,22.49,,,,,,,,,
2017-06-04,沙田,2,7,8,順其自然 (T178),1:10.96,4-1/4,8,25.36,4-1/2,7,22.82,7,7,22.78,,,,,,,,,
2017-06-04,沙田,2,8,5,快樂海龍 (A078),1:11.00,3-3/4,6,25.28,3-1/2,6,22.74,7-1/4,8,22.98,,,,,,,,,
2017-06-04,沙田,2,9,7,勁有來頭 (V386),1:11.10,2-3/4,5,25.12,3,5,22.82,7-3/4,9,23.16,,,,,,,,,
2017-06-04,沙田,2,10,6,神乎其技 (A174),1:11.54,4,7,25.32,4-3/4,8,22.90,10-1/2,10,23.32,,,,,,,,,
2017-06-04,沙田,2,11,11,錢途再現 (A046),1:11.66,5-1/2,10,25.56,5-1/4,10,22.74,11-1/4,11,23.36,,,,,,,,,
2017-06-04,沙田,3,1,5,駿馬翹楚 (T401),1:22.86,N,1,13.71,1/2,1,22.15,1-1/4,1,23.43,1-1/2,1,23.57,,,,,,
2017-06-04,沙田,3,2,10,銘記心中 (T258),1:23.12,2,7,14.03,1-3/4,3,22.11,1-3/4,3,23.43,1-1/2,2,23.55,,,,,,
2017-06-04,沙田,3,3,14,電訊大炮 (V144),1:23.19,4,11,14.35,4-1/4,7,22.19,5-1/4,8,23.59,2,3,23.06,,,,,,
2017-06-04,沙田,3,4,13,飛壹般 (T280),1:23.36,1-1/2,5,13.95,3-1/2,6,22.47,4-1/2,6,23.59,3,4,23.35,,,,,,
2017-06-04,沙田,3,5,11,超自然 (V063),1:23.37,5,13,14.51,8,13,22.63,7-1/4,13,23.31,3-1/4,5,22.92,,,,,,
2017-06-04,沙田,3,6,4,天賦致寶 (S417),1:23.61,3-3/4,10,14.31,7-1/2,12,22.75,7-1/4,12,23.39,4-3/4,6,23.16,,,,,,
2017-06-04,沙田,3,7,12,好富有 (A026),1:23.68,1/2,4,13.79,1/2,2,22.15,1-1/4,2,23.55,5,7,24.19,,,,,,
2017-06-04,沙田,3,8,6,超甜橙 (V058),1:23.72,3,9,14.19,6,11,22.63,6,10,23.43,5-1/4,8,23.47,,,,,,
2017-06-04,沙田,3,9,3,雅寳 (P295),1:23.73,4-1/4,12,14.39,5-3/4,10,22.39,7,11,23.63,5-1/2,9,23.32,,,,,,
2017-06-04,沙田,3,10,1,隨時候命 (T383),1:24.10,1-1/2,6,13.95,4-1/2,8,22.63,4-3/4,7,23.47,7-3/4,10,24.05,,,,,,
2017-06-04,沙田,3,11,2,勁風 (T285),1:24.13,N,2,13.75,2,4,22.43,3-1/2,4,23.67,8,11,24.28,,,,,,
2017-06-04,沙田,3,12,7,開心美麗 (V375),1:24.25,2-1/2,8,14.11,5,9,22.55,5-3/4,9,23.55,8-3/4,12,24.04,,,,,,
2017-06-04,沙田,3,13,8,明多多 (S305),1:24.47,5-1/2,14,14.59,9,14,22.71,9-1/4,14,23.47,10,13,23.70,,,,,,
2017-06-04,沙田,3,14,9,宸龍 (V129),1:25.18,N,3,13.75,3-1/4,5,22.63,3-3/4,5,23.51,14-1/2,14,25.29,,,,,,
2017-06-04,沙田,4,1,7,常豐裕 (A266),1:10.30,2-3/4,6,25.10,3,6,23.18,HD,1,22.02,,,,,,,,,
2017-06-04,沙田,4,2,4,得德仔 (A068),1:10.33,1-1/4,3,24.86,1-3/4,4,23.22,HD,2,22.25,,,,,,,,,
2017-06-04,沙田,4,3,1,萬事欣 (T129),1:10.43,N,1,24.66,SH,2,23.14,3/4,3,22.63,,,,,,,,,
2017-06-04,沙田,4,4,3,安喜 (V338),1:10.59,1-1/2,4,24.90,1-1/2,3,23.14,1-3/4,4,22.55,,,,,,,,,
2017-06-04,沙田,4,5,5,開懷大少 (A278),1:10.63,4-3/4,10,25.42,5-1/4,9,23.22,2,5,21.99,,,,,,,,,
2017-06-04,沙田,4,6,9,又襟又準 (S301),1:10.68,N,2,24.70,SH,1,23.10,2-1/4,6,22.88,,,,,,,,,
2017-06-04,沙田,4,7,12,歐洲巨星 (V313),1:10.76,4-1/2,9,25.38,4-1/2,8,23.14,3,7,22.24,,,,,,,,,
2017-06-04,沙田,4,8,2,幸福加數 (V130),1:10.76,6,11,25.62,6,11,23.14,3,8,22.00,,,,,,,,,
2017-06-04,沙田,4,9,8,樂也悠悠 (A151),1:11.12,1-1/2,5,24.90,2-3/4,5,23.34,5-1/4,9,22.88,,,,,,,,,
2017-06-04,沙田,4,10,6,寶驫有盈 (A348),1:11.19,2-3/4,7,25.10,3-1/2,7,23.26,5-1/2,10,22.83,,,,,,,,,
2017-06-04,沙田,4,11,11,料事如神 (A191),1:11.33,3-1/2,8,25.22,5-1/4,10,23.42,6-1/2,11,22.69,,,,,,,,,
2017-06-04,沙田,4,12,10,金禧足球 (A085),1:11.46,7-1/4,12,25.82,6,12,22.94,7-1/4,12,22.70,,,,,,,,,
2017-06-04,沙田,5,1,7,火箭駒 (A214),2:02.70,2-1/4,3,26.68,2-1/2,3,25.27,2-1/2,3,25.16,1,4,23.44,2-1/2,1,22.15,,,
2017-06-04,沙田,5,2,3,期惑 (T198),2:03.11,1-1/4,1,26.32,1-1/4,1,25.23,1-1/4,1,25.16,N,3,23.72,2-1/2,2,22.68,,,
