date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2017-06-14,跑馬地,1,1,9,好醒 (T333),1:39.05,2,4,27.96,1-1/2,3,23.77,1-1/2,2,23.99,HD,1,23.33,,,,,,
2017-06-14,跑馬地,1,2,4,駕善 (S245),1:39.09,3/4,1,27.64,3/4,1,23.85,1-1/2,1,23.99,HD,2,23.61,,,,,,
2017-06-14,跑馬地,1,3,3,開心健康 (T056),1:39.30,3-1/2,6,28.20,3,5,23.77,2-3/4,5,23.95,1-1/2,3,23.38,,,,,,
2017-06-14,跑馬地,1,4,8,威震天 (V119),1:39.31,2,3,27.96,2-1/4,4,23.89,2-1/2,4,24.03,1-1/2,4,23.43,,,,,,
2017-06-14,跑馬地,1,5,1,實業風采 (S023),1:39.32,3-1/2,5,28.20,3-3/4,6,23.89,4,6,24.03,1-3/4,5,23.20,,,,,,
2017-06-14,跑馬地,1,6,5,天意 (V417),1:39.53,5-1/4,7,28.48,5-1/4,8,23.85,5-1/4,8,23.99,3,6,23.21,,,,,,
2017-06-14,跑馬地,1,7,10,強中堅 (N177),1:39.63,5-3/4,8,28.56,4-3/4,7,23.69,5,7,24.03,3-1/2,7,23.35,,,,,,
2017-06-14,跑馬地,1,8,2,珍珠旺 (S138),1:39.83,6-3/4,9,28.72,6-1/2,10,23.81,7-1/2,10,24.15,5,8,23.15,,,,,,
2017-06-14,跑馬地,1,9,6,紅海灣 (T159),1:39.85,7-1/4,10,28.80,6-1/4,9,23.69,7,9,24.11,5,9,23.25,,,,,,
2017-06-14,跑馬地,1,10,7,靚先生 (T335),1:40.61,3/4,2,27.76,3/4,2,23.85,1-3/4,3,24.15,9-3/4,10,24.85,,,,,,
2017-06-14,跑馬地,2,1,9,心中有善 (V164),1:39.92,3/4,1,28.07,1/2,2,24.76,SH,2,22.59,NOSE,1,24.50,,,,,,
2017-06-14,跑馬地,2,2,1,明月光 (T369),1:39.92,2-1/4,4,28.43,2,4,24.64,2-3/4,6,22.79,NOSE,2,24.06,,,,,,
2017-06-14,跑馬地,2,3,7,常妙星 (N432),1:39.94,3-3/4,6,28.67,1/2,1,24.08,SH,1,22.67,SH,3,24.52,,,,,,
2017-06-14,跑馬地,2,4,5,一支梅 (V171),1:40.26,1-1/2,3,28.31,2-1/4,6,24.80,2-1/2,4,22.71,2,4,24.44,,,,,,
2017-06-14,跑馬地,2,5,10,進綵 (T187),1:40.27,3-3/4,5,28.67,3-1/2,8,24.64,4-1/4,7,22.79,2-1/4,5,24.17,,,,,,
2017-06-14,跑馬地,2,6,2,飛馬再威 (T338),1:40.27,5-1/4,7,28.91,4-3/4,9,24.60,5-1/4,9,22.75,2-1/4,6,24.01,,,,,,
2017-06-14,跑馬地,2,7,6,滿載而來 (V182),1:40.34,6-3/4,10,29.15,2-1/4,5,23.96,1-1/4,3,22.51,2-3/4,7,24.72,,,,,,
2017-06-14,跑馬地,2,8,3,勁勇威龍 (S078),1:40.35,6-3/4,9,29.15,6,10,24.56,7-1/4,10,22.87,2-3/4,8,23.77,,,,,,
2017-06-14,跑馬地,2,9,8,育成天下 (V276),1:40.48,5-1/4,8,28.91,2-1/4,7,24.20,4-1/2,8,23.03,3-1/2,9,24.34,,,,,,
2017-06-14,跑馬地,2,10,4,聚歡笑 (T282),1:40.60,3/4,2,28.19,1-1/4,3,24.76,2-1/2,5,22.87,4-1/4,10,24.78,,,,,,
2017-06-14,跑馬地,3,1,2,多多勁驥 (S385),1:10.06,SH,2,23.70,N,2,22.43,3/4,1,23.93,,,,,,,,,
2017-06-14,跑馬地,3,2,10,帝聖寶貝 (A059),1:10.20,1,3,23.86,2,3,22.55,3/4,2,23.79,,,,,,,,,
2017-06-14,跑馬地,3,3,4,哥哥仔 (V074),1:10.29,2-3/4,5,24.14,2-1/4,4,22.31,1-1/4,3,23.84,,,,,,,,,
2017-06-14,跑馬地,3,4,11,瀟洒兄弟 (V022),1:10.34,4,7,24.34,6-1/2,7,22.79,1-3/4,4,23.21,,,,,,,,,
2017-06-14,跑馬地,3,5,3,正是你 (S349),1:10.39,1-3/4,4,23.98,3-3/4,5,22.71,2,5,23.70,,,,,,,,,
2017-06-14,跑馬地,3,6,1,一馬當先 (S044),1:10.42,5-1/2,10,24.58,8-1/4,10,22.83,2-1/4,6,23.01,,,,,,,,,
2017-06-14,跑馬地,3,7,9,金飯碗 (T289),1:10.50,5-1/4,9,24.54,7-1/2,9,22.75,2-3/4,7,23.21,,,,,,,,,
2017-06-14,跑馬地,3,8,7,慷慨寶 (S096),1:10.51,4-1/4,8,24.38,7,8,22.83,2-3/4,8,23.30,,,,,,,,,
2017-06-14,跑馬地,3,9,6,自由旺 (A209),1:10.57,SH,1,23.70,N,1,22.39,3-1/4,9,24.48,,,,,,,,,
2017-06-14,跑馬地,3,10,12,架勢堂 (V309),1:10.70,7-3/4,11,24.94,9-3/4,11,22.71,4,10,23.05,,,,,,,,,
2017-06-14,跑馬地,3,11,5,輕彈錢暢 (A219),1:10.74,3,6,24.18,5-3/4,6,22.83,4-1/4,11,23.73,,,,,,,,,
2017-06-14,跑馬地,3,12,8,笑眼光 (S291),1:11.21,8-3/4,12,25.10,10,12,22.59,7-1/4,12,23.52,,,,,,,,,
2017-06-14,跑馬地,4,1,10,財神 (S216),0:56.83,5-1/4,9,13.29,6-1/2,8,21.24,N,1,22.30,,,,,,,,,
2017-06-14,跑馬地,4,2,1,首映 (A051),0:56.89,N,3,12.49,2-1/4,4,21.36,N,2,23.04,,,,,,,,,
2017-06-14,跑馬地,4,3,5,威先生 (T334),0:56.89,SH,2,12.45,1-1/4,1,21.04,N,3,23.40,,,,,,,,,
2017-06-14,跑馬地,4,4,2,鑽石巨匠 (S397),0:57.04,2,7,12.77,5,7,21.52,1-1/4,4,22.75,,,,,,,,,
2017-06-14,跑馬地,4,5,4,綫路神駒 (T324),0:57.10,2,6,12.77,3-1/4,5,21.24,1-3/4,5,23.09,,,,,,,,,
2017-06-14,跑馬地,4,6,3,合作愉快 (T392),0:57.18,SH,1,12.45,1-1/4,2,21.24,2-1/4,6,23.49,,,,,,,,,
2017-06-14,跑馬地,4,7,9,育成寶貝 (T427),0:57.28,4-3/4,8,13.21,7-3/4,9,21.52,2-3/4,7,22.55,,,,,,,,,
2017-06-14,跑馬地,4,8,8,忠心義氣 (S404),0:57.29,1,4,12.61,1-1/2,3,21.12,3,8,23.56,,,,,,,,,
2017-06-14,跑馬地,4,9,7,勁飛勁 (V014),0:57.76,1-1/4,5,12.65,3-3/4,6,21.44,5-3/4,9,23.67,,,,,,,,,
2017-06-14,跑馬地,4,10,6,大地威龍 (A233),0:59.95,6-3/4,10,13.53,15-3/4,10,22.48,19-1/2,10,23.94,,,,,,,,,
2017-06-14,跑馬地,5,1,7,盈華盛甲 (A179),1:09.98,5-1/4,8,24.24,4-3/4,8,22.79,NOSE,1,22.95,,,,,,,,,
2017-06-14,跑馬地,5,2,3,你知我意 (A052),1:09.98,2-1/4,4,23.76,2,3,22.83,NOSE,2,23.39,,,,,,,,,
2017-06-14,跑馬地,5,3,1,澤心星 (S399),1:10.00,2-1/4,3,23.76,3,4,22.99,SH,3,23.25,,,,,,,,,
2017-06-14,跑馬地,5,4,2,金碧旺旺 (T183),1:10.34,3-3/4,6,24.00,4-1/2,7,22.99,2-1/4,4,23.35,,,,,,,,,
2017-06-14,跑馬地,5,5,4,喜菜 (T284),1:10.39,6-3/4,11,24.48,6-1/4,10,22.79,2-1/2,5,23.12,,,,,,,,,
2017-06-14,跑馬地,5,6,5,日東昇 (V302),1:10.45,5-1/4,9,24.24,5-3/4,9,22.95,3,6,23.26,,,,,,,,,
2017-06-14,跑馬地,5,7,10,赤兔 (A029),1:10.46,3-3/4,7,24.00,4-1/2,6,22.99,3,7,23.47,,,,,,,,,
2017-06-14,跑馬地,5,8,11,賞面 (S324),1:10.59,3-3/4,5,24.00,3-1/2,5,22.83,3-3/4,8,23.76,,,,,,,,,
2017-06-14,跑馬地,5,9,8,創意寶 (S185),1:10.63,1/2,2,23.48,1-1/2,2,23.03,4,9,24.12,,,,,,,,,
2017-06-14,跑馬地,5,10,9,笑傲非凡 (A144),1:11.00,8-1/4,12,24.72,8-3/4,12,22.95,6-1/2,10,23.33,,,,,,,,,
2017-06-14,跑馬地,5,11,12,心思熟慮 (V086),1:11.02,1/2,1,23.40,1-1/2,1,22.87,6-1/2,11,24.75,,,,,,,,,
2017-06-14,跑馬地,5,12,6,中華壹號 (T207),1:11.03,6-3/4,10,24.48,7-1/4,11,22.95,6-1/2,12,23.60,,,,,,,,,
2017-06-14,跑馬地,6,1,5,翡翠福星 (V020),1:38.92,3-3/4,6,28.14,3-1/2,7,23.52,3-1/2,9,23.73,1-1/2,1,23.53,,,,,,
2017-06-14,跑馬地,6,2,1,勁哥兒 (A134),1:39.17,5-1/2,8,28.42,5,11,23.48,4,11,23.57,1-1/2,2,23.70,,,,,,
2017-06-14,跑馬地,6,3,2,琪麟穎 (T046),1:39.32,8-3/4,11,28.94,3,5,22.64,1/2,1,23.25,2-1/2,3,24.49,,,,,,
2017-06-14,跑馬地,6,4,11,海都巨星 (T218),1:39.36,8-1/4,10,28.86,4-1/2,9,22.96,1/2,2,23.09,2-3/4,4,24.45,,,,,,
2017-06-14,跑馬地,6,5,6,雷公鑿 (V279),1:39.37,1-1/2,3,27.78,2,4,23.64,3/4,3,23.53,2-3/4,5,24.42,,,,,,
2017-06-14,跑馬地,6,6,7,主力艦 (T368),1:39.38,3,5,28.02,3-1/4,6,23.60,2-1/4,6,23.57,3,6,24.19,,,,,,
2017-06-14,跑馬地,6,7,3,騰煌 (S447),1:39.78,6-1/2,9,28.58,4-1/2,10,23.24,3,8,23.49,5-1/2,7,24.47,,,,,,
2017-06-14,跑馬地,6,8,10,罕曾見 (T095),1:39.79,1-3/4,4,27.82,1-3/4,3,23.56,3-3/4,10,24.05,5-1/2,8,24.36,,,,,,
2017-06-14,跑馬地,6,9,8,愛美麗 (V025),1:40.22,4-3/4,7,28.30,3-3/4,8,23.40,2-1/2,7,23.53,8,9,24.99,,,,,,
2017-06-14,跑馬地,6,10,9,放馬過來 (V407),1:40.84,1,2,27.70,1/2,2,23.48,2,4,23.97,12,10,25.69,,,,,,
2017-06-14,跑馬地,6,11,4,翔惑 (V223),1:40.93,1,1,27.54,1/2,1,23.56,2-1/4,5,24.09,12-1/2,11,25.74,,,,,,
2017-06-14,跑馬地,7,1,12,馬克羅斯 (A066),1:47.61,N,1,13.53,1/2,1,22.07,1,1,23.40,3/4,1,24.82,2-1/2,1,23.79,,,
2017-06-14,跑馬地,7,2,7,龍船 (V186),1:48.00,3/4,5,13.65,1-1/2,4,22.19,1-3/4,3,23.44,1-3/4,3,24.82,2-1/2,2,23.90,,,
2017-06-14,跑馬地,7,3,4,勁趣 (T188),1:48.30,4,9,14.17,5-1/4,9,22.27,5-1/4,9,23.40,5-1/4,8,24.82,4-1/4,3,23.64,,,
2017-06-14,跑馬地,7,4,11,共創更好 (V381),1:48.60,3-3/4,8,14.13,5,8,22.27,5,8,23.40,4-3/4,7,24.78,6-1/4,4,24.02,,,
2017-06-14,跑馬地,7,5,9,勢必跑 (T094),1:48.60,5-3/4,11,14.45,8,10,22.43,7,10,23.24,6-3/4,10,24.78,6-1/4,5,23.70,,,
2017-06-14,跑馬地,7,6,1,包裝騎士 (T230),1:48.61,N,3,13.57,1/2,2,22.11,1,2,23.48,3/4,2,24.78,6-1/4,6,24.67,,,
2017-06-14,跑馬地,7,7,8,大情人 (T109),1:48.74,6-1/4,12,14.53,8-3/4,11,22.47,7-1/4,11,23.16,7,11,24.78,7,7,23.80,,,
2017-06-14,跑馬地,7,8,6,文藝復興 (T197),1:48.75,2,6,13.85,3-1/2,7,22.31,3-1/2,5,23.40,3,4,24.74,7-1/4,8,24.45,,,
2017-06-14,跑馬地,7,9,5,嘉應之友 (T370),1:48.85,2-1/4,7,13.89,3-1/4,6,22.23,4,6,23.52,4-1/2,6,24.90,7-3/4,9,24.31,,,
2017-06-14,跑馬地,7,10,10,發明小子 (T379),1:49.13,5-1/2,10,14.41,10-1/4,12,22.83,9,12,23.20,10-1/4,12,25.02,9-1/2,10,23.67,,,
2017-06-14,跑馬地,7,11,3,勁精神 (V181),1:49.69,3/4,4,13.65,1-1/2,5,22.19,2-1/2,4,23.56,3-1/4,5,24.94,13,11,25.35,,,
2017-06-14,跑馬地,7,12,2,金滙龍華 (S242),1:55.83,N,2,13.57,1-1/4,3,22.23,4-3/4,7,23.96,6,9,25.02,51-1/2,12,31.05,,,
2017-06-14,跑馬地,8,1,8,翡翠劇院 (A040),1:09.42,3-3/4,5,23.77,3,4,22.33,3/4,1,23.32,,,,,,,,,
2017-06-14,跑馬地,8,2,4,超好玩 (T024),1:09.53,1,3,23.33,1-3/4,3,22.57,3/4,2,23.63,,,,,,,,,
2017-06-14,跑馬地,8,3,10,志友運 (V347),1:09.66,6-1/2,9,24.21,6,8,22.37,1-1/2,3,23.08,,,,,,,,,
2017-06-14,跑馬地,8,4,7,愛樂寶 (A150),1:09.91,SH,1,23.17,1/2,2,22.53,3,4,24.21,,,,,,,,,
2017-06-14,跑馬地,8,5,12,大英雄 (V278),1:09.98,8,11,24.45,7-1/4,10,22.33,3-1/2,5,23.20,,,,,,,,,
2017-06-14,跑馬地,8,6,5,你知我心 (P041),1:10.00,SH,2,23.17,1/2,1,22.45,3-3/4,6,24.38,,,,,,,,,
2017-06-14,跑馬地,8,7,3,肥仔 (V071),1:10.02,8-1/4,12,24.49,7-3/4,11,22.37,3-3/4,7,23.16,,,,,,,,,
2017-06-14,跑馬地,8,8,9,星光大師 (T405),1:10.18,3,4,23.65,3-3/4,5,22.57,4-3/4,8,23.96,,,,,,,,,
2017-06-14,跑馬地,8,9,1,有心人 (T248),1:10.19,6-1/4,8,24.17,6-3/4,9,22.53,4-3/4,9,23.49,,,,,,,,,
2017-06-14,跑馬地,8,10,2,麯院風荷 (T112),1:10.26,7-3/4,10,24.41,8-1/2,12,22.57,5-1/4,10,23.28,,,,,,,,,
2017-06-14,跑馬地,8,11,6,確威風 (A094),1:10.34,5-1/4,7,24.01,4-1/2,6,22.33,5-3/4,11,24.00,,,,,,,,,
