date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,1,4,進綵 (T187),潘頓,方嘉柏,131,1070,6,---,9 9 9 9 8 1,2:16.33,4.2
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,2,10,頌義 (S354),梁家俊,霍利時,115,1050,5,2-1/2,6 7 8 8 3 2,2:16.74,33
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,3,5,歐洲之星 (T336),潘明輝,沈集成,120,1122,11,3,5 2 1 1 2 3,2:16.84,24
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,4,2,智有心得 (V354),莫雷拉,鄭俊偉,133,1116,10,3-1/4,12 12 12 10 9 4,2:16.86,3.7
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,5,3,盛勢東方 (V295),郭能,何良,132,999,2,3-1/4,3 4 3 3 4 5,2:16.86,4.5
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,6,6,心有靈犀 (P405),楊明綸,李易達,127,1074,1,4-1/2,7 8 7 6 5 6,2:17.03,9.6
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,7,7,富貴榮華 (P324),杜利萊,文家良,129,1014,12,6,8 6 5 5 7 7,2:17.29,17
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,8,1,阿姆利則 (V122),祈普敦,姚本輝,133,1083,3,6-3/4,2 1 2 2 1 8,2:17.42,8.1
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,9,9,掌握時機 (T019),賴維銘,容天鵬,113,1092,9,10-1/4,10 10 10 11 10 9,2:17.96,59
2017-06-28,跑馬地,1,761,黃竹灣讓賽,第五班,2200,40-0,好地至快地,"草地 - ""C+3"" 賽道",630000,(14.17) (37.65) (1:02.16) (1:27.12) (1:51.71) (2:16.33),14.17 23.48 24.51 24.96 24.59 24.62,10,11,烈風小子 (S338),吳嘉晉,告達理,110,1166,4,12-1/4,1 3 4 4 6 10,2:18.28,22
