date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,1,9,好醒 (T333),莫雷拉,方嘉柏,116,1169,2,---,4 3 2 1,1:39.05,4.1
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,2,4,駕善 (S245),巫顯東,呂健威,119,1122,1,頭位,1 1 1 2,1:39.09,3.8
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,3,3,開心健康 (T056),潘明輝,賀賢,120,1106,3,1-1/2,6 5 5 3,1:39.30,6
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,4,8,威震天 (V119),李寶利,姚本輝,118,1072,4,1-1/2,3 4 4 4,1:39.31,18
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,5,1,實業風采 (S023),郭能,葉楚航,133,1202,5,1-3/4,5 6 6 5,1:39.32,6.1
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,6,5,天意 (V417),潘頓,蘇保羅,123,1100,7,3,7 8 8 6,1:39.53,6.4
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,7,10,強中堅 (N177),史卓豐,李易達,117,1101,6,3-1/2,8 7 7 7,1:39.63,19
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,8,2,珍珠旺 (S138),麥偉利,苗禮德,131,1052,10,5,9 10 10 8,1:39.83,26
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,9,6,紅海灣 (T159),梁家俊,文家良,120,1036,8,5,10 9 9 9,1:39.85,61
2017-06-14,跑馬地,1,725,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(27.64) (51.49) (1:15.48) (1:39.05),27.64 23.85 23.99 23.57,10,7,靚先生 (T335),柏寶,蘇偉賢,121,1049,9,9-3/4,2 2 3 10,1:40.61,16
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,1,9,心中有善 (V164),巫顯東,葉楚航,107,1045,2,---,1 2 2 1,1:39.92,3.3
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,2,1,明月光 (T369),郭能,蘇保羅,133,1036,4,鼻位,4 4 6 2,1:39.92,7.9
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,3,7,常妙星 (N432),莫雷拉,霍利時,118,1174,7,短馬頭位,6 1 1 3,1:39.94,23
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,4,5,一支梅 (V171),黎海榮,呂健威,127,941,1,2,3 6 4 4,1:40.26,19
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,5,10,進綵 (T187),賴維銘,方嘉柏,113,1091,5,2-1/4,5 8 7 5,1:40.27,12
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,6,2,飛馬再威 (T338),潘頓,賀賢,132,999,6,2-1/4,7 9 9 6,1:40.27,2.4
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,7,6,滿載而來 (V182),麥偉利,沈集成,121,1004,10,2-3/4,10 5 3 7,1:40.34,22
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,8,3,勁勇威龍 (S078),李寶利,文家良,129,1046,8,2-3/4,9 10 10 8,1:40.35,19
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,9,8,育成天下 (V276),梁家俊,容天鵬,116,1153,9,3-1/2,8 7 8 9,1:40.48,49
2017-06-14,跑馬地,2,726,德己立讓賽,第四班,1650,60-40,好地至快地,"草地 - ""B"" 賽道",840000,(28.07) (52.75) (1:15.42) (1:39.92),28.07 24.68 22.67 24.50,10,4,聚歡笑 (T282),黃皓楠,何良,120,1042,3,4-1/4,2 3 5 10,1:40.60,12
