date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2017-06-28,跑馬地,1,1,4,進綵 (T187),2:16.33,3-1/2,9,14.73,4-3/4,9,23.68,6-1/2,9,24.79,5-3/4,9,24.84,5-1/4,8,24.51,2-1/2,1,23.78
2017-06-28,跑馬地,1,2,10,頌義 (S354),2:16.74,2-1/4,6,14.53,3-1/4,7,23.64,6,8,24.95,5,8,24.80,2,3,24.11,2-1/2,2,24.71
2017-06-28,跑馬地,1,3,5,歐洲之星 (T336),2:16.84,2,5,14.49,N,2,23.20,1/2,1,24.47,3/4,1,24.96,SH,2,24.59,3,3,25.13
2017-06-28,跑馬地,1,4,2,智有心得 (V354),2:16.86,6-1/2,12,15.21,8-1/4,12,23.76,9,12,24.63,6-1/2,10,24.56,6,9,24.51,3-1/4,4,24.19
2017-06-28,跑馬地,1,5,3,盛勢東方 (V295),2:16.86,3/4,3,14.29,1-1/2,4,23.60,2-1/4,3,24.63,2-1/4,3,24.96,2,4,24.55,3-1/4,5,24.83
2017-06-28,跑馬地,1,6,6,心有靈犀 (P405),2:17.03,2-1/2,7,14.57,3-1/2,8,23.64,4-3/4,7,24.71,4-1/4,6,24.88,3-3/4,5,24.51,4-1/2,6,24.72
2017-06-28,跑馬地,1,7,7,富貴榮華 (P324),2:17.29,3-1/4,8,14.69,2-1/4,6,23.32,4,5,24.79,3-3/4,5,24.92,4-3/4,7,24.75,6,7,24.82
2017-06-28,跑馬地,1,8,1,阿姆利則 (V122),2:17.42,SH,2,14.17,N,1,23.48,1/2,2,24.59,3/4,2,25.00,SH,1,24.47,6-3/4,8,25.71
2017-06-28,跑馬地,1,9,9,掌握時機 (T019),2:17.96,5-1/4,10,15.01,6-1/2,10,23.68,8-1/4,10,24.79,6-3/4,11,24.72,7-3/4,10,24.75,10-1/4,9,25.01
2017-06-28,跑馬地,1,10,11,烈風小子 (S338),2:18.28,SH,1,14.17,1/2,3,23.56,2-1/4,4,24.79,2-1/2,4,25.00,4-1/2,6,24.91,12-1/4,10,25.85
2017-06-28,跑馬地,1,11,8,常旺財 (T263),2:18.94,5-1/2,11,15.05,7,11,23.72,8-3/4,11,24.79,8,12,24.84,8-3/4,11,24.71,16-1/4,11,25.83
2017-06-28,跑馬地,1,12,12,豐益善 (T287),2:19.78,1-1/4,4,14.37,2,5,23.60,4-1/2,6,24.91,4-3/4,7,25.00,9-1/4,12,25.31,21-1/2,12,26.59
2017-06-28,跑馬地,2,1,1,盈豐駿駒 (S073),1:39.87,3/4,1,27.50,1,1,24.06,1-1/4,1,24.63,1-1/2,1,23.68,,,,,,
2017-06-28,跑馬地,2,2,2,騂龍 (V212),1:40.10,1-3/4,3,27.78,1-3/4,3,24.06,2,3,24.67,1-1/2,2,23.59,,,,,,
2017-06-28,跑馬地,2,3,10,順其自然 (T178),1:40.30,6-3/4,9,28.58,6-3/4,9,24.06,6-1/4,9,24.55,2-3/4,3,23.11,,,,,,
2017-06-28,跑馬地,2,4,8,心中有善 (V164),1:40.32,2-3/4,4,27.94,2-3/4,4,24.06,2-3/4,4,24.63,2-3/4,4,23.69,,,,,,
2017-06-28,跑馬地,2,5,4,珍珠旺 (S138),1:40.41,5,7,28.30,5-1/4,7,24.10,4-3/4,7,24.55,3-1/2,5,23.46,,,,,,
2017-06-28,跑馬地,2,6,11,有衝勁 (T220),1:40.44,9-1/4,10,28.98,8-1/2,11,23.94,7-3/4,11,24.51,3-1/2,6,23.01,,,,,,
2017-06-28,跑馬地,2,7,6,全勝姿態 (V011),1:40.46,4-1/4,6,28.18,4-1/2,6,24.10,4,6,24.55,3-3/4,7,23.63,,,,,,
2017-06-28,跑馬地,2,8,3,華美之寶 (S247),1:40.56,5-3/4,8,28.42,6,8,24.10,5-1/2,8,24.55,4-1/4,8,23.49,,,,,,
2017-06-28,跑馬地,2,9,9,知道勝 (S218),1:40.58,3/4,2,27.62,1,2,24.10,1-1/4,2,24.67,4-1/2,9,24.19,,,,,,
2017-06-28,跑馬地,2,10,5,金多多 (S439),1:40.67,3-1/4,5,28.02,3-3/4,5,24.14,3-1/2,5,24.59,5,10,23.92,,,,,,
2017-06-28,跑馬地,2,11,12,育成天下 (V276),1:40.93,12,12,29.42,10,12,23.74,8-3/4,12,24.43,6-1/2,11,23.34,,,,,,
2017-06-28,跑馬地,2,12,7,得其康 (V260),1:41.11,11,11,29.26,7-3/4,10,23.54,6-1/2,10,24.43,7-3/4,12,23.88,,,,,,
2017-06-28,跑馬地,3,1,2,風采 (P423),1:40.22,8-3/4,10,28.83,8,10,23.08,6-1/4,10,24.57,3/4,1,23.74,,,,,,
2017-06-28,跑馬地,3,2,6,鑽石達人 (V341),1:40.33,3,6,27.91,4-1/4,6,23.40,3-1/4,6,24.69,3/4,2,24.33,,,,,,
2017-06-28,跑馬地,3,3,10,常妙星 (N432),1:40.45,5-1/4,8,28.27,6-1/4,8,23.36,5,8,24.65,1-1/2,3,24.17,,,,,,
2017-06-28,跑馬地,3,4,7,塑料喜 (T326),1:40.52,1,3,27.59,2-1/2,4,23.44,2,4,24.77,1-3/4,4,24.72,,,,,,
2017-06-28,跑馬地,3,5,9,教主 (A063),1:40.86,4-1/4,7,28.11,4-1/2,7,23.24,3-1/4,7,24.65,4,5,24.86,,,,,,
2017-06-28,跑馬地,3,6,12,強中堅 (N177),1:41.00,11,11,29.19,9-1/4,11,22.92,7-3/4,11,24.61,4-3/4,6,24.28,,,,,,
