date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-06-18,沙田,1,1,5,旺蝦王 (A299),潘頓,--,一放到底，輕鬆掄元。
2017-06-18,沙田,1,2,6,大四喜 (A301),祈普敦,B1,居好位，最後三百米不敵頭馬。
2017-06-18,沙田,1,3,7,真跑得 (A220),賴維銘,H1,落後領放馬約兩個馬位，在接近跑道中央位置競跑。跑離分支直路後受催策，但未能加速，瞬即轉弱。
2017-06-18,沙田,1,4,3,關關雎 (A198),潘明輝,B/H/TT,居好位至四百米處，其後轉弱。
2017-06-18,沙田,1,5,2,超群心聲 (A020),黃皓楠,H1,與領放馬匹並跑，走外欄。六百米處落後一個馬位，瞬即轉弱。
2017-06-18,沙田,1,6,4,電訊朝陽 (A070),楊明綸,B,沿途包尾。
2017-06-18,沙田,2,1,2,友瑩采 (V213),潘頓,B/TT,居中間位置，走內欄。衝刺強勁，三百米處帶離對手，取得勝利。
2017-06-18,沙田,2,2,8,神電金剛 (P354),何澤堯,--,受力策佔取包廂位置。慢步速有利發揮。保持位置，取得亞軍。
2017-06-18,沙田,2,3,1,財歡笑 (S346),麥偉利,B,受力策，居中間之前位置。以佳勢上前至終點，跑獲季軍。
2017-06-18,沙田,2,4,12,皇龍大師 (P128),黎海榮,P,受力策移入內欄，以有利發揮的慢步速領放。二百米處被超越，衝刺尚可。
2017-06-18,沙田,2,5,11,精彩時機 (P293),郭能,CP,收慢留後，移入內欄。慢步速不利發揮。三百米處衝刺良佳。
2017-06-18,沙田,2,6,13,超自然 (V063),莫雷拉,B/TT,出閘時與對手互相碰撞，居後列。慢步速不合發揮，但二百五十米處衝刺良佳。
2017-06-18,沙田,2,7,14,悅悅友福 (T323),田泰安,H,收慢留居後列，移入內欄。慢步速不利發揮。繞過馬群推進，走第五至第六疊。二百米處衝刺良佳。
2017-06-18,沙田,2,8,7,糖黐豆 (S205),李寶利,--,收慢留後，走第二疊。慢步速不合發揮。二百五十米處略為上前。
2017-06-18,沙田,2,9,9,幸運神駒 (V179),楊明綸,TT,收慢留居後列，走第四至第五疊。慢步速不利發揮。毫無進展。
2017-06-18,沙田,2,10,10,馬來之珍 (N416),梁家俊,V/TT,受推策上前，居領放馬外側位置。慢步速有利發揮。三百米處再無餘力。
2017-06-18,沙田,2,11,6,超甜橙 (V058),祈普敦,H/TT,受推策，居中間位置，走第三疊，跑來搶口。四百米處再無餘力。
2017-06-18,沙田,2,12,4,千真萬確 (S328),賴維銘,B,受推策上前，走第二至第三疊。六百米處迅速墮退。
2017-06-18,沙田,2,13,5,天賦致寶 (S417),潘明輝,B,居中間之後位置。慢步速不合發揮。從未能追前。
2017-06-18,沙田,2,14,3,威德將軍 (S286),史卓豐,P,居中間位置，走第三疊。慢步速不利發揮。從未有力一爭。
2017-06-18,沙田,3,1,1,海嵐一號 (N309),潘明輝,B/H/TT,出閘迅速，受催策上前領先。直路初加速，力抗對手的挑戰勝出。
2017-06-18,沙田,3,2,5,勝利專家 (A110),祈普敦,H/XB1,居中間之前位置，沿欄競跑。跑過五百米處時受推策。過了二百米處後加速。衝刺強勁。
2017-06-18,沙田,3,3,10,好叻仔 (V102),田泰安,TT,出閘普通，居中間位置，沿欄競跑。轉直路彎時受催策。直路上以勁勢力拼。
2017-06-18,沙田,3,4,4,雄心速龍 (V265),潘頓,B,出閘後受擠迫，缺乏前速，居後列位置。轉直路彎時推進。直路上持續上前，以佳勢力拼。
2017-06-18,沙田,3,5,9,魅力知寶 (V324),麥偉利,B/H/TT,出閘迅速，沿途受催策，居包廂位置。直路上受催策。衝刺尚可。
2017-06-18,沙田,3,6,14,永高 (T202),史卓豐,CP,出閘普通，居中間位置。入直路時走外疊。末段力拼，但衝刺僅屬一般。
2017-06-18,沙田,3,7,11,怪獸都市 (A190),李寶利,H,出閘後留後，居包尾位置。其後外閃，並難以策騎。衝刺僅屬一般。走勢難以接受。騎師被查詢騎法。必須連續多次試閘及格後才可再次出賽。
2017-06-18,沙田,3,8,7,萬里威揚 (A055),梁家俊,--,出閘後留居後列位置。直路初被碰撞，因而失去平衡。保持同速。
2017-06-18,沙田,3,9,3,喜愛自由 (A004),郭能,B/TT,居中間位置，沿欄競跑。跑過六百米處時受催策。力拼，但僅能保持同速。
2017-06-18,沙田,3,10,12,知道勝 (S218),巫顯東,B/TT,出閘迅速，其後受催策，居領放馬外側位置。跑過三百米處時逐漸力竭。末段未能上前。
2017-06-18,沙田,3,11,2,銀豐神駒 (S106),韋達,XB,居中間之後位置。毫無表現。直路上僅能保持同速。
2017-06-18,沙田,3,12,13,電訊太神 (A018),黎海榮,B/H,出閘緩慢，居中間之後位置。受催策，但未能上前。
2017-06-18,沙田,3,13,6,歡喜心 (A224),柏寶,--,居中間位置，在沒有遮擋下走外疊。過了三百米處後力竭。未能上前。
2017-06-18,沙田,3,14,8,本事 (A272),莫雷拉,CP1/H1,在閘廂內煩躁不安。出閘僅屬一般，居中間位置。從未參與競逐。必須試閘及格後才可再次出賽。
2017-06-18,沙田,4,1,8,曾幾何時 (V154),潘頓,B/H/TT,出閘笨拙，受催策至首個彎位，居中間之前位置，走內欄。五百五十米處移至第二疊。入直路時加速上前，進佔第二位。二百五十米處受催策上前領先。帶離取勝。
2017-06-18,沙田,4,2,7,和諧氣氛 (S326),田泰安,B-/PC1/TT,出閘緩慢，受催策，居後列位置，在有遮擋下走第三疊。自七百米處起在外疊推進。入直路時居中間位置，逐漸追前。末段在跑道中央競跑，跑入亞席。
2017-06-18,沙田,4,3,13,五星特工 (V001),莫雷拉,H/SR,加速上前領先，瞬即移入內欄。四百五十米處帶離兩個馬位，並受催策。二百五十米處瞬即受力策但被超越，再無餘力。末段失去亞席。
2017-06-18,沙田,4,4,2,駕喜 (S244),黎海榮,V,出閘緩慢，受擠迫。受催策，居後列位置，走第二疊。八百米處移入內欄。五百五十米處受催策。入直路時上前。保持走勢，略為追前。
2017-06-18,沙田,4,5,10,威勢之寶 (P425),史卓豐,CP/TT,缺乏前速，受催策，居中間位置，走內欄。五百五十米處受催策。入直路時移出外疊。直路上受催策，穩步上前。
2017-06-18,沙田,4,6,3,想贏就贏 (T385),柏寶,B/TT,出閘緩慢，居最後兩位，走第二疊。九百米處受催策。六百八十米處受催策，居包尾位置。入直路時受力策，向外移出。在跑道中央競跑，在催策下保持走勢。
2017-06-18,沙田,4,7,1,銳闖 (V349),郭能,H/TT2,出閘迅速。千三米處落後一個馬位，走內欄並搶口。六百八十米處居第二位，落後一個半馬位。五百米處受力策。入直路時居第三位。直路上逐漸轉弱。
2017-06-18,沙田,4,8,6,靚加加 (V323),祈普敦,CP,出閘緩慢，上前居中間之前位置，在有遮擋下走第二疊。對面直路上搶口。六百米處移至第三疊上前。入直路時受催策，居第四位。直路上轉弱。
