date,venue,race_no,pool,combination,dividend_hkd
2017-06-28,跑馬地,1,獨贏,4,42.00
2017-06-28,跑馬地,1,位置,4,17.50
2017-06-28,跑馬地,1,連贏,"4,10",825.50
2017-06-28,跑馬地,1,位置Q,"4,10",247.50
2017-06-28,跑馬地,1,3揀1（組合獨贏）,A1,22.00
2017-06-28,跑馬地,1,三重彩,"4,10,5","18,863.00"
2017-06-28,跑馬地,1,單T,"4,5,10","4,735.00"
2017-06-28,跑馬地,1,四連環,"2,4,5,10","4,531.00"
2017-06-28,跑馬地,1,四重彩,"4,10,5,2","113,715.00"
2017-06-28,跑馬地,2,獨贏,1,30.00
2017-06-28,跑馬地,2,位置,1,14.50
2017-06-28,跑馬地,2,連贏,"1,2",205.50
2017-06-28,跑馬地,2,位置Q,"1,2",88.00
2017-06-28,跑馬地,2,3揀1（組合獨贏）,A1,19.50
2017-06-28,跑馬地,2,三重彩,"1,2,10","3,121.00"
2017-06-28,跑馬地,2,單T,"1,2,10",825.00
2017-06-28,跑馬地,2,四連環,"1,2,8,10","1,830.00"
2017-06-28,跑馬地,2,四重彩,"1,2,10,8","30,019.00"
2017-06-28,跑馬地,2,第一口孖寶,4/1,189.00
2017-06-28,跑馬地,3,獨贏,2,156.00
2017-06-28,跑馬地,3,位置,2,37.50
2017-06-28,跑馬地,3,連贏,"2,6","1,074.50"
2017-06-28,跑馬地,3,位置Q,"2,6",277.00
2017-06-28,跑馬地,3,3揀1（組合獨贏）,A1,未能勝出
2017-06-28,跑馬地,3,三重彩,"2,6,10","35,473.00"
2017-06-28,跑馬地,3,單T,"2,6,10","5,720.00"
2017-06-28,跑馬地,3,四連環,"2,6,7,10","3,039.00"
2017-06-28,跑馬地,3,四重彩,"2,6,10,7","116,779.00"
2017-06-28,跑馬地,3,第二口孖寶,1/2,598.00
2017-06-28,跑馬地,4,獨贏,1,35.00
2017-06-28,跑馬地,4,位置,1,15.00
2017-06-28,跑馬地,4,連贏,"1,4",155.00
2017-06-28,跑馬地,4,位置Q,"1,4",58.50
2017-06-28,跑馬地,4,3揀1（組合獨贏）,A1,24.50
2017-06-28,跑馬地,4,三重彩,"1,4,5",901.00
2017-06-28,跑馬地,4,單T,"1,4,5",231.00
2017-06-28,跑馬地,4,四連環,"1,2,4,5",849.00
2017-06-28,跑馬地,4,四重彩,"1,4,5,2","11,435.00"
2017-06-28,跑馬地,4,第三口孖寶,2/1,629.50
2017-06-28,跑馬地,4,第一口孖T,"2,6,10/1,4,5","533,988.00"
2017-06-28,跑馬地,5,獨贏,3,41.50
2017-06-28,跑馬地,5,位置,3,19.00
2017-06-28,跑馬地,5,連贏,"3,9",124.00
2017-06-28,跑馬地,5,位置Q,"3,9",50.00
2017-06-28,跑馬地,5,3揀1（組合獨贏）,A1,未能勝出
2017-06-28,跑馬地,5,三重彩,"3,9,12","2,588.00"
2017-06-28,跑馬地,5,單T,"3,9,12",644.00
2017-06-28,跑馬地,5,四連環,"3,5,9,12",677.00
2017-06-28,跑馬地,5,四重彩,"3,9,12,5","12,040.00"
2017-06-28,跑馬地,5,第四口孖寶,1/3,128.50
2017-06-28,跑馬地,6,獨贏,11,206.50
2017-06-28,跑馬地,6,位置,11,51.00
2017-06-28,跑馬地,6,連贏,"5,11",471.00
2017-06-28,跑馬地,6,位置Q,"5,11",166.00
2017-06-28,跑馬地,6,3揀1（組合獨贏）,A1,未能勝出
2017-06-28,跑馬地,6,三重彩,"11,5,8","9,877.00"
2017-06-28,跑馬地,6,單T,"5,8,11","1,236.00"
2017-06-28,跑馬地,6,四連環,"1,5,8,11","2,916.00"
2017-06-28,跑馬地,6,四重彩,"11,5,8,1","80,220.00"
2017-06-28,跑馬地,6,第五口孖寶,3/11,"1,104.50"
2017-06-28,跑馬地,6,三T,"1,4,5/3,9,12/5,8,11","1,571,904.00"
2017-06-28,跑馬地,6,三T(安慰獎),"1,4,5/3,9,12/任何組合","5,471.00"
2017-06-28,跑馬地,7,獨贏,3,35.00
2017-06-28,跑馬地,7,位置,3,16.50
2017-06-28,跑馬地,7,連贏,"3,5",87.00
2017-06-28,跑馬地,7,位置Q,"3,5",36.00
2017-06-28,跑馬地,7,3揀1（組合獨贏）,A1,17.50
2017-06-28,跑馬地,7,三重彩,"3,5,11",979.00
2017-06-28,跑馬地,7,單T,"3,5,11",194.00
2017-06-28,跑馬地,7,四連環,"3,5,7,11","1,664.00"
2017-06-28,跑馬地,7,四重彩,"3,5,11,7","20,238.00"
2017-06-28,跑馬地,7,第六口孖寶,11/3,944.00
2017-06-28,跑馬地,7,第二口孖T,"5,8,11/3,5,11","54,058.00"
2017-06-28,跑馬地,8,獨贏,11,197.00
2017-06-28,跑馬地,8,位置,11,45.00
2017-06-28,跑馬地,8,連贏,"1,11",641.00
2017-06-28,跑馬地,8,位置Q,"1,11",180.00
2017-06-28,跑馬地,8,3揀1（組合獨贏）,A1,未能勝出
2017-06-28,跑馬地,8,三重彩,"11,1,12","20,040.00"
2017-06-28,跑馬地,8,單T,"1,11,12","3,500.00"
2017-06-28,跑馬地,8,四連環,"1,10,11,12","45,752.00"
2017-06-28,跑馬地,8,四重彩,"11,1,12,10","1,175,675.00"
2017-06-28,跑馬地,8,第七口孖寶,3/11,832.50
2017-06-28,跑馬地,8,三寶,11/3/11,"13,012.00"
2017-06-28,跑馬地,8,六環彩,"2,6/1,4/3,9/5,11/3,5/1,11","18,258.00"
2017-06-28,跑馬地,8,騎師王 1,3 [潘頓],詳情
