date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2017-06-21,跑馬地,1,1,4,泡泡達人 (T346),麥偉利,B/TT,居中間位置，入直路彎時進佔第五位，落後三個馬位。最後二百米加速良佳，末段表現最佳。（跑第二名，獲宣佈為頭馬。）
2017-06-21,跑馬地,1,2,1,欖球鑽石 (S432),潘頓,B,自最外檔出閘後受催策，過了首三百米後取得領先，走內欄。入直路時被超越，落後短距離。最後一百米於首名過終點馬匹的內側緊迫競跑。（跑第三名，獲宣佈為亞軍。）
2017-06-21,跑馬地,1,3,7,高山威龍 (N265),莫雷拉,B,自第一檔出閘迅速，居領放馬稍後位置，走內欄。轉入直路時向外移出取位，取得領先。末段在內閃之際沿途保持短距離優勢。（跑第一名，獲宣佈為季軍。）
2017-06-21,跑馬地,1,4,12,衝鋒友 (T356),楊明綸,CP,自外檔出閘，居前列第四位，走外疊，從未遠離領放馬。直路上持續力拼，但未能構成威脅。
2017-06-21,跑馬地,1,5,6,樂有盈 (V252),潘明輝,B/XB1,居中間之後位置，走內欄。入直路時向外移出展開挑戰。持續上前，過終點時最為接近。
2017-06-21,跑馬地,1,6,2,勁風 (T285),郭能,PC,居中間位置，入直路時受力策。保持走勢，未能構成威脅。
2017-06-21,跑馬地,1,7,5,名馬 (CM273),祈普敦,B/TT,緊隨領放馬，走內欄。直路上保持同速，未能加速。
2017-06-21,跑馬地,1,8,10,永恆光輝 (V141),田泰安,SR-/TT-,自外檔出閘後收慢留居中間之後位置，走外疊。直路彎受催策。入直路時仍走外疊，持續力拼，但未能構成威脅。
2017-06-21,跑馬地,1,9,3,金威利 (S087),黃皓楠,XB-/H2/TT2,受催策，居中間之前的第六位，走內欄。轉直路彎時走內疊節省腳程。保持同速，未能加速。
2017-06-21,跑馬地,1,10,9,你同我定 (S413),賴維銘,B/H/TT,出閘緩慢，居後列，走內欄。五百米處受緊迫。直路上逐漸上前。
2017-06-21,跑馬地,1,11,11,天地福星 (P064),巫顯東,XB,出閘後受緊迫，居尾二位置。直路前居相若位置，毫無表現。
2017-06-21,跑馬地,1,12,8,紅太陽 (V145),吳嘉晉,V-/B2,缺乏前速，瞬即墮居包尾位置，從未有力一爭。
2017-06-21,跑馬地,2,1,4,自由飛翔 (T292),祈普敦,B,居中間位置，走內欄。慢步速不合發揮。五百米處繞過馬群迅速推進，走第三疊。三百米處帶離對手，取得勝利。
2017-06-21,跑馬地,2,2,6,紅旗飛將 (T295),潘明輝,--,受力策上前，居第二疊第二位。直路上僅能保持位置。
2017-06-21,跑馬地,2,3,8,滿貫中環 (V220),巫顯東,TT,受催策進佔中間之前位置，走第二至第三疊。最後二百五十米衝刺良佳，僅敗於亞軍馬匹蹄下。
2017-06-21,跑馬地,2,4,12,喜寶天龍 (S446),黎海榮,H,早段受推策，但未能在馬群之前切入內欄，隨即收慢留後，切入內欄。儘管慢步速不合發揮，但最後二百米衝刺良佳。
2017-06-21,跑馬地,2,5,7,正藍旗 (S070),韋達,B,沿欄居中間位置。慢步速不合發揮。最後二百米略為加速。
2017-06-21,跑馬地,2,6,10,辣得寶 (T393),麥偉利,--,受力策上前，居領放馬外側。二百五十米處力竭。
2017-06-21,跑馬地,2,7,11,掌握時機 (T019),楊明綸,B,收慢留居後列，移入內欄。慢步速不合發揮。直路上走勢僅屬普通。
2017-06-21,跑馬地,2,8,2,大將風雲 (N426),梁家俊,B,收慢留後，走第二疊。慢步速不合發揮。未能加速。
2017-06-21,跑馬地,2,9,5,勝利威 (S303),莫雷拉,CP/H/TT,受力策以佔取包廂位置。步速緩慢，有利發揮。二百五十米處再無餘力。
2017-06-21,跑馬地,2,10,9,常旺財 (T263),李寶利,--,早段受力策，但未能加速。居後列，走第二疊。慢步速不合發揮。衝刺乏力。
2017-06-21,跑馬地,2,11,3,贏盡 (V147),杜利萊,B,居後列，走第二至第三疊。慢步速不合發揮，毫無進展。
2017-06-21,跑馬地,2,12,1,戈寶 (A101),郭能,CP/H/TT,在力策下移入內欄，以慢步速領放，但三百米處瞬即墮退。
2017-06-21,跑馬地,3,1,8,獵狐者 (V221),史卓豐,XB/TT,自外檔出閘普通，受推策居領先馬匹之後位置。直路彎向外移出上前展開挑戰。直路上沿途力拼。
2017-06-21,跑馬地,3,2,5,幻影飛鷹 (A128),巫顯東,--,出閘迅速，受推策取得領先。直路上在催策下內閃，以佳勢力拼。
2017-06-21,跑馬地,3,3,2,旅遊智者 (V121),黃皓楠,CP,自外檔出閘迅速，受力策居領放馬外側。跑過四百米處時開始推進，力拼至終點。
2017-06-21,跑馬地,3,4,9,金鹿 (P121),梁家俊,B,出閘普通，居中間位置。直路上力拼，衝刺尚可。
