date,venue,race_no,pool,combination,dividend_hkd
2017-06-14,跑馬地,1,獨贏,9,41.50
2017-06-14,跑馬地,1,位置,9,18.00
2017-06-14,跑馬地,1,連贏,"4,9",99.00
2017-06-14,跑馬地,1,位置Q,"4,9",39.50
2017-06-14,跑馬地,1,3揀1（組合獨贏）,A1,24.50
2017-06-14,跑馬地,1,三重彩,"9,4,3",615.00
2017-06-14,跑馬地,1,單T,"3,4,9",137.00
2017-06-14,跑馬地,1,四連環,"3,4,8,9",383.00
2017-06-14,跑馬地,1,四重彩,"9,4,3,8","6,098.00"
2017-06-14,跑馬地,2,獨贏,9,33.00
2017-06-14,跑馬地,2,位置,9,13.50
2017-06-14,跑馬地,2,連贏,"1,9",121.00
2017-06-14,跑馬地,2,位置Q,"1,9",40.00
2017-06-14,跑馬地,2,3揀1（組合獨贏）,A1,未能勝出
2017-06-14,跑馬地,2,三重彩,"9,1,7","3,280.00"
2017-06-14,跑馬地,2,單T,"1,7,9",703.00
2017-06-14,跑馬地,2,四連環,"1,5,7,9","1,747.00"
2017-06-14,跑馬地,2,四重彩,"9,1,7,5","28,697.00"
2017-06-14,跑馬地,2,第一口孖寶,9/9,223.50
2017-06-14,跑馬地,3,獨贏,2,42.50
2017-06-14,跑馬地,3,位置,2,16.50
2017-06-14,跑馬地,3,連贏,"2,10","1,254.00"
2017-06-14,跑馬地,3,位置Q,"2,10",364.00
2017-06-14,跑馬地,3,3揀1（組合獨贏）,A1,20.50
2017-06-14,跑馬地,3,三重彩,"2,10,4","22,898.00"
2017-06-14,跑馬地,3,單T,"2,4,10","4,431.00"
2017-06-14,跑馬地,3,四連環,"2,4,10,11","5,657.00"
2017-06-14,跑馬地,3,四重彩,"2,10,4,11","163,667.00"
2017-06-14,跑馬地,3,第二口孖寶,9/2,106.50
2017-06-14,跑馬地,4,獨贏,10,302.50
2017-06-14,跑馬地,4,位置,10,50.00
2017-06-14,跑馬地,4,連贏,"1,10",370.00
2017-06-14,跑馬地,4,位置Q,"1,10",127.50
2017-06-14,跑馬地,4,3揀1（組合獨贏）,A1,未能勝出
2017-06-14,跑馬地,4,三重彩,"10,1,5","10,871.00"
2017-06-14,跑馬地,4,單T,"1,5,10","1,045.00"
2017-06-14,跑馬地,4,四連環,"1,2,5,10","1,099.00"
2017-06-14,跑馬地,4,四重彩,"10,1,5,2","52,139.00"
2017-06-14,跑馬地,4,第三口孖寶,2/10,"1,610.50"
2017-06-14,跑馬地,4,第一口孖T,"2,4,10/1,5,10","1,100,263.00"
2017-06-14,跑馬地,5,獨贏,7,270.50
2017-06-14,跑馬地,5,位置,7,70.50
2017-06-14,跑馬地,5,連贏,"3,7","1,356.50"
2017-06-14,跑馬地,5,位置Q,"3,7",320.00
2017-06-14,跑馬地,5,3揀1（組合獨贏）,A1,未能勝出
2017-06-14,跑馬地,5,三重彩,"7,3,1","19,579.00"
2017-06-14,跑馬地,5,單T,"1,3,7","1,511.00"
2017-06-14,跑馬地,5,四連環,"1,2,3,7","2,046.00"
2017-06-14,跑馬地,5,四重彩,"7,3,1,2","89,503.00"
2017-06-14,跑馬地,5,第四口孖寶,10/7,"5,476.00"
2017-06-14,跑馬地,6,獨贏,5,32.50
2017-06-14,跑馬地,6,位置,5,15.00
2017-06-14,跑馬地,6,連贏,"1,5","1,069.00"
2017-06-14,跑馬地,6,位置Q,"1,5",341.50
2017-06-14,跑馬地,6,3揀1（組合獨贏）,A1,22.50
2017-06-14,跑馬地,6,三重彩,"5,1,2","8,440.00"
2017-06-14,跑馬地,6,單T,"1,2,5","1,792.00"
2017-06-14,跑馬地,6,四連環,"1,2,5,11","10,909.00"
2017-06-14,跑馬地,6,四重彩,"5,1,2,11","166,631.00"
2017-06-14,跑馬地,6,第五口孖寶,7/5,887.00
2017-06-14,跑馬地,6,三T(安慰獎),"1,5,10/1,3,7/任何組合","124,557.00"
2017-06-14,跑馬地,7,獨贏,12,77.00
2017-06-14,跑馬地,7,位置,12,25.50
2017-06-14,跑馬地,7,連贏,"7,12",252.50
2017-06-14,跑馬地,7,位置Q,"7,12",102.50
2017-06-14,跑馬地,7,3揀1（組合獨贏）,A1,未能勝出
2017-06-14,跑馬地,7,三重彩,"12,7,4","8,183.00"
2017-06-14,跑馬地,7,單T,"4,7,12","1,511.00"
2017-06-14,跑馬地,7,四連環,"4,7,11,12","3,657.00"
2017-06-14,跑馬地,7,四重彩,"12,7,4,11","72,484.00"
2017-06-14,跑馬地,7,第六口孖寶,5/12,318.00
2017-06-14,跑馬地,7,第二口孖T,"1,2,5/4,7,12","540,893.00"
2017-06-14,跑馬地,8,獨贏,8,220.00
2017-06-14,跑馬地,8,位置,8,50.00
2017-06-14,跑馬地,8,連贏,"4,8","1,815.50"
2017-06-14,跑馬地,8,位置Q,"4,8",502.50
2017-06-14,跑馬地,8,3揀1（組合獨贏）,A1,未能勝出
2017-06-14,跑馬地,8,三重彩,"8,4,10","20,507.00"
2017-06-14,跑馬地,8,單T,"4,8,10","2,056.00"
2017-06-14,跑馬地,8,四連環,"4,7,8,10","1,607.00"
2017-06-14,跑馬地,8,四重彩,"8,4,10,7","59,172.00"
2017-06-14,跑馬地,8,第七口孖寶,12/8,"1,295.50"
2017-06-14,跑馬地,8,三寶,5/12/8,"4,879.00"
2017-06-14,跑馬地,8,六環彩,"2,10/1,10/3,7/1,5/7,12/4,8","64,376.00"
2017-06-14,跑馬地,8,騎師王 1,4 [巫顯東],詳情
