horse_no,date,detail,cleared_date
K512,13/06/2025,左前腿肱骨受傷,12/01/2026
K512,03/10/2025,右肘骨受傷,12/01/2026
K512,29/01/2026,賽後翌日右前腿不良於行,12/03/2026
K512,22/04/2026,賽後內窺鏡檢查發現氣管內有大量血液,07/05/2026
