horse_no,date,detail,cleared_date
K523,14/10/2024,被診斷患有「喘鳴症」，進口前曾接受喉部手術（人工喉成形術及喉室聲帶切除術）以矯正呼吸道異常情況,-
K523,07/10/2025,再度接受喉部手術（人工喉成形術）以矯正呼吸道異常情況,14/11/2025
