date,venue,race_no,video_full_url,video_passthrough_url,video_aerial_url
2026-05-03,沙田,1,https://racing.hkjc.com/contentAsset/videoplayer_v4/video-player-iframe_v4.html?type=replay-full&date=20260503&no=01&lang=chi&noPTbar=false&noLeading=false&videoParam=T&rf=http://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2026/05/03&racecourse=&raceno=1&pageid=racing/local,,
2026-05-03,沙田,1,https://racing.hkjc.com/contentAsset/videoplayer_v4/video-player-iframe_v4.html?type=replay-full&date=20260503&no=01&lang=chi&noPTbar=false&noLeading=false&videoParam=T&rf=http://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2026/05/03&racecourse=&raceno=1&pageid=racing/local,,
2026-05-03,沙田,1,https://racing.hkjc.com/contentAsset/videoplayer_v4/video-player-iframe_v4.html?type=replay-full&date=20260503&no=01&lang=chi&noPTbar=false&noLeading=false&videoParam=T&rf=http://racing.hkjc.com/zh-hk/local/information/localresults?racedate=2026/05/03&racecourse=&raceno=1&pageid=racing/local,,
