date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2026-05-13,跑馬地,1,1,1,焦點 (H173),布浩榮,B/TT,無特別報告
2026-05-13,跑馬地,1,2,3,駟跑得 (G095),霍宏聲,B2/TT,無特別報告
2026-05-13,跑馬地,1,3,12,華美之威 (J193),田泰安,--,無特別報告
2026-05-13,跑馬地,1,4,5,電訊驕陽 (J332),蔡明紹,B-/V1,無特別報告
2026-05-13,跑馬地,1,5,6,小皇爺 (J546),周俊樂,TT,無特別報告
2026-05-13,跑馬地,1,6,8,常常感恩 (J065),艾兆禮,V/TT,無特別報告
2026-05-13,跑馬地,1,7,10,風雲 (J371),巴度,CP/XB,無特別報告
2026-05-13,跑馬地,1,8,2,大力猴王 (G307),班德禮,B-/XB/CP2,無特別報告
2026-05-13,跑馬地,1,9,7,東方寶寶 (J309),潘明輝,--,無特別報告
2026-05-13,跑馬地,1,10,11,龍又生 (J269),潘頓,B/XB,無特別報告
2026-05-13,跑馬地,1,11,4,魅力知福 (K038),金誠剛,B/TT,無特別報告
2026-05-13,跑馬地,1,12,9,威威父子 (H419),梁家俊,V,無特別報告
2026-05-13,跑馬地,2,1,12,獵寶勤 (J304),艾兆禮,B/TT,無特別報告
2026-05-13,跑馬地,2,2,8,博愛先鋒 (G465),巴度,CP/TT,無特別報告
2026-05-13,跑馬地,2,3,4,環球英雄 (J413),班德禮,--,無特別報告
2026-05-13,跑馬地,2,4,10,領袖勁力 (L034),梁家俊,XB-/TT,無特別報告
2026-05-13,跑馬地,2,5,1,美麗邂逅 (E459),鍾易禮,TT,無特別報告
2026-05-13,跑馬地,2,6,9,神異金剛 (K109),周俊樂,E/TT,無特別報告
2026-05-13,跑馬地,2,7,5,勝多多 (H407),布浩榮,B,無特別報告
2026-05-13,跑馬地,2,8,3,添開心 (H203),布文,V-/B2/TT,無特別報告
2026-05-13,跑馬地,2,9,11,佳運發 (E435),黃寶妮,CP2/TT2,無特別報告
2026-05-13,跑馬地,2,10,6,勁砲王 (K543),金誠剛,CP/XB,無特別報告
2026-05-13,跑馬地,2,11,7,疾風財子 (L091),莫雷拉,TT,無特別報告
2026-05-13,跑馬地,2,12,2,輕功猛男 (J513),奧爾民,B,無特別報告
2026-05-13,跑馬地,3,1,7,浪漫鬥士 (L240),潘頓,TT,無特別報告
2026-05-13,跑馬地,3,2,1,好實力 (K381),霍宏聲,TT,無特別報告
2026-05-13,跑馬地,3,3,4,榮利雙收 (K382),班德禮,B,無特別報告
2026-05-13,跑馬地,3,4,5,將義 (J446),田泰安,TT,無特別報告
2026-05-13,跑馬地,3,5,6,正義波 (K473),金誠剛,CP1/TT-,無特別報告
2026-05-13,跑馬地,3,6,9,勁好運 (H481),艾兆禮,CP,無特別報告
2026-05-13,跑馬地,3,7,8,翠兒威威 (K084),周俊樂,CP/TT,無特別報告
2026-05-13,跑馬地,3,8,2,一騎絕塵 (K563),奧爾民,H1,無特別報告
2026-05-13,跑馬地,3,9,3,八駿福昇 (K086),黃寶妮,V/TT,無特別報告
2026-05-13,跑馬地,4,1,4,上浦福旺 (L102),鍾易禮,CP/TT,無特別報告
2026-05-13,跑馬地,4,2,10,滿洛城 (K374),班德禮,B,無特別報告
2026-05-13,跑馬地,4,3,11,獎星 (H087),潘明輝,B/TT,無特別報告
2026-05-13,跑馬地,4,4,8,戰寶 (K257),何澤堯,XB/TT,無特別報告
2026-05-13,跑馬地,4,5,5,大千氣象 (H324),莫雷拉,B2/TT,無特別報告
2026-05-13,跑馬地,4,6,9,寫我其誰 (L048),巴度,TT,無特別報告
2026-05-13,跑馬地,4,7,2,浪漫老撾 (G476),布文,CP/TT,無特別報告
2026-05-13,跑馬地,4,8,7,祥勝力駒 (J181),艾兆禮,B,無特別報告
