date,venue,race_no,pool,combination,dividend_hkd
2026-05-03,沙田,1,獨贏,13,58.00
2026-05-03,沙田,1,位置,13,19.50
2026-05-03,沙田,1,連贏,"9,13",768.50
2026-05-03,沙田,1,位置Q,"9,13",251.50
2026-05-03,沙田,1,二重彩,"13,9","1,382.00"
2026-05-03,沙田,1,三重彩,"13,9,11","17,338.00"
2026-05-03,沙田,1,單T,"9,11,13","3,501.00"
2026-05-03,沙田,1,四連環,"5,9,11,13","4,544.00"
2026-05-03,沙田,1,四重彩,"13,9,11,5","99,942.00"
2026-05-03,沙田,2,獨贏,9,96.00
2026-05-03,沙田,2,位置,9,25.50
2026-05-03,沙田,2,連贏,"9,11",137.00
2026-05-03,沙田,2,位置Q,"9,11",50.00
2026-05-03,沙田,2,二重彩,"9,11",397.00
2026-05-03,沙田,2,三重彩,"9,11,10","1,155.00"
2026-05-03,沙田,2,單T,"9,10,11",161.00
2026-05-03,沙田,2,四連環,"2,9,10,11","1,795.00"
2026-05-03,沙田,2,四重彩,"9,11,10,2","31,994.00"
2026-05-03,沙田,2,第一口孖寶,13/9,499.50
2026-05-03,沙田,3,獨贏,4,73.50
2026-05-03,沙田,3,位置,4,27.00
2026-05-03,沙田,3,連贏,"3,4",273.50
2026-05-03,沙田,3,位置Q,"3,4",96.00
2026-05-03,沙田,3,二重彩,"4,3",491.00
2026-05-03,沙田,3,三重彩,"4,3,2","3,436.00"
2026-05-03,沙田,3,單T,"2,3,4",661.00
2026-05-03,沙田,3,四連環,"1,2,3,4",837.00
2026-05-03,沙田,3,四重彩,"4,3,2,1","20,558.00"
2026-05-03,沙田,3,第二口孖寶,9/4,530.50
2026-05-03,沙田,3,第一口孖T,"9,10,11/2,3,4","15,348.00"
2026-05-03,沙田,4,獨贏,12,38.00
2026-05-03,沙田,4,位置,12,15.50
2026-05-03,沙田,4,連贏,"12,13",83.00
2026-05-03,沙田,4,位置Q,"12,13",34.50
2026-05-03,沙田,4,二重彩,"12,13",148.00
2026-05-03,沙田,4,三重彩,"12,13,14",801.00
2026-05-03,沙田,4,單T,"12,13,14",185.00
2026-05-03,沙田,4,四連環,"2,12,13,14","1,616.00"
2026-05-03,沙田,4,四重彩,"12,13,14,2","21,226.00"
2026-05-03,沙田,4,第三口孖寶,4/12,331.50
2026-05-03,沙田,5,獨贏,8,86.50
2026-05-03,沙田,5,位置,8,26.00
2026-05-03,沙田,5,連贏,"1,8",132.50
2026-05-03,沙田,5,位置Q,"1,8",51.50
2026-05-03,沙田,5,二重彩,"8,1",326.00
2026-05-03,沙田,5,三重彩,"8,1,2","1,170.00"
2026-05-03,沙田,5,單T,"1,2,8",162.00
2026-05-03,沙田,5,四連環,"1,2,4,8","1,294.00"
2026-05-03,沙田,5,四重彩,"8,1,2,4","24,148.00"
2026-05-03,沙田,5,第四口孖寶,12/8,412.50
2026-05-03,沙田,5,第一口三寶,4/12/8,"3,106.00"
2026-05-03,沙田,5,第二口孖T,"12,13,14/1,2,8","3,487.00"
2026-05-03,沙田,6,獨贏,7,54.00
2026-05-03,沙田,6,位置,7,15.00
2026-05-03,沙田,6,連贏,"3,7",77.00
2026-05-03,沙田,6,位置Q,"3,7",30.50
2026-05-03,沙田,6,二重彩,"7,3",232.00
2026-05-03,沙田,6,三重彩,"7,3,2","1,771.00"
2026-05-03,沙田,6,單T,"2,3,7",293.00
2026-05-03,沙田,6,四連環,"2,3,5,7",77.00
2026-05-03,沙田,6,四重彩,"7,3,2,5","4,051.00"
2026-05-03,沙田,6,第五口孖寶,8/7,574.00
2026-05-03,沙田,7,獨贏,8,74.00
2026-05-03,沙田,7,位置,8,22.50
2026-05-03,沙田,7,連贏,"5,8","1,142.00"
2026-05-03,沙田,7,位置Q,"5,8",295.00
2026-05-03,沙田,7,二重彩,"8,5","1,912.00"
2026-05-03,沙田,7,三重彩,"8,5,2","7,984.00"
2026-05-03,沙田,7,單T,"2,5,8",937.00
2026-05-03,沙田,7,四連環,"2,5,7,8","41,188.00"
2026-05-03,沙田,7,四重彩,"8,5,2,7","1,229,036.00"
2026-05-03,沙田,7,第六口孖寶,7/8,327.50
2026-05-03,沙田,7,第三口孖T,"2,3,7/2,5,8","23,465.00"
2026-05-03,沙田,7,三T,"1,2,8/2,3,7/2,5,8","712,108.00"
2026-05-03,沙田,7,三T(安慰獎),"1,2,8/2,3,7/任何組合",544.00
2026-05-03,沙田,8,獨贏,8,16.50
2026-05-03,沙田,8,位置,8,10.50
2026-05-03,沙田,8,連贏,"6,8",111.00
2026-05-03,沙田,8,位置Q,"6,8",40.50
2026-05-03,沙田,8,二重彩,"8,6",142.00
2026-05-03,沙田,8,三重彩,"8,6,10","2,043.00"
2026-05-03,沙田,8,單T,"6,8,10",686.00
2026-05-03,沙田,8,四連環,"3,6,8,10","1,969.00"
2026-05-03,沙田,8,四重彩,"8,6,10,3","19,181.00"
2026-05-03,沙田,8,第七口孖寶,8/8,125.50
2026-05-03,沙田,9,獨贏,8,62.00
2026-05-03,沙田,9,位置,8,21.50
2026-05-03,沙田,9,連贏,"1,8",179.00
2026-05-03,沙田,9,位置Q,"1,8",63.50
2026-05-03,沙田,9,二重彩,"8,1",307.00
2026-05-03,沙田,9,三重彩,"8,1,4","1,939.00"
2026-05-03,沙田,9,單T,"1,4,8",318.00
2026-05-03,沙田,9,四連環,"1,4,5,8","2,214.00"
2026-05-03,沙田,9,四重彩,"8,1,4,5","31,437.00"
2026-05-03,沙田,9,第八口孖寶,8/8,54.00
2026-05-03,沙田,9,第四口孖T,"6,8,10/1,4,8","31,199.00"
2026-05-03,沙田,10,獨贏,14,28.00
2026-05-03,沙田,10,位置,14,15.00
2026-05-03,沙田,10,連贏,"9,14",70.50
2026-05-03,沙田,10,位置Q,"9,14",34.50
2026-05-03,沙田,10,二重彩,"14,9",143.00
2026-05-03,沙田,10,三重彩,"14,9,5","1,359.00"
2026-05-03,沙田,10,單T,"5,9,14",457.00
2026-05-03,沙田,10,四連環,"3,5,9,14","3,495.00"
2026-05-03,沙田,10,四重彩,"14,9,5,3","26,846.00"
2026-05-03,沙田,10,第九口孖寶,8/14,144.00
2026-05-03,沙田,11,獨贏,4,47.00
2026-05-03,沙田,11,位置,4,17.50
2026-05-03,沙田,11,連贏,"4,6",107.50
2026-05-03,沙田,11,位置Q,"4,6",45.00
2026-05-03,沙田,11,二重彩,"4,6",218.00
2026-05-03,沙田,11,三重彩,"4,6,1","1,482.00"
2026-05-03,沙田,11,單T,"1,4,6",304.00
2026-05-03,沙田,11,四連環,"1,2,4,6",358.00
2026-05-03,沙田,11,四重彩,"4,6,1,2","9,091.00"
2026-05-03,沙田,11,第十口孖寶,14/4,126.00
2026-05-03,沙田,11,第二口三寶,8/14/4,432.00
2026-05-03,沙田,11,第五口孖T,"5,9,14/1,4,6","10,050.00"
2026-05-03,沙田,11,六環彩,"3,7/5,8/6,8/1,8/9,14/4,6","1,086.00"
2026-05-03,沙田,11,騎師王 1,2 [艾兆禮],詳情
2026-05-03,沙田,11,練馬師王 1,1 [蔡約翰],詳情
2026-05-03,沙田,1,獨贏,13,58.00
2026-05-03,沙田,1,位置,13,19.50
2026-05-03,沙田,1,連贏,"9,13",768.50
2026-05-03,沙田,1,位置Q,"9,13",251.50
2026-05-03,沙田,1,二重彩,"13,9","1,382.00"
2026-05-03,沙田,1,三重彩,"13,9,11","17,338.00"
2026-05-03,沙田,1,單T,"9,11,13","3,501.00"
2026-05-03,沙田,1,四連環,"5,9,11,13","4,544.00"
2026-05-03,沙田,1,四重彩,"13,9,11,5","99,942.00"
