date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2026-05-06,沙田,1,1,9,大利好運 (H234),布文,E/PC/TT,無特別報告
2026-05-06,沙田,1,2,13,東方魅影 (K028),黃寶妮,B/TT,無特別報告
2026-05-06,沙田,1,3,11,上市魅力 (H196),田泰安,PC/TT,無特別報告
2026-05-06,沙田,1,4,1,光輝歲月 (J508),霍宏聲,B/TT,無特別報告
2026-05-06,沙田,1,5,10,一鹿歡騰 (J002),鍾易禮,V/TT,無特別報告
2026-05-06,沙田,1,6,4,十力 (K200),奧爾民,B2/TT,無特別報告
2026-05-06,沙田,1,7,6,幸運傳承 (J338),莫雷拉,B,無特別報告
2026-05-06,沙田,1,8,14,樂矚心機 (J453),楊明綸,--,無特別報告
2026-05-06,沙田,1,9,12,幻影旋風 (J271),巴度,V,無特別報告
2026-05-06,沙田,1,10,7,歷險大將 (J344),布浩榮,P1/TT,無特別報告
2026-05-06,沙田,1,11,8,運來勇士 (H229),黃智弘,B-/XB-/CP2/TT-,無特別報告
2026-05-06,沙田,1,12,5,閃耀威龍 (G427),袁幸堯,B/TT,無特別報告
2026-05-06,沙田,1,13,3,歡樂老撾 (H432),艾兆禮,TT,無特別報告
2026-05-06,沙田,1,14,2,君智盛 (J213),潘頓,CP/XB,無特別報告
2026-05-06,沙田,1,1,9,大利好運 (H234),布文,E/PC/TT,無特別報告
2026-05-06,沙田,1,2,13,東方魅影 (K028),黃寶妮,B/TT,無特別報告
2026-05-06,沙田,1,3,11,上市魅力 (H196),田泰安,PC/TT,無特別報告
2026-05-06,沙田,1,4,1,光輝歲月 (J508),霍宏聲,B/TT,無特別報告
2026-05-06,沙田,1,5,10,一鹿歡騰 (J002),鍾易禮,V/TT,無特別報告
2026-05-06,沙田,1,6,4,十力 (K200),奧爾民,B2/TT,無特別報告
2026-05-06,沙田,1,7,6,幸運傳承 (J338),莫雷拉,B,無特別報告
2026-05-06,沙田,1,8,14,樂矚心機 (J453),楊明綸,--,無特別報告
2026-05-06,沙田,1,9,12,幻影旋風 (J271),巴度,V,無特別報告
2026-05-06,沙田,1,10,7,歷險大將 (J344),布浩榮,P1/TT,無特別報告
2026-05-06,沙田,1,11,8,運來勇士 (H229),黃智弘,B-/XB-/CP2/TT-,無特別報告
2026-05-06,沙田,1,12,5,閃耀威龍 (G427),袁幸堯,B/TT,無特別報告
2026-05-06,沙田,1,13,3,歡樂老撾 (H432),艾兆禮,TT,無特別報告
2026-05-06,沙田,1,14,2,君智盛 (J213),潘頓,CP/XB,無特別報告
2026-05-06,沙田,2,1,9,機械騎士 (H464),黃寶妮,B/TT,無特別報告
2026-05-06,沙田,2,2,10,爆熱 (G368),艾兆禮,B/TT,無特別報告
2026-05-06,沙田,2,3,2,喜行 (K399),班德禮,B/TT,無特別報告
2026-05-06,沙田,2,4,8,銀亮濠俠 (J532),布浩榮,V,無特別報告
2026-05-06,沙田,2,5,5,建測精英 (K198),艾道拿,CP-/TT1,無特別報告
2026-05-06,沙田,2,6,6,辣得金 (J087),布文,H/TT,無特別報告
2026-05-06,沙田,2,7,7,天比高 (K339),袁幸堯,B1/TT,無特別報告
2026-05-06,沙田,2,8,11,天火同德 (J441),黃智弘,SR1/TT,無特別報告
2026-05-06,沙田,2,9,3,後無來者 (K049),莫雷拉,H/PC/TT,無特別報告
2026-05-06,沙田,2,10,1,魅力星 (K052),巴度,H/P/TT,無特別報告
2026-05-06,沙田,2,11,4,摯友心得 (K263),田泰安,CP,無特別報告
2026-05-06,沙田,2,12,12,東方福寶 (K115),潘明輝,CP,無特別報告
2026-05-06,沙田,3,1,7,起舞奜奜 (K405),艾兆禮,V,無特別報告
2026-05-06,沙田,3,2,6,文明戰士 (L287),布文,TT1,無特別報告
2026-05-06,沙田,3,3,12,翠湖烈風 (J288),潘明輝,--,無特別報告
2026-05-06,沙田,3,4,4,快樂神駒 (L050),霍宏聲,XB-/B1,無特別報告
2026-05-06,沙田,3,5,3,巧眼光 (J542),田泰安,TT,無特別報告
2026-05-06,沙田,3,6,1,贏得威楓 (L248),希威森,--,無特別報告
2026-05-06,沙田,3,7,2,星火燎原 (J150),袁幸堯,B,無特別報告
2026-05-06,沙田,3,8,11,精算奕然 (K295),周俊樂,P/TT,無特別報告
2026-05-06,沙田,3,9,9,尚旋 (L141),何澤堯,XB,無特別報告
