date,venue,race_no,pool,combination,dividend_hkd
2026-05-06,沙田,1,獨贏,9,38.50
2026-05-06,沙田,1,位置,9,15.50
2026-05-06,沙田,1,連贏,"9,13","1,490.00"
2026-05-06,沙田,1,位置Q,"9,13",408.00
2026-05-06,沙田,1,二重彩,"9,13","2,215.00"
2026-05-06,沙田,1,三重彩,"9,13,11","10,103.00"
2026-05-06,沙田,1,單T,"9,11,13","1,397.00"
2026-05-06,沙田,1,四連環,"1,9,11,13","1,314.00"
2026-05-06,沙田,1,四重彩,"9,13,11,1","49,644.00"
2026-05-06,沙田,1,獨贏,9,38.50
2026-05-06,沙田,1,位置,9,15.50
2026-05-06,沙田,1,連贏,"9,13","1,490.00"
2026-05-06,沙田,1,位置Q,"9,13",408.00
2026-05-06,沙田,1,二重彩,"9,13","2,215.00"
2026-05-06,沙田,1,三重彩,"9,13,11","10,103.00"
2026-05-06,沙田,1,單T,"9,11,13","1,397.00"
2026-05-06,沙田,1,四連環,"1,9,11,13","1,314.00"
2026-05-06,沙田,1,四重彩,"9,13,11,1","49,644.00"
2026-05-06,沙田,2,獨贏,9,52.50
2026-05-06,沙田,2,位置,9,19.00
2026-05-06,沙田,2,連贏,"9,10",76.00
2026-05-06,沙田,2,位置Q,"9,10",34.00
2026-05-06,沙田,2,二重彩,"9,10",160.00
2026-05-06,沙田,2,三重彩,"9,10,2","1,545.00"
2026-05-06,沙田,2,單T,"2,9,10",376.00
2026-05-06,沙田,2,四連環,"2,8,9,10",317.00
2026-05-06,沙田,2,四重彩,"9,10,2,8","6,872.00"
2026-05-06,沙田,2,第一口孖寶,9/9,201.50
2026-05-06,沙田,3,獨贏,7,30.00
2026-05-06,沙田,3,位置,7,13.50
2026-05-06,沙田,3,連贏,"6,7",145.00
2026-05-06,沙田,3,位置Q,"6,7",52.00
2026-05-06,沙田,3,二重彩,"7,6",243.00
2026-05-06,沙田,3,三重彩,"7,6,12",822.00
2026-05-06,沙田,3,單T,"6,7,12",183.00
2026-05-06,沙田,3,四連環,"4,6,7,12",189.00
2026-05-06,沙田,3,四重彩,"7,6,12,4","3,252.00"
2026-05-06,沙田,3,第二口孖寶,9/7,173.00
2026-05-06,沙田,3,第一口孖T,"2,9,10/6,7,12","5,756.00"
2026-05-06,沙田,4,獨贏,9,43.00
2026-05-06,沙田,4,位置,9,15.50
2026-05-06,沙田,4,連贏,"9,10",88.00
2026-05-06,沙田,4,位置Q,"9,10",34.00
2026-05-06,沙田,4,二重彩,"9,10",147.00
2026-05-06,沙田,4,三重彩,"9,10,6","1,115.00"
2026-05-06,沙田,4,單T,"6,9,10",342.00
2026-05-06,沙田,4,四連環,"6,8,9,10","5,167.00"
2026-05-06,沙田,4,四重彩,"9,10,6,8","42,283.00"
2026-05-06,沙田,4,第三口孖寶,7/9,106.00
2026-05-06,沙田,5,獨贏,10,35.00
2026-05-06,沙田,5,位置,10,15.50
2026-05-06,沙田,5,連贏,"3,10",167.50
2026-05-06,沙田,5,位置Q,"3,10",56.00
2026-05-06,沙田,5,二重彩,"10,3",310.00
2026-05-06,沙田,5,三重彩,"10,3,2","1,241.00"
2026-05-06,沙田,5,單T,"2,3,10",214.00
2026-05-06,沙田,5,四連環,"1,2,3,10",108.00
2026-05-06,沙田,5,四重彩,"10,3,2,1","3,306.00"
2026-05-06,沙田,5,第四口孖寶,9/10,211.00
2026-05-06,沙田,5,第一口三寶,7/9/10,896.00
2026-05-06,沙田,5,第二口孖T,"6,9,10/2,3,10","8,008.00"
2026-05-06,沙田,6,獨贏,13,111.00
2026-05-06,沙田,6,位置,13,35.50
2026-05-06,沙田,6,連贏,"2,13",637.00
2026-05-06,沙田,6,位置Q,"2,13",216.00
2026-05-06,沙田,6,二重彩,"13,2","1,427.00"
2026-05-06,沙田,6,三重彩,"13,2,1","21,954.00"
2026-05-06,沙田,6,單T,"1,2,13","6,602.00"
2026-05-06,沙田,6,四連環,"1,2,11,13","4,129.00"
2026-05-06,沙田,6,四重彩,"13,2,1,11","167,223.00"
2026-05-06,沙田,6,第五口孖寶,10/13,362.50
2026-05-06,沙田,7,獨贏,1,141.00
2026-05-06,沙田,7,位置,1,48.00
2026-05-06,沙田,7,連贏,"1,5",443.00
2026-05-06,沙田,7,位置Q,"1,5",150.50
2026-05-06,沙田,7,二重彩,"1,5","1,150.00"
2026-05-06,沙田,7,三重彩,"1,5,4","8,066.00"
2026-05-06,沙田,7,單T,"1,4,5","1,196.00"
2026-05-06,沙田,7,四連環,"1,3,4,5","1,247.00"
2026-05-06,沙田,7,四重彩,"1,5,4,3","39,035.00"
2026-05-06,沙田,7,第六口孖寶,13/1,"1,303.50"
2026-05-06,沙田,7,第三口孖T,"1,2,13/1,4,5","329,779.00"
2026-05-06,沙田,7,三T(安慰獎),"2,3,10/1,2,13/任何組合","45,029.00"
2026-05-06,沙田,8,獨贏,7,39.50
2026-05-06,沙田,8,位置,7,17.00
2026-05-06,沙田,8,連贏,"7,8",216.00
2026-05-06,沙田,8,位置Q,"7,8",81.00
2026-05-06,沙田,8,二重彩,"7,8",431.00
2026-05-06,沙田,8,三重彩,"7,8,9","2,650.00"
2026-05-06,沙田,8,單T,"7,8,9",501.00
2026-05-06,沙田,8,四連環,"6,7,8,9","1,052.00"
2026-05-06,沙田,8,四重彩,"7,8,9,6","21,628.00"
2026-05-06,沙田,8,第七口孖寶,"1/7,12",455.00
