date,venue,race_no,pool,combination,dividend_hkd
2026-05-09,沙田,1,獨贏,5,499.00
2026-05-09,沙田,1,位置,5,105.50
2026-05-09,沙田,1,連贏,"2,5","1,217.50"
2026-05-09,沙田,1,位置Q,"2,5",365.00
2026-05-09,沙田,1,二重彩,"5,2","1,708.00"
2026-05-09,沙田,1,三重彩,"5,2,6","30,907.00"
2026-05-09,沙田,1,單T,"2,5,6","3,858.00"
2026-05-09,沙田,1,四連環,"2,5,6,7","1,521.00"
2026-05-09,沙田,1,四重彩,"5,2,6,7","77,805.00"
2026-05-09,沙田,2,獨贏,1,34.00
2026-05-09,沙田,2,位置,1,14.50
2026-05-09,沙田,2,連贏,"1,2",77.00
2026-05-09,沙田,2,位置Q,"1,2",32.50
2026-05-09,沙田,2,二重彩,"1,2",127.00
2026-05-09,沙田,2,三重彩,"1,2,5",965.00
2026-05-09,沙田,2,單T,"1,2,5",183.00
2026-05-09,沙田,2,四連環,"1,2,4,5",209.00
2026-05-09,沙田,2,四重彩,"1,2,5,4","3,408.00"
2026-05-09,沙田,2,第一口孖寶,5/1,"3,349.00"
2026-05-09,沙田,3,獨贏,12,50.50
2026-05-09,沙田,3,位置,12,22.50
2026-05-09,沙田,3,連贏,"8,12",170.00
2026-05-09,沙田,3,位置Q,"8,12",66.50
2026-05-09,沙田,3,二重彩,"12,8",342.00
2026-05-09,沙田,3,三重彩,"12,8,13","2,216.00"
2026-05-09,沙田,3,單T,"8,12,13",393.00
2026-05-09,沙田,3,四連環,"8,12,13,14","3,874.00"
2026-05-09,沙田,3,四重彩,"12,8,13,14","50,282.00"
2026-05-09,沙田,3,第二口孖寶,1/12,213.00
2026-05-09,沙田,3,第一口孖T,"1,2,5/8,12,13","10,586.00"
2026-05-09,沙田,4,獨贏,10,703.50
2026-05-09,沙田,4,位置,10,149.00
2026-05-09,沙田,4,連贏,"4,10","1,515.50"
2026-05-09,沙田,4,位置Q,"4,10",432.50
2026-05-09,沙田,4,二重彩,"10,4","4,769.00"
2026-05-09,沙田,4,三重彩,"10,4,11","59,723.00"
2026-05-09,沙田,4,單T,"4,10,11","4,860.00"
2026-05-09,沙田,4,四連環,"4,7,10,11","7,481.00"
2026-05-09,沙田,4,四重彩,"10,4,11,7","283,404.00"
2026-05-09,沙田,4,第三口孖寶,12/10,"2,394.00"
2026-05-09,沙田,5,獨贏,4,"1,583.50"
2026-05-09,沙田,5,位置,4,384.00
2026-05-09,沙田,5,連贏,"4,6","11,991.50"
2026-05-09,沙田,5,位置Q,"4,6","2,686.00"
2026-05-09,沙田,5,二重彩,"4,6","10,307.00"
2026-05-09,沙田,5,三重彩,"4,6,2","100,444.00"
2026-05-09,沙田,5,單T,"2,4,6","21,411.00"
2026-05-09,沙田,5,四連環,"2,4,6,7","39,246.00"
2026-05-09,沙田,5,四重彩,"4,6,2,7","1,513,518.00"
2026-05-09,沙田,5,第四口孖寶,10/4,"49,548.00"
2026-05-09,沙田,5,第一口三寶,12/10/4,"244,098.00"
2026-05-09,沙田,5,第二口孖T,"4,10,11/2,4,6","856,002.00"
2026-05-09,沙田,6,獨贏,6,44.50
2026-05-09,沙田,6,位置,6,18.00
2026-05-09,沙田,6,連贏,"6,7",115.00
2026-05-09,沙田,6,位置Q,"6,7",46.50
2026-05-09,沙田,6,二重彩,"6,7",223.00
2026-05-09,沙田,6,三重彩,"6,7,3","3,632.00"
2026-05-09,沙田,6,單T,"3,6,7",852.00
2026-05-09,沙田,6,四連環,"3,5,6,7","3,540.00"
2026-05-09,沙田,6,四重彩,"6,7,3,5","44,854.00"
2026-05-09,沙田,6,第五口孖寶,4/6,"9,674.50"
2026-05-09,沙田,7,獨贏,13,132.00
2026-05-09,沙田,7,位置,13,42.00
2026-05-09,沙田,7,連贏,"8,13",742.00
2026-05-09,沙田,7,位置Q,"8,13",228.50
2026-05-09,沙田,7,二重彩,"13,8","1,338.00"
2026-05-09,沙田,7,三重彩,"13,8,11","18,813.00"
2026-05-09,沙田,7,單T,"8,11,13","2,959.00"
2026-05-09,沙田,7,四連環,"4,8,11,13","4,208.00"
2026-05-09,沙田,7,四重彩,"13,8,11,4","122,825.00"
2026-05-09,沙田,7,第六口孖寶,6/13,834.00
2026-05-09,沙田,7,第三口孖T,"3,6,7/8,11,13","630,178.00"
2026-05-09,沙田,7,三T(安慰獎),"2,4,6/任何組合/任何組合","1,455.00"
2026-05-09,沙田,8,獨贏,7,121.00
2026-05-09,沙田,8,位置,7,32.00
2026-05-09,沙田,8,連贏,"7,11",788.00
2026-05-09,沙田,8,位置Q,"7,11",192.50
2026-05-09,沙田,8,二重彩,"7,11","1,519.00"
2026-05-09,沙田,8,三重彩,"7,11,3","6,395.00"
2026-05-09,沙田,8,單T,"3,7,11",720.00
2026-05-09,沙田,8,四連環,"3,7,8,11","3,635.00"
2026-05-09,沙田,8,四重彩,"7,11,3,8","139,393.00"
2026-05-09,沙田,8,第七口孖寶,13/7,"1,522.50"
2026-05-09,沙田,9,獨贏,7,213.00
2026-05-09,沙田,9,位置,7,65.50
2026-05-09,沙田,9,連贏,"7,13",589.00
2026-05-09,沙田,9,位置Q,"7,13",194.50
2026-05-09,沙田,9,二重彩,"7,13","1,581.00"
2026-05-09,沙田,9,三重彩,"7,13,14","23,334.00"
2026-05-09,沙田,9,單T,"7,13,14","3,549.00"
2026-05-09,沙田,9,四連環,"7,12,13,14","6,788.00"
2026-05-09,沙田,9,四重彩,"7,13,14,12","171,975.00"
2026-05-09,沙田,9,第八口孖寶,7/7,"3,261.50"
2026-05-09,沙田,9,第四口孖T,"3,7,11/7,13,14","306,830.00"
2026-05-09,沙田,10,獨贏,5,29.50
2026-05-09,沙田,10,位置,5,14.00
2026-05-09,沙田,10,連贏,"4,5",95.00
2026-05-09,沙田,10,位置Q,"4,5",37.00
2026-05-09,沙田,10,二重彩,"5,4",158.00
2026-05-09,沙田,10,三重彩,"5,4,3",582.00
2026-05-09,沙田,10,單T,"3,4,5",141.00
2026-05-09,沙田,10,四連環,"2,3,4,5",190.00
2026-05-09,沙田,10,四重彩,"5,4,3,2","2,503.00"
2026-05-09,沙田,10,第九口孖寶,7/5,930.00
2026-05-09,沙田,11,獨贏,4,69.50
2026-05-09,沙田,11,位置,4,17.00
2026-05-09,沙田,11,連贏,"2,4",661.00
2026-05-09,沙田,11,位置Q,"2,4",171.50
2026-05-09,沙田,11,二重彩,"4,2","1,049.00"
2026-05-09,沙田,11,三重彩,"4,2,12","12,253.00"
2026-05-09,沙田,11,單T,"2,4,12","2,513.00"
2026-05-09,沙田,11,四連環,"2,4,11,12",826.00
2026-05-09,沙田,11,四重彩,"4,2,12,11","32,947.00"
2026-05-09,沙田,11,第十口孖寶,5/4,240.50
2026-05-09,沙田,11,第二口三寶,7/5/4,"6,698.00"
2026-05-09,沙田,11,第五口孖T,"3,4,5/2,4,12","54,526.00"
2026-05-09,沙田,11,六環彩,"6,7/8,13/7,11/7,13/4,5/2,4","71,712.00"
2026-05-09,沙田,11,騎師王 1,1 [潘頓],詳情
2026-05-09,沙田,11,練馬師王 1,6 [葉楚航],詳情
