date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2026-05-06,沙田,1,1,9,大利好運 (H234),1:40.31,4-1/2,7,28.68,4-1/2,7,23.42,2-1/4,5,24.14 12.17    11.97,1-1/4,1,24.07 11.61    12.46,,,,,,
2026-05-06,沙田,1,2,13,東方魅影 (K028),1:40.51,3/4,2,28.08,1,2,23.46,1/2,1,24.34 12.21    12.13,1-1/4,2,24.63 11.93    12.70,,,,,,
2026-05-06,沙田,1,3,11,上市魅力 (H196),1:40.52,2-3/4,3,28.40,2-3/4,3,23.42,1-1/2,3,24.30 12.13    12.17,1-1/4,3,24.40 11.85    12.55,,,,,,
2026-05-06,沙田,1,4,1,光輝歲月 (J508),1:40.60,9,10,29.40,7-1/4,9,23.14,4-1/2,7,24.06 12.05    12.01,1-3/4,4,24.00 11.65    12.35,,,,,,
2026-05-06,沙田,1,5,10,一鹿歡騰 (J002),1:40.71,2-3/4,4,28.40,3-1/4,4,23.50,1-3/4,4,24.26 12.13    12.13,2-1/2,5,24.55 11.85    12.70,,,,,,
2026-05-06,沙田,1,6,4,十力 (K200),1:41.01,6-1/2,8,29.00,5-3/4,8,23.30,4-1/4,6,24.26 12.13    12.13,4-1/4,6,24.45 11.77    12.68,,,,,,
2026-05-06,沙田,1,7,6,幸運傳承 (J338),1:41.65,10-3/4,12,29.68,8-3/4,11,23.10,6,9,24.06 12.05    12.01,8-1/4,7,24.81 12.01    12.80,,,,,,
2026-05-06,沙田,1,8,14,樂矚心機 (J453),1:41.95,12-1/4,13,29.92,10-3/4,13,23.18,7-1/2,12,23.98 11.97    12.01,10-1/4,8,24.87 11.77    13.10,,,,,,
2026-05-06,沙田,1,9,12,幻影旋風 (J271),1:42.20,9-1/2,11,29.48,9-3/4,12,23.46,7-3/4,13,24.18 12.05    12.13,11-3/4,9,25.08 11.77    13.31,,,,,,
2026-05-06,沙田,1,10,7,歷險大將 (J344),1:43.01,12-1/4,14,29.92,11,14,23.22,9-3/4,14,24.30 12.13    12.17,16-3/4,10,25.57 12.09    13.48,,,,,,
2026-05-06,沙田,1,11,8,運來勇士 (H229),1:43.05,3/4,1,27.96,1,1,23.42,1/2,2,24.58 12.29    12.29,17,11,27.09 12.65    14.44,,,,,,
2026-05-06,沙田,1,12,5,閃耀威龍 (G427),1:43.55,8,9,29.24,8-1/2,10,23.50,6-3/4,11,24.22 12.05    12.17,20-1/4,12,26.59 12.13    14.46,,,,,,
2026-05-06,沙田,1,13,3,歡樂老撾 (H432),1:44.30,4,5,28.60,3-3/4,5,23.38,5,8,24.70 12.21    12.49,25,13,27.62 12.89    14.73,,,,,,
2026-05-06,沙田,1,14,2,君智盛 (J213),1:51.77,4-1/4,6,28.64,4-1/4,6,23.42,6-1/4,10,24.82 12.13    12.69,71-1/2,14,34.89 14.09    20.80,,,,,,
