date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,1,13,城中勇士 (H430),袁幸堯,黎昭昇,114,1096,8,---,1 1 1,1:09.39,5.8
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,2,9,八里旺 (J243),梁家俊,鄭俊偉,131,1251,1,1,3 3 2,1:09.54,34
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,3,11,皇金合 (K099),金誠剛,丁冠豪,129,1187,13,2,2 2 3,1:09.71,14
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,4,5,首駿 (K189),布文,游達榮,133,1165,3,2-1/4,7 6 4,1:09.76,8.7
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,5,14,紅旺繽紛 (J255),巴度,韋達,122,1128,7,2-1/2,11 8 5,1:09.78,9.2
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,6,10,本能 (K289),楊明綸,徐雨石,129,1097,2,3,8 5 6,1:09.86,105
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,7,12,綫路光驊 (H487),黃寶妮,文家良,120,1186,11,3-1/2,14 11 7,1:09.94,10
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,8,2,金風萬里 (K150),潘頓,桂福特,135,1161,5,3-3/4,9 7 8,1:09.99,2.5
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,9,6,陸小鳳 (K282),周俊樂,葉楚航,130,1041,4,5-1/4,4 4 9,1:10.23,20
2026-05-03,沙田,1,654,馬耀傳承1200米讓賽,第五班,1200,40-0,好地,"草地 - ""B"" 賽道",875000,(23.54) (45.74) (1:09.39),23.54 22.20,10,1,果然僥倖 (H252),班德禮,蘇偉賢,135,1089,12,7-1/4,6 10 10,1:10.56,11
