horse_no,date,work_type,racecourse,track,workout_details,gear
E461,05/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E461,04/05/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
E461,03/05/2026,快操,沙田,全天候,29.9 26.6 (56.5) (助手),H
E461,03/05/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E461,02/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,01/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,30/04/2026,快操,從化,全天候,29.7 26.9 (56.6) (助手),H
E461,30/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E461,29/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,28/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,27/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,25/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,24/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,23/04/2026,試閘,從化,全天候,第1組 (哥拉利) 1200M 話你知 26.3 22.8 22.3 (1.11.44),
E461,22/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,21/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,20/04/2026,快操,從化,全天候,30.0 29.7 (59.7) (助手),H
E461,20/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E461,19/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,18/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,17/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,16/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,15/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,14/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,13/04/2026,試閘,從化,草地,第1組 (楊明綸) 1000M 川河煌駒 13.8 21.8 23.1 (0.58.70),
E461,12/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,11/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,10/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,09/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,08/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,07/04/2026,快操,從化,草閘,"24.5 22.8 (47.3) (助手) 萬事順, L374",
E461,07/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
E461,06/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,05/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,04/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,03/04/2026,快操,從化,全天候,30.6 23.4 (54.0) (助手),H
E461,03/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E461,02/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,01/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,31/03/2026,快操,從化,全天候,29.7 24.0 (53.7) (助手),H
E461,31/03/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E461,30/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,29/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,28/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,27/03/2026,快操,從化,全天候,30.1 27.1 (57.2) (助手),H
E461,27/03/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E461,26/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,25/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,24/03/2026,快操,從化,全天候,30.7 26.8 (57.5) (助手),H
E461,24/03/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E461,23/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,22/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,21/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,20/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,19/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,18/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,17/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,16/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,15/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,14/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,13/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,12/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,11/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,10/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,09/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,08/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,07/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,06/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,25/10/2025,游水,從化,,,
E461,25/10/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,24/10/2025,游水,從化,,,
E461,24/10/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,23/10/2025,游水,從化,,,
E461,23/10/2025,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,22/10/2025,游水,從化,,,
E461,22/10/2025,快操,從化,全天候,30.4 27.0 (57.4) (助手),H
E461,22/10/2025,踱步,從化,飛機場,飛機場 踱步 (助手),H
E461,21/10/2025,游水,從化,,,
E461,21/10/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,20/10/2025,游水,從化,,,
E461,20/10/2025,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E461,19/10/2025,游水,從化,,,
E461,19/10/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,18/10/2025,游水,從化,,,
E461,18/10/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E461,17/10/2025,游水,沙田,,,
E461,17/10/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E461,16/10/2025,游水,沙田,,,
E461,15/10/2025,出賽,跑馬地,草地,1800M (艾道拿) (6/10),TT
E461,15/10/2025,游水,沙田,,,
E461,15/10/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E461,14/10/2025,游水,沙田,,,
E461,14/10/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E461,13/10/2025,游水,沙田,,,
E461,13/10/2025,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
E461,12/10/2025,游水,沙田,,,
