horse_no,date,work_type,racecourse,track,workout_details,gear
H241,30/04/2026,馬匹水中步行機,從化,,,
H241,30/04/2026,快操,從化,草地,29.4 25.3 (54.7) (助手),
H241,30/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
H241,29/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,28/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,27/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H241,26/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,24/04/2026,游水,沙田,,,
H241,22/04/2026,出賽,跑馬地,草地,1000M (布浩榮) (7/12),B
H241,22/04/2026,踱步,沙田,奧運馬房沙地練習場,奧運馬房沙地練習場 踱步 (助手),H
H241,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,20/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
H241,19/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,18/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H241,18/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,17/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H241,16/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H241,16/04/2026,游水,沙田,,,
H241,16/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
H241,15/04/2026,游水,沙田,,,
H241,14/04/2026,試閘,沙田,草地,第6組 (霍宏聲) 800M 飛馬座 24.2 21.2 (0.45.44),B
H241,13/04/2026,游水,沙田,,,
H241,13/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
H241,12/04/2026,游水,沙田,,,
H241,12/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,11/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H241,11/04/2026,游水,沙田,,,
H241,10/04/2026,游水,沙田,,,
H241,09/04/2026,游水,沙田,,,
H241,09/04/2026,快操,沙田,草地,30.7 25.0 (55.7) (助手) 當家精彩,H
H241,08/04/2026,游水,沙田,,,
H241,08/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,07/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 踱步 （上斜）,
H241,07/04/2026,游水,沙田,,,
H241,06/04/2026,游水,沙田,,,
H241,06/04/2026,快操,沙田,全天候,25.5 (25.5) (助手),B
H241,05/04/2026,游水,沙田,,,
H241,05/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,04/04/2026,游水,沙田,,,
H241,04/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H241,03/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H241,03/04/2026,游水,沙田,,,
H241,02/04/2026,游水,沙田,,,
H241,02/04/2026,快操,沙田,全天候,26.4 (26.4) (助手),
H241,01/04/2026,游水,沙田,,,
