horse_no,date,work_type,racecourse,track,workout_details,gear
L138,01/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,30/04/2026,游水,沙田,,,
L138,30/04/2026,快操,沙田,全天候,28.5 25.2 (53.7) (希威森),H
L138,30/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,29/04/2026,游水,沙田,,,
L138,29/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,28/04/2026,游水,沙田,,,
L138,28/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,27/04/2026,游水,沙田,,,
L138,27/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,26/04/2026,游水,沙田,,,
L138,26/04/2026,快操,沙田,全天候,30.3 27.9 25.8 (1.24.0) (助手),H
L138,26/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,25/04/2026,游水,沙田,,,
L138,25/04/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,24/04/2026,游水,沙田,,,
L138,24/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,23/04/2026,游水,沙田,,,
L138,23/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,22/04/2026,游水,沙田,,,
L138,22/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,21/04/2026,游水,沙田,,,
L138,19/04/2026,出賽,沙田,草地,1600M (布文) (13/14),B-/TT
L138,19/04/2026,游水,沙田,,,
L138,19/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,18/04/2026,游水,沙田,,,
L138,18/04/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,17/04/2026,游水,沙田,,,
L138,17/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,16/04/2026,游水,沙田,,,
L138,16/04/2026,快操,沙田,全天候,28.0 24.2 (52.2) (布文),H
L138,16/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,15/04/2026,游水,沙田,,,
L138,15/04/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),
L138,14/04/2026,游水,從化,,,
L138,14/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,13/04/2026,游水,從化,,,
L138,13/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L138,12/04/2026,游水,從化,,,
L138,12/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,11/04/2026,游水,從化,,,
L138,11/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
L138,10/04/2026,試閘,從化,草地,第5組 (金誠剛) 1200M 明德輝煌 25.3 23.2 23.1 (1.11.63),
L138,10/04/2026,游水,從化,,,
L138,10/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L138,09/04/2026,游水,從化,,,
L138,09/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L138,08/04/2026,游水,從化,,,
L138,08/04/2026,踱步,從化,內圈,內圈 快踱兩圈 (助手),H
L138,07/04/2026,游水,從化,,,
L138,07/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,06/04/2026,游水,從化,,,
L138,06/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L138,05/04/2026,游水,從化,,,
L138,05/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,04/04/2026,游水,從化,,,
L138,04/04/2026,踱步,從化,內圈,內圈 快踱兩圈 (助手),H
L138,03/04/2026,游水,從化,,,
L138,03/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,02/04/2026,游水,從化,,,
L138,02/04/2026,快操,從化,全天候,28.0 25.3 (53.3) (助手),H
L138,02/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
L138,01/04/2026,游水,從化,,,
L138,01/04/2026,踱步,從化,內圈,內圈 快踱兩圈 (助手),H
L138,31/03/2026,游水,從化,,,
L138,31/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,30/03/2026,游水,從化,,,
L138,30/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L138,29/03/2026,游水,從化,,,
L138,29/03/2026,快操,從化,全天候,29.4 26.0 (55.4) (助手),H
L138,29/03/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
L138,28/03/2026,游水,從化,,,
L138,28/03/2026,踱步,從化,內圈,內圈 快踱兩圈 (助手),H
L138,27/03/2026,游水,從化,,,
L138,27/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,26/03/2026,游水,從化,,,
L138,26/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L138,25/03/2026,游水,沙田,,,
L138,25/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,24/03/2026,游水,沙田,,,
L138,22/03/2026,出賽,沙田,草地,1600M (金誠剛) (13/14),B/TT
L138,22/03/2026,游水,沙田,,,
L138,22/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,21/03/2026,游水,沙田,,,
L138,21/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,20/03/2026,游水,沙田,,,
L138,20/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,19/03/2026,游水,沙田,,,
L138,19/03/2026,快操,沙田,全天候,31.7 28.3 25.6 (1.25.6) (金誠剛),H
L138,19/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,18/03/2026,游水,沙田,,,
L138,18/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,17/03/2026,游水,沙田,,,
L138,17/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,16/03/2026,游水,沙田,,,
L138,16/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,15/03/2026,游水,沙田,,,
L138,15/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,14/03/2026,游水,沙田,,,
L138,14/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,13/03/2026,試閘,沙田,全天候,第2組 (金誠剛) 1200M 包裝戰仕 24.1 22.4 23.3 (1.09.83),B
L138,13/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,12/03/2026,游水,沙田,,,
L138,12/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,11/03/2026,游水,沙田,,,
L138,11/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,10/03/2026,游水,沙田,,,
L138,10/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,09/03/2026,游水,沙田,,,
L138,09/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,08/03/2026,游水,沙田,,,
L138,08/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,07/03/2026,游水,沙田,,,
L138,07/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,06/03/2026,游水,沙田,,,
L138,06/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,05/03/2026,游水,沙田,,,
L138,05/03/2026,快操,沙田,草閘,26.6 24.8 (51.4) (金誠剛) 志醒大將,B
L138,05/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),B
L138,04/03/2026,游水,沙田,,,
L138,04/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,03/03/2026,游水,沙田,,,
L138,03/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,02/03/2026,游水,沙田,,,
L138,02/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,01/03/2026,游水,沙田,,,
L138,01/03/2026,快操,沙田,全天候,31.9 27.8 (59.7) (助手),H
L138,01/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,28/02/2026,游水,沙田,,,
L138,28/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,27/02/2026,游水,沙田,,,
L138,27/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,26/02/2026,游水,沙田,,,
L138,26/02/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,25/02/2026,游水,沙田,,,
L138,25/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,24/02/2026,游水,沙田,,,
L138,22/02/2026,出賽,沙田,草地,1400M (金誠剛) (12/14),B1/TT1
L138,22/02/2026,游水,沙田,,,
L138,22/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,21/02/2026,游水,沙田,,,
L138,21/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,20/02/2026,游水,沙田,,,
L138,20/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,19/02/2026,游水,沙田,,,
L138,19/02/2026,快操,沙田,全天候,29.7 24.7 (54.4) (金誠剛),H
L138,19/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,18/02/2026,游水,沙田,,,
L138,18/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,16/02/2026,游水,沙田,,,
L138,16/02/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L138,15/02/2026,游水,沙田,,,
L138,15/02/2026,快操,沙田,全天候,29.7 26.9 (56.6) (助手),H
L138,15/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L138,14/02/2026,游水,沙田,,,
L138,14/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L138,13/02/2026,游水,沙田,,,
L138,13/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L138,12/02/2026,游水,從化,,,
L138,12/02/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L138,11/02/2026,游水,從化,,,
L138,11/02/2026,快操,從化,全天候,27.8 26.1 (53.9) (助手),H
L138,11/02/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
L138,10/02/2026,游水,從化,,,
L138,10/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L138,09/02/2026,游水,從化,,,
L138,09/02/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L138,08/02/2026,游水,從化,,,
