horse_no,date,work_type,racecourse,track,workout_details,gear
H388,01/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,30/04/2026,游水,沙田,,,
H388,30/04/2026,快操,沙田,全天候,30.3 25.4 (55.7) (助手),H
H388,30/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H388,29/04/2026,游水,沙田,,,
H388,29/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,28/04/2026,游水,沙田,,,
H388,28/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,27/04/2026,游水,沙田,,,
H388,27/04/2026,快操,沙田,草閘,25.7 23.8 (49.5) (助手) 盈好威楓,B
H388,27/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),B
H388,26/04/2026,游水,沙田,,,
H388,26/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,25/04/2026,游水,沙田,,,
H388,25/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,24/04/2026,游水,沙田,,,
H388,24/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,23/04/2026,游水,沙田,,,
H388,23/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
H388,22/04/2026,游水,沙田,,,
H388,22/04/2026,快操,沙田,全天候,30.4 26.0 (56.4) (助手),H
H388,22/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H388,21/04/2026,游水,沙田,,,
H388,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,20/04/2026,游水,沙田,,,
H388,20/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
H388,19/04/2026,游水,沙田,,,
H388,18/04/2026,游水,沙田,,,
H388,18/04/2026,快操,沙田,全天候,30.1 24.7 (54.8) (助手) 包裝明將,H
H388,18/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H388,17/04/2026,游水,沙田,,,
H388,17/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,16/04/2026,游水,沙田,,,
H388,16/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
H388,15/04/2026,游水,沙田,,,
H388,15/04/2026,快操,沙田,全天候,28.9 24.8 (53.7) (助手),H
H388,15/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H388,14/04/2026,游水,沙田,,,
H388,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,13/04/2026,游水,沙田,,,
H388,13/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
H388,11/04/2026,游水,沙田,,,
H388,11/04/2026,快操,沙田,全天候,28.8 24.6 (53.4) (助手) 大文豪,H
H388,11/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H388,10/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H388,10/04/2026,游水,沙田,,,
H388,10/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,09/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H388,09/04/2026,游水,沙田,,,
H388,09/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
H388,08/04/2026,游水,沙田,,,
H388,08/04/2026,快操,沙田,全天候,29.7 26.6 (56.3) (助手),H
H388,08/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H388,07/04/2026,游水,沙田,,,
H388,07/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H388,06/04/2026,游水,沙田,,,
H388,06/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
H388,05/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H388,05/04/2026,游水,沙田,,,
H388,05/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
