horse_no,date,work_type,racecourse,track,workout_details,gear
H344,01/05/2026,快操,從化,全天候,30.4 26.7 (57.1) (助手),H
H344,01/05/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
H344,30/04/2026,游水,從化,,,
H344,30/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
H344,29/04/2026,游水,從化,,,
H344,29/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,28/04/2026,游水,從化,,,
H344,28/04/2026,快操,從化,全天候,33.2 27.2 (1.00.4) (助手),H
H344,28/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
H344,27/04/2026,游水,從化,,,
H344,27/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
H344,26/04/2026,游水,從化,,,
H344,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,25/04/2026,游水,從化,,,
H344,25/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,24/04/2026,游水,從化,,,
H344,24/04/2026,快操,從化,全天候,29.6 (29.6) (助手),H
H344,24/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
H344,23/04/2026,游水,從化,,,
H344,23/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
H344,22/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,21/04/2026,游水,從化,,,
H344,21/04/2026,快操,從化,全天候,31.2 28.8 (1.00.0) (助手),H
H344,21/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
H344,20/04/2026,游水,從化,,,
H344,20/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
H344,19/04/2026,游水,從化,,,
H344,19/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,18/04/2026,游水,從化,,,
H344,18/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,17/04/2026,游水,從化,,,
H344,17/04/2026,快操,從化,全天候,30.4 (30.4) (助手),H
H344,17/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
H344,16/04/2026,游水,從化,,,
H344,16/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
H344,15/04/2026,游水,從化,,,
H344,15/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,14/04/2026,游水,從化,,,
H344,14/04/2026,快操,從化,全天候,31.8 (31.8) (助手),H
H344,14/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
H344,13/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
H344,12/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,11/04/2026,快操,從化,全天候,30.8 (30.8) (助手),H
H344,11/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
H344,10/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
H344,09/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
H344,08/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
