horse_no,date,work_type,racecourse,track,workout_details,gear
L201,01/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,30/04/2026,快操,沙田,草閘,23.9 22.7 (46.6) (金誠剛) 海王,H
L201,30/04/2026,踱步,沙田,河畔跑道,河畔跑道 踱步 (助手),H
L201,29/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,28/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,27/04/2026,游水,沙田,,,
L201,27/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L201,25/04/2026,快操,沙田,全天候,29.6 26.8 (56.4) (助手),H/XB
L201,24/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,23/04/2026,游水,沙田,,,
L201,23/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
L201,22/04/2026,快操,沙田,全天候,30.6 26.2 (56.8) (助手),H
L201,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,20/04/2026,游水,沙田,,,
L201,20/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L201,18/04/2026,快操,沙田,全天候,28.0 26.4 (54.4) (助手),H
L201,17/04/2026,游水,沙田,,,
L201,17/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,16/04/2026,游水,沙田,,,
L201,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,13/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L201,11/04/2026,快操,沙田,全天候,28.4 26.5 (54.9) (助手),H/XB
L201,10/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,09/04/2026,游水,沙田,,,
L201,09/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
L201,08/04/2026,快操,沙田,全天候,30.6 26.8 (57.4) (助手),H
L201,07/04/2026,游水,沙田,,,
L201,07/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,06/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L201,04/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,03/04/2026,游水,沙田,,,
L201,03/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,02/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
L201,01/04/2026,游水,沙田,,,
L201,31/03/2026,游水,沙田,,,
L201,29/03/2026,出賽,沙田,草地,1000M (金誠剛) (5/14),XB
L201,28/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,27/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,26/03/2026,快操,沙田,全天候,33.4 29.4 26.3 (1.29.1) (助手),H/XB
L201,25/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,24/03/2026,游水,沙田,,,
L201,24/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,23/03/2026,游水,沙田,,,
L201,23/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L201,21/03/2026,快操,沙田,全天候,28.2 25.9 (54.1) (助手),H
L201,20/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,19/03/2026,游水,沙田,,,
L201,19/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
L201,18/03/2026,快操,沙田,全天候,28.6 26.8 (55.4) (助手),H
L201,17/03/2026,游水,沙田,,,
L201,17/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,16/03/2026,游水,沙田,,,
L201,16/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L201,14/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,13/03/2026,游水,沙田,,,
L201,13/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L201,12/03/2026,游水,沙田,,,
