horse_no,date,work_type,racecourse,track,workout_details,gear
D435,01/05/2026,快操,從化,全天候,31.1 26.8 (57.9) (助手),B/H
D435,01/05/2026,踱步,從化,飛機場,飛機場 踱步 (助手),B/H
D435,30/04/2026,馬匹水中步行機,從化,,,
D435,30/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
D435,29/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,28/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,27/04/2026,快操,從化,全天候,31.8 26.6 (58.4) (助手),B/H
D435,27/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),B/H
D435,26/04/2026,馬匹水中步行機,從化,,,
D435,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,25/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,24/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,23/04/2026,馬匹水中步行機,從化,,,
D435,23/04/2026,快操,從化,全天候,31.7 26.9 (58.6) (助手),B/H
D435,23/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),B/H
D435,22/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,21/04/2026,馬匹水中步行機,從化,,,
D435,21/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,20/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
D435,19/04/2026,快操,從化,全天候,32.3 26.9 (59.2) (助手),H
D435,19/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
D435,18/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,17/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,16/04/2026,馬匹水中步行機,從化,,,
D435,16/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
D435,15/04/2026,快操,從化,全天候,31.7 26.9 (58.6) (助手),B/H
D435,15/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),B/H
D435,14/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,13/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
D435,12/04/2026,馬匹水中步行機,從化,,,
D435,12/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,11/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
D435,10/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
D435,06/04/2026,出賽,沙田,草地,1400M (梁家俊) (4/10),B/TT
D435,06/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
D435,05/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
