horse_no,date,work_type,racecourse,track,workout_details,gear
H244,01/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,26/04/2026,出賽,沙田,草地,1600M (布浩榮) (6/14),
H244,26/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H244,25/04/2026,游水,沙田,,,
H244,25/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
H244,24/04/2026,游水,沙田,,,
H244,24/04/2026,快操,沙田,全天候,29.0 26.8 (55.8) (布浩榮),H
H244,24/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H244,23/04/2026,游水,沙田,,,
H244,23/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
H244,22/04/2026,游水,沙田,,,
H244,22/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,21/04/2026,游水,沙田,,,
H244,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,20/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
H244,18/04/2026,游水,沙田,,,
H244,18/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,16/04/2026,試閘,沙田,全天候,第2組 (袁幸堯) 1200M 極上紗瓏 25.2 22.8 22.7 (1.10.79),
H244,16/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H244,15/04/2026,游水,沙田,,,
H244,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,14/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H244,14/04/2026,游水,沙田,,,
H244,14/04/2026,快操,沙田,全天候,30.3 25.7 (56.0) (助手),H
H244,14/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H244,13/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H244,13/04/2026,游水,沙田,,,
H244,13/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
H244,12/04/2026,游水,沙田,,,
H244,12/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,11/04/2026,游水,沙田,,,
H244,11/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,10/04/2026,游水,沙田,,,
H244,10/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H244,09/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑,
H244,06/04/2026,出賽,沙田,草地,1600M (何澤堯) (8/14),
H244,06/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H244,05/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑,
H244,05/04/2026,游水,沙田,,,
