horse_no,date,work_type,racecourse,track,workout_details,gear
D482,01/05/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,30/04/2026,快操,沙田,草閘,"25.3 23.0 (48.3) (助手) 海洋帝君, 本能",B
D482,29/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,28/04/2026,游水,沙田,,,
D482,28/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,27/04/2026,游水,沙田,,,
D482,27/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,26/04/2026,快操,沙田,全天候,29.8 25.9 (55.7) (助手),H
D482,26/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,25/04/2026,游水,沙田,,,
D482,25/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,24/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,23/04/2026,游水,沙田,,,
D482,23/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,22/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,21/04/2026,游水,沙田,,,
D482,21/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,20/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,19/04/2026,游水,沙田,,,
D482,18/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,15/04/2026,出賽,跑馬地,草地,1650M (黃寶妮) (11/11),
D482,13/04/2026,游水,沙田,,,
D482,12/04/2026,游水,沙田,,,
D482,11/04/2026,快操,沙田,全天候,29.3 26.6 (55.9) (助手),H
D482,11/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,10/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,09/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,08/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,07/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,06/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,05/04/2026,游水,沙田,,,
D482,04/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,01/04/2026,出賽,沙田,全天候,1650M (鍾易禮) (14/14),
D482,31/03/2026,游水,沙田,,,
D482,30/03/2026,游水,沙田,,,
D482,28/03/2026,快操,沙田,全天候,33.5 28.8 23.5 (1.25.8) (助手) 傑出漢子,H
D482,28/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,27/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,26/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,25/03/2026,快操,沙田,全天候,30.3 25.3 (55.6) (助手),H
D482,25/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,24/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,23/03/2026,游水,沙田,,,
D482,23/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,22/03/2026,游水,沙田,,,
D482,21/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,20/03/2026,游水,沙田,,,
D482,20/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,19/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,18/03/2026,踱步,沙田,彭福公園,彭福公園 踱步 (助手),H
D482,15/03/2026,出賽,沙田,全天候,1650M (鍾易禮) (7/12),
D482,12/03/2026,游水,沙田,,,
D482,11/03/2026,快操,沙田,全天候,30.3 26.3 (56.6) (鍾易禮),H
D482,11/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,10/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,09/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,08/03/2026,游水,沙田,,,
D482,07/03/2026,快操,沙田,全天候,30.5 25.4 (55.9) (助手),H
D482,07/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
D482,06/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
D482,05/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
