horse_no,date,work_type,racecourse,track,workout_details,gear
L036,26/04/2026,出賽,沙田,草地,1200M (布文) (13/14),XB1/TT-
L036,26/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L036,25/04/2026,游水,沙田,,,
L036,25/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,24/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,23/04/2026,游水,沙田,,,
L036,23/04/2026,快操,沙田,全天候,27.5 (27.5) (助手),H/XB
L036,23/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L036,22/04/2026,游水,沙田,,,
L036,22/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,21/04/2026,游水,沙田,,,
L036,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,20/04/2026,游水,沙田,,,
L036,20/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
L036,19/04/2026,游水,沙田,,,
L036,19/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,18/04/2026,游水,沙田,,,
L036,18/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L036,16/04/2026,試閘,沙田,全天候,第4組 (布文) 1200M 天天更好 24.8 22.7 23.2 (1.10.76),XB
L036,16/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),XB
L036,15/04/2026,游水,沙田,,,
L036,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,14/04/2026,游水,沙田,,,
L036,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,13/04/2026,游水,沙田,,,
L036,13/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L036,12/04/2026,游水,沙田,,,
L036,11/04/2026,游水,沙田,,,
L036,11/04/2026,快操,沙田,全天候,29.6 23.4 (53.0) (助手),H
L036,11/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L036,10/04/2026,游水,沙田,,,
L036,10/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,09/04/2026,游水,沙田,,,
L036,09/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/XB
L036,08/04/2026,游水,沙田,,,
L036,08/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,07/04/2026,游水,沙田,,,
L036,07/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,06/04/2026,游水,沙田,,,
L036,06/04/2026,快操,沙田,全天候,28.7 25.2 (53.9) (助手),H/XB
L036,06/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L036,05/04/2026,游水,沙田,,,
L036,05/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,04/04/2026,游水,沙田,,,
L036,04/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,03/04/2026,游水,沙田,,,
L036,03/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,02/04/2026,游水,沙田,,,
L036,02/04/2026,快操,沙田,全天候,29.0 24.1 (53.1) (助手) 魯班精神,H/XB
L036,02/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L036,01/04/2026,游水,沙田,,,
L036,01/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,31/03/2026,游水,沙田,,,
L036,31/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,30/03/2026,游水,沙田,,,
L036,30/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (副練馬師),H
L036,28/03/2026,游水,沙田,,,
L036,28/03/2026,快操,沙田,全天候,30.5 25.0 (55.5) (助手),H/XB
L036,28/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L036,27/03/2026,游水,沙田,,,
L036,27/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,26/03/2026,游水,沙田,,,
L036,26/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L036,25/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,24/03/2026,游水,沙田,,,
L036,24/03/2026,快操,沙田,全天候,31.7 27.6 (59.3) (副練馬師),H/XB
L036,24/03/2026,踱步,沙田,飛機場,飛機場 踱步 (副練馬師),H/XB
L036,23/03/2026,游水,沙田,,,
L036,23/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (副練馬師),H
L036,22/03/2026,游水,沙田,,,
L036,22/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,21/03/2026,游水,沙田,,,
L036,21/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,20/03/2026,游水,沙田,,,
L036,20/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (副練馬師),H
L036,19/03/2026,游水,沙田,,,
L036,19/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L036,17/03/2026,試閘,沙田,全天候,第2組 (布文) 1200M 杰遜仔 24.7 22.8 23.1 (1.10.62),XB
L036,17/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L036,16/03/2026,游水,沙田,,,
L036,16/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L036,15/03/2026,游水,沙田,,,
L036,15/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,14/03/2026,游水,沙田,,,
L036,14/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,13/03/2026,游水,沙田,,,
L036,13/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,12/03/2026,游水,沙田,,,
L036,12/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L036,11/03/2026,游水,沙田,,,
L036,11/03/2026,快操,沙田,全天候,28.1 25.1 (53.2) (助手),H
L036,11/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L036,10/03/2026,游水,沙田,,,
L036,10/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L036,09/03/2026,游水,沙田,,,
L036,09/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (副練馬師),H/XB
L036,08/03/2026,游水,沙田,,,
L036,07/03/2026,游水,沙田,,,
L036,07/03/2026,快操,沙田,全天候,29.6 25.6 (55.2) (助手),H/XB
L036,07/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L036,06/03/2026,游水,沙田,,,
