horse_no,date,work_type,racecourse,track,workout_details,gear
H317,01/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H317,30/04/2026,馬匹水中步行機,從化,,,
H317,30/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H/XB
H317,29/04/2026,馬匹水中步行機,從化,,,
H317,29/04/2026,游水,從化,,,
H317,28/04/2026,馬匹水中步行機,從化,,,
H317,28/04/2026,游水,從化,,,
H317,28/04/2026,快操,從化,草地,32.5 24.9 (57.4) (助手),H/XB
H317,28/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/XB
H317,27/04/2026,馬匹水中步行機,從化,,,
H317,27/04/2026,游水,從化,,,
H317,27/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H/XB
H317,26/04/2026,馬匹水中步行機,從化,,,
H317,26/04/2026,游水,從化,,,
H317,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H317,25/04/2026,馬匹水中步行機,從化,,,
H317,25/04/2026,游水,從化,,,
H317,25/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H317,24/04/2026,馬匹水中步行機,從化,,,
H317,24/04/2026,游水,從化,,,
H317,23/04/2026,馬匹水中步行機,從化,,,
H317,23/04/2026,游水,從化,,,
H317,23/04/2026,快操,從化,草地,28.4 23.2 (51.6) (助手),XB
H317,23/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),XB
H317,22/04/2026,馬匹水中步行機,從化,,,
H317,22/04/2026,游水,從化,,,
H317,22/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H317,21/04/2026,馬匹水中步行機,從化,,,
H317,21/04/2026,游水,從化,,,
H317,21/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H317,20/04/2026,馬匹水中步行機,從化,,,
H317,20/04/2026,游水,從化,,,
H317,20/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H/XB
H317,19/04/2026,馬匹水中步行機,從化,,,
H317,19/04/2026,游水,從化,,,
H317,18/04/2026,馬匹水中步行機,從化,,,
H317,18/04/2026,游水,從化,,,
H317,18/04/2026,快操,從化,草地,30.6 24.7 (55.3) (助手),XB
H317,18/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),XB
H317,17/04/2026,馬匹水中步行機,從化,,,
H317,17/04/2026,游水,從化,,,
H317,17/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H317,16/04/2026,游水,從化,,,
H317,16/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H/XB
H317,15/04/2026,游水,沙田,,,
H317,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H317,14/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H317,14/04/2026,游水,沙田,,,
H317,13/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H317,13/04/2026,游水,沙田,,,
H317,13/04/2026,快操,沙田,草地,31.3 26.5 (57.8) (助手),H
H317,12/04/2026,游水,沙田,,,
H317,12/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
H317,11/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H317,11/04/2026,游水,沙田,,,
H317,10/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H317,10/04/2026,游水,沙田,,,
H317,10/04/2026,快操,沙田,全天候,28.5 (28.5) (助手),H/XB
