horse_no,date,work_type,racecourse,track,workout_details,gear
E490,01/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,30/04/2026,游水,從化,,,
E490,30/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,29/04/2026,游水,從化,,,
E490,29/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,28/04/2026,快操,從化,全天候,29.0 25.8 (54.8) (助手),H
E490,28/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,27/04/2026,游水,從化,,,
E490,27/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,26/04/2026,游水,從化,,,
E490,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,25/04/2026,快操,從化,全天候,29.2 24.2 (53.4) (助手) 怡昌奇兵,H
E490,25/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,24/04/2026,游水,從化,,,
E490,24/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,23/04/2026,游水,從化,,,
E490,23/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,22/04/2026,游水,從化,,,
E490,22/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,21/04/2026,快操,從化,全天候,29.4 26.9 (56.3) (助手),H
E490,20/04/2026,游水,從化,,,
E490,20/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,19/04/2026,馬匹水中步行機,從化,,,
E490,19/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,18/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
E490,16/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,15/04/2026,出賽,跑馬地,草地,1200M (奧爾民) (7/10),B
E490,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,14/04/2026,游水,沙田,,,
E490,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,13/04/2026,游水,沙田,,,
E490,13/04/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
E490,12/04/2026,游水,沙田,,,
E490,12/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,11/04/2026,游水,沙田,,,
E490,11/04/2026,快操,沙田,全天候,30.6 25.4 (56.0) (奧爾民),H
E490,10/04/2026,游水,沙田,,,
E490,10/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,09/04/2026,游水,沙田,,,
E490,09/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,08/04/2026,游水,沙田,,,
E490,08/04/2026,快操,沙田,全天候,30.5 25.8 (56.3) (奧爾民),H
E490,07/04/2026,游水,沙田,,,
E490,07/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,06/04/2026,游水,沙田,,,
E490,06/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,05/04/2026,游水,沙田,,,
E490,05/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,04/04/2026,游水,沙田,,,
E490,04/04/2026,快操,沙田,全天候,31.4 25.4 (56.8) (奧爾民),H
E490,03/04/2026,游水,沙田,,,
E490,03/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,02/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,02/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,01/04/2026,游水,沙田,,,
E490,01/04/2026,快操,沙田,全天候,30.4 28.8 (59.2) (助手),H
E490,31/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,31/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,30/03/2026,游水,沙田,,,
E490,30/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
E490,29/03/2026,游水,沙田,,,
E490,29/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,28/03/2026,游水,沙田,,,
E490,28/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,27/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 踱步 （上斜）,
E490,27/03/2026,游水,沙田,,,
E490,26/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,25/03/2026,出賽,跑馬地,草地,1200M (霍宏聲) (6/12),B
E490,25/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,24/03/2026,游水,沙田,,,
E490,24/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,23/03/2026,游水,沙田,,,
E490,23/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,22/03/2026,游水,沙田,,,
E490,22/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,21/03/2026,快操,從化,全天候,30.0 24.8 (54.8) (助手),H
E490,21/03/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,20/03/2026,馬匹水中步行機,從化,,,
E490,20/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,19/03/2026,游水,從化,,,
E490,19/03/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,18/03/2026,快操,從化,全天候,25.7 (25.7) (助手),H
E490,18/03/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,17/03/2026,馬匹水中步行機,從化,,,
E490,17/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,16/03/2026,踱步,從化,外圈,外圈 快踱一圈 (助手),H
E490,15/03/2026,游水,從化,,,
E490,15/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,14/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,12/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,11/03/2026,出賽,跑馬地,草地,1200M (霍宏聲) (3/12),B
E490,11/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,10/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,10/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,09/03/2026,游水,沙田,,,
E490,09/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,08/03/2026,游水,沙田,,,
E490,08/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,07/03/2026,游水,沙田,,,
E490,07/03/2026,快操,沙田,全天候,30.7 26.2 (56.9) (霍宏聲),H
E490,06/03/2026,游水,沙田,,,
E490,06/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,05/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,05/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,04/03/2026,游水,沙田,,,
E490,04/03/2026,快操,沙田,全天候,31.4 27.6 (59.0) (副練馬師),H
E490,03/03/2026,游水,沙田,,,
E490,03/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,02/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,02/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,01/03/2026,游水,沙田,,,
E490,01/03/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H
E490,28/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,28/02/2026,快操,沙田,全天候,30.0 27.5 (57.5) (助手),H
E490,27/02/2026,游水,沙田,,,
E490,27/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,26/02/2026,游水,沙田,,,
E490,26/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,25/02/2026,游水,沙田,,,
E490,25/02/2026,快操,沙田,全天候,30.3 25.1 (55.4) (希威森) 同心同夢,H
E490,24/02/2026,游水,沙田,,,
E490,24/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,23/02/2026,游水,沙田,,,
E490,23/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E490,22/02/2026,游水,沙田,,,
E490,22/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,21/02/2026,游水,沙田,,,
E490,21/02/2026,快操,沙田,全天候,30.6 27.4 (58.0) (希威森),H
E490,20/02/2026,游水,沙田,,,
E490,20/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,19/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
E490,19/02/2026,游水,沙田,,,
E490,18/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
E490,18/02/2026,游水,沙田,,,
E490,16/02/2026,游水,沙田,,,
E490,14/02/2026,出賽,沙田,草地,1400M (希威森) (8/14),B
E490,13/02/2026,游水,沙田,,,
E490,13/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,12/02/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,11/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,10/02/2026,快操,從化,全天候,29.8 26.4 (56.2) (助手),H
E490,10/02/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,09/02/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,08/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,07/02/2026,快操,從化,全天候,27.5 26.2 (53.7) (助手),H
E490,07/02/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,06/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,05/02/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E490,04/02/2026,快操,從化,全天候,31.1 27.5 (58.6) (助手),H
E490,04/02/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,03/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,02/02/2026,踱步,從化,外圈,外圈 快踱一圈 (助手),H
E490,01/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,31/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,30/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,29/01/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,28/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,27/01/2026,游水,沙田,,,
E490,26/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,25/01/2026,出賽,沙田,草地,1200M (希威森) (13/14),B
E490,25/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,24/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,24/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,23/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,23/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,22/01/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,21/01/2026,快操,從化,全天候,29.5 26.2 (55.7) (助手),H
E490,21/01/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,20/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,19/01/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E490,18/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,17/01/2026,快操,從化,全天候,29.9 27.3 (57.2) (助手),H
E490,17/01/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E490,16/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E490,15/01/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
E490,14/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,13/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 踱步 （上斜）,
E490,13/01/2026,游水,沙田,,,
E490,12/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
E490,11/01/2026,出賽,沙田,草地,1400M (田泰安) (8/14),B
E490,10/01/2026,游水,沙田,,,
E490,10/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,09/01/2026,游水,沙田,,,
E490,09/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E490,08/01/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
