horse_no,date,work_type,racecourse,track,workout_details,gear
L211,01/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L211,30/04/2026,游水,從化,,,
L211,30/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L211,29/04/2026,游水,從化,,,
L211,29/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L211,28/04/2026,游水,從化,,,
L211,28/04/2026,快操,從化,全天候,32.1 27.5 24.2 (1.23.8) (助手) 高高至高,
L211,28/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L211,27/04/2026,游水,從化,,,
L211,27/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L211,26/04/2026,游水,從化,,,
L211,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L211,25/04/2026,游水,從化,,,
L211,25/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L211,24/04/2026,游水,從化,,,
L211,24/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L211,23/04/2026,游水,從化,,,
L211,23/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
L211,22/04/2026,游水,沙田,,,
L211,22/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L211,21/04/2026,游水,沙田,,,
L211,21/04/2026,踱步,沙田,奧運馬房沙地練習場,奧運馬房沙地練習場 踱步 (助手),H
L211,19/04/2026,出賽,沙田,草地,1400M (霍宏聲) (11/14),B1/TT
L211,19/04/2026,踱步,沙田,奧運馬房沙地練習場,奧運馬房沙地練習場 踱步 (助手),H
L211,18/04/2026,游水,沙田,,,
L211,18/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L211,17/04/2026,游水,沙田,,,
L211,17/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L211,16/04/2026,游水,沙田,,,
L211,16/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L211,15/04/2026,游水,沙田,,,
L211,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L211,14/04/2026,游水,沙田,,,
L211,14/04/2026,快操,沙田,全天候,27.8 23.4 (51.2) (霍宏聲),B
