horse_no,date,work_type,racecourse,track,workout_details,gear
L329,09/05/2026,出賽,沙田,草地,1400M (周俊樂) (5/14),CP1
L329,09/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L329,08/05/2026,游水,沙田,,,
L329,08/05/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H
L329,07/05/2026,游水,從化,,,
L329,07/05/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L329,06/05/2026,游水,從化,,,
L329,05/05/2026,游水,從化,,,
L329,05/05/2026,快操,從化,草地,29.8 23.7 (53.5) (助手) 吉星騎士,
L329,05/05/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L329,04/05/2026,游水,從化,,,
L329,04/05/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L329,03/05/2026,游水,從化,,,
L329,03/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,02/05/2026,游水,從化,,,
L329,02/05/2026,快操,從化,草地,29.0 (29.0) (助手),H
L329,02/05/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
L329,01/05/2026,游水,從化,,,
L329,01/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,30/04/2026,游水,從化,,,
L329,30/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L329,29/04/2026,游水,從化,,,
L329,29/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L329,28/04/2026,游水,從化,,,
L329,27/04/2026,試閘,從化,草地,第9組 (周俊樂) 1200M 準希望 24.6 22.7 23.9 (1.11.23),CP
L329,27/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),CP
L329,26/04/2026,游水,從化,,,
L329,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,25/04/2026,游水,從化,,,
L329,25/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,24/04/2026,游水,從化,,,
L329,24/04/2026,快操,從化,全天候,27.6 (27.6) (助手) 太陽神駒,H
L329,24/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
L329,23/04/2026,游水,從化,,,
L329,23/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L329,22/04/2026,游水,從化,,,
L329,21/04/2026,游水,從化,,,
L329,21/04/2026,快操,從化,草地,28.7 (28.7) (助手),H
L329,21/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
L329,20/04/2026,游水,從化,,,
L329,20/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L329,19/04/2026,游水,從化,,,
L329,19/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,18/04/2026,游水,從化,,,
L329,18/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,17/04/2026,游水,從化,,,
L329,16/04/2026,游水,從化,,,
L329,16/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L329,15/04/2026,游水,從化,,,
L329,15/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,14/04/2026,游水,從化,,,
L329,14/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
L329,13/04/2026,游水,從化,,,
L329,13/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H
L329,12/04/2026,游水,從化,,,
L329,12/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
L329,11/04/2026,游水,從化,,,
