horse_no,date,work_type,racecourse,track,workout_details,gear
H170,30/04/2026,快操,從化,全天候,31.5 26.8 (58.3) (助手),H/XB
H170,30/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/XB
H170,29/04/2026,游水,從化,,,
H170,29/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,28/04/2026,馬匹跑步機,從化,,馬匹跑步機 - 慢跑 （上斜）,
H170,28/04/2026,游水,從化,,,
H170,27/04/2026,快操,從化,全天候,29.8 27.4 (57.2) (助手),H/XB
H170,27/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/XB
H170,26/04/2026,游水,從化,,,
H170,26/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,25/04/2026,游水,從化,,,
H170,25/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,24/04/2026,馬匹跑步機,從化,,馬匹跑步機 - 踱步 （上斜）,
H170,24/04/2026,游水,從化,,,
H170,23/04/2026,快操,從化,全天候,31.8 27.1 (58.9) (助手),H/XB
H170,23/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/XB
H170,22/04/2026,游水,從化,,,
H170,22/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,21/04/2026,游水,從化,,,
H170,21/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,20/04/2026,游水,從化,,,
H170,20/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H/XB
H170,19/04/2026,馬匹水中步行機,從化,,,
H170,19/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,18/04/2026,游水,從化,,,
H170,18/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,17/04/2026,游水,從化,,,
H170,17/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,16/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),
H170,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
H170,14/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 踱步 （上斜）,
H170,14/04/2026,游水,沙田,,,
H170,13/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H170,12/04/2026,出賽,沙田,草地,1400M (希威森) (4/14),XB
H170,11/04/2026,游水,沙田,,,
H170,11/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
H170,10/04/2026,游水,沙田,,,
H170,10/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
H170,09/04/2026,游水,沙田,,,
H170,09/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H/XB
H170,08/04/2026,游水,沙田,,,
H170,08/04/2026,快操,沙田,全天候,29.0 26.3 (55.3) (希威森),H/XB
H170,07/04/2026,游水,沙田,,,
H170,07/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
H170,06/04/2026,游水,沙田,,,
H170,06/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H/XB
H170,05/04/2026,游水,沙田,,,
H170,05/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
H170,04/04/2026,快操,從化,全天候,30.4 26.1 (56.5) (助手),H/XB
H170,04/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/XB
H170,03/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,02/04/2026,馬匹水中步行機,從化,,,
H170,02/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H/XB
H170,01/04/2026,快操,從化,全天候,29.9 26.9 (56.8) (助手),H/XB
H170,01/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/XB
H170,31/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,30/03/2026,馬匹跑步機,從化,,馬匹跑步機 - 慢跑 （上斜）,
H170,29/03/2026,馬匹水中步行機,從化,,,
H170,29/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,28/03/2026,快操,從化,全天候,30.7 28.0 (58.7) (助手),H/XB
H170,28/03/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/XB
H170,27/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/XB
H170,26/03/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H/XB
H170,25/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
H170,24/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 踱步 （上斜）,
H170,24/03/2026,游水,沙田,,,
H170,23/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H170,22/03/2026,出賽,沙田,草地,1400M (希威森) (2/14),XB
