horse_no,date,work_type,racecourse,track,workout_details,gear
K156,01/05/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),
K156,30/04/2026,游水,從化,,,
K156,30/04/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),
K156,29/04/2026,游水,沙田,,,
K156,29/04/2026,快操,沙田,全天候,31.9 25.8 (57.7) (助手),
K156,29/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),
K156,28/04/2026,游水,沙田,,,
K156,28/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,27/04/2026,游水,沙田,,,
K156,27/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),
K156,26/04/2026,游水,沙田,,,
K156,26/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,25/04/2026,游水,沙田,,,
K156,25/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,24/04/2026,游水,沙田,,,
K156,24/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,23/04/2026,游水,沙田,,,
K156,22/04/2026,出賽,跑馬地,草地,1800M (布文) (3/12),TT
K156,22/04/2026,游水,沙田,,,
K156,22/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,21/04/2026,游水,沙田,,,
K156,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,20/04/2026,游水,沙田,,,
K156,20/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),
K156,19/04/2026,游水,沙田,,,
K156,19/04/2026,快操,沙田,全天候,29.9 26.0 (55.9) (副練馬師),
K156,19/04/2026,踱步,沙田,飛機場,飛機場 踱步 (副練馬師),
K156,18/04/2026,游水,沙田,,,
K156,18/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,17/04/2026,游水,沙田,,,
K156,17/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,16/04/2026,游水,沙田,,,
K156,16/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),
K156,15/04/2026,游水,沙田,,,
K156,15/04/2026,快操,沙田,全天候,29.3 25.8 (55.1) (助手),
K156,15/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),
K156,14/04/2026,游水,沙田,,,
K156,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,13/04/2026,游水,沙田,,,
K156,13/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),
K156,12/04/2026,游水,沙田,,,
K156,12/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,11/04/2026,游水,沙田,,,
K156,11/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,10/04/2026,游水,沙田,,,
K156,10/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),
K156,09/04/2026,游水,沙田,,,
K156,09/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),
