horse_no,date,work_type,racecourse,track,workout_details,gear
E403,30/04/2026,游水,從化,,,
E403,29/04/2026,游水,從化,,,
E403,28/04/2026,游水,從化,,,
E403,27/04/2026,游水,從化,,,
E403,26/04/2026,游水,從化,,,
E403,25/04/2026,游水,從化,,,
E403,24/04/2026,游水,從化,,,
E403,23/04/2026,游水,從化,,,
E403,22/04/2026,游水,從化,,,
E403,21/04/2026,游水,從化,,,
E403,20/04/2026,游水,從化,,,
E403,19/04/2026,游水,從化,,,
E403,18/04/2026,游水,從化,,,
E403,17/04/2026,游水,從化,,,
E403,16/04/2026,游水,從化,,,
E403,15/04/2026,游水,從化,,,
E403,14/04/2026,游水,從化,,,
E403,13/04/2026,游水,從化,,,
E403,12/04/2026,游水,從化,,,
E403,11/04/2026,游水,從化,,,
E403,10/04/2026,游水,從化,,,
E403,09/04/2026,游水,從化,,,
E403,08/04/2026,游水,從化,,,
E403,07/04/2026,游水,從化,,,
E403,06/04/2026,游水,從化,,,
E403,05/04/2026,游水,從化,,,
E403,04/04/2026,游水,從化,,,
E403,03/04/2026,游水,從化,,,
E403,02/04/2026,游水,從化,,,
E403,01/04/2026,游水,從化,,,
E403,31/03/2026,游水,從化,,,
E403,30/03/2026,游水,從化,,,
E403,29/03/2026,游水,從化,,,
E403,28/03/2026,游水,從化,,,
E403,27/03/2026,游水,從化,,,
E403,26/03/2026,游水,從化,,,
E403,25/03/2026,游水,從化,,,
E403,24/03/2026,游水,從化,,,
E403,23/03/2026,游水,從化,,,
E403,22/03/2026,游水,從化,,,
E403,21/03/2026,游水,從化,,,
E403,20/03/2026,游水,從化,,,
E403,19/03/2026,游水,從化,,,
E403,18/03/2026,游水,從化,,,
E403,17/03/2026,游水,從化,,,
E403,16/03/2026,游水,從化,,,
E403,15/03/2026,游水,從化,,,
E403,14/03/2026,游水,從化,,,
E403,13/03/2026,游水,從化,,,
E403,24/02/2026,試閘,沙田,全天候,第9組 (黃智弘) 1200M 宇宙之光 24.7 22.6 23.1 (1.10.48),
E403,24/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,23/02/2026,游水,沙田,,,
E403,23/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,22/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,21/02/2026,游水,沙田,,,
E403,21/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,20/02/2026,游水,沙田,,,
E403,20/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,19/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,18/02/2026,快操,沙田,全天候,29.4 26.3 (55.7) (助手),H
E403,18/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,16/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,15/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,14/02/2026,游水,從化,,,
E403,14/02/2026,快操,從化,全天候,30.0 (30.0) (助手),H
E403,14/02/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E403,13/02/2026,馬匹水中步行機,從化,,,
E403,13/02/2026,游水,從化,,,
E403,13/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,12/02/2026,游水,從化,,,
E403,12/02/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,11/02/2026,游水,從化,,,
E403,11/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,10/02/2026,游水,從化,,,
E403,10/02/2026,快操,從化,登山跑道,29.8 (29.8) (助手),H
E403,10/02/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E403,09/02/2026,游水,從化,,,
E403,09/02/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,08/02/2026,游水,從化,,,
E403,08/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,07/02/2026,馬匹水中步行機,從化,,,
E403,07/02/2026,游水,從化,,,
E403,07/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,06/02/2026,游水,從化,,,
E403,06/02/2026,快操,從化,全天候,29.2 23.7 (52.9) (助手),H
E403,06/02/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E403,05/02/2026,游水,從化,,,
E403,05/02/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,04/02/2026,游水,從化,,,
E403,04/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,03/02/2026,游水,從化,,,
E403,03/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,02/02/2026,游水,從化,,,
E403,02/02/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,01/02/2026,馬匹水中步行機,從化,,,
E403,01/02/2026,游水,從化,,,
E403,01/02/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,31/01/2026,游水,從化,,,
E403,31/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,30/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,29/01/2026,游水,沙田,,,
E403,28/01/2026,出賽,跑馬地,草地,1650M (蔡明紹) (9/12),TT
E403,28/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,27/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,26/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,25/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,24/01/2026,快操,沙田,全天候,29.2 24.3 (53.5) (蔡明紹),H
E403,24/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,23/01/2026,游水,沙田,,,
E403,23/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,22/01/2026,游水,沙田,,,
E403,22/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,21/01/2026,游水,沙田,,,
E403,21/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,20/01/2026,快操,沙田,全天候,28.5 25.0 (53.5) (助手),H
E403,20/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,19/01/2026,游水,沙田,,,
E403,19/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,18/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,17/01/2026,游水,沙田,,,
E403,17/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,16/01/2026,快操,沙田,全天候,27.8 24.4 (52.2) (助手),H
E403,16/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,15/01/2026,游水,沙田,,,
E403,15/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,14/01/2026,游水,沙田,,,
E403,14/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,13/01/2026,游水,沙田,,,
E403,13/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,12/01/2026,游水,沙田,,,
E403,12/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,10/01/2026,試閘,跑馬地,草地,第4組 (蔡明紹) 1200M 荃程路通 25.0 23.1 23.1 (1.11.29),
E403,09/01/2026,游水,沙田,,,
E403,09/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,08/01/2026,游水,沙田,,,
E403,08/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
E403,07/01/2026,快操,沙田,全天候,30.5 29.7 26.1 (1.26.3) (助手),H
E403,07/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
E403,06/01/2026,游水,沙田,,,
E403,06/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
E403,05/01/2026,游水,從化,,,
E403,05/01/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,04/01/2026,游水,從化,,,
E403,04/01/2026,快操,從化,全天候,28.6 25.9 (54.5) (助手),H
E403,04/01/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
E403,03/01/2026,游水,從化,,,
E403,03/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,02/01/2026,游水,從化,,,
E403,02/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,01/01/2026,游水,從化,,,
E403,01/01/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,31/12/2025,游水,從化,,,
E403,31/12/2025,快操,從化,登山跑道,28.6 27.4 (56.0) (助手),H
E403,31/12/2025,踱步,從化,飛機場,飛機場 踱步 (助手),H
E403,30/12/2025,游水,從化,,,
E403,30/12/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,29/12/2025,馬匹水中步行機,從化,,,
E403,29/12/2025,游水,從化,,,
E403,29/12/2025,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,28/12/2025,游水,從化,,,
E403,28/12/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,27/12/2025,游水,從化,,,
E403,27/12/2025,快操,從化,全天候,29.7 27.7 (57.4) (助手),H
E403,27/12/2025,踱步,從化,飛機場,飛機場 踱步 (助手),H
E403,26/12/2025,游水,從化,,,
E403,26/12/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,25/12/2025,游水,從化,,,
E403,25/12/2025,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,24/12/2025,游水,從化,,,
E403,24/12/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,23/12/2025,游水,從化,,,
E403,23/12/2025,快操,從化,全天候,29.8 27.5 (57.3) (助手),H
E403,23/12/2025,踱步,從化,飛機場,飛機場 踱步 (助手),H
E403,22/12/2025,游水,從化,,,
E403,22/12/2025,踱步,從化,內圈,內圈 倒快一圈 (助手),H
E403,21/12/2025,游水,從化,,,
E403,21/12/2025,踱步,從化,內圈,內圈 快踱一圈 (助手),H
E403,20/12/2025,馬匹水中步行機,從化,,,
