horse_no,date,work_type,racecourse,track,workout_details,gear
L249,29/04/2026,出賽,跑馬地,草地,1200M (蔡明紹) (12/12),XB/TT
L249,29/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,28/04/2026,游水,沙田,,,
L249,28/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
L249,27/04/2026,游水,沙田,,,
L249,27/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/XB
L249,26/04/2026,游水,沙田,,,
L249,26/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,25/04/2026,游水,沙田,,,
L249,25/04/2026,快操,沙田,全天候,26.4 23.9 (50.3) (蔡明紹),H/XB
L249,25/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,24/04/2026,游水,沙田,,,
L249,24/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
L249,23/04/2026,游水,沙田,,,
L249,23/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/XB
L249,22/04/2026,游水,沙田,,,
L249,22/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,21/04/2026,游水,沙田,,,
L249,21/04/2026,快操,沙田,全天候,30.3 24.4 (54.7) (助手),H/XB
L249,21/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,20/04/2026,游水,沙田,,,
L249,20/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/XB
L249,19/04/2026,游水,沙田,,,
L249,19/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
L249,18/04/2026,游水,沙田,,,
L249,18/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,17/04/2026,游水,沙田,,,
L249,17/04/2026,快操,沙田,全天候,30.4 25.2 (55.6) (助手),H/XB
L249,17/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,16/04/2026,游水,沙田,,,
L249,16/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/XB
L249,15/04/2026,游水,沙田,,,
L249,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
L249,14/04/2026,游水,沙田,,,
L249,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
L249,13/04/2026,游水,沙田,,,
L249,13/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/XB
L249,12/04/2026,游水,沙田,,,
L249,12/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
L249,11/04/2026,游水,沙田,,,
L249,11/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/XB
L249,10/04/2026,游水,沙田,,,
L249,10/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,09/04/2026,游水,沙田,,,
L249,08/04/2026,游水,沙田,,,
L249,06/04/2026,出賽,沙田,草地,1000M (蔡明紹) (7/12),XB/TT
L249,06/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H/XB
L249,05/04/2026,游水,沙田,,,
