horse_no,date,work_type,racecourse,track,workout_details,gear
L323,06/05/2026,出賽,沙田,全天候,1200M (潘頓) (7/12),
L323,06/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,05/05/2026,游水,沙田,,,
L323,05/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,04/05/2026,游水,沙田,,,
L323,04/05/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L323,03/05/2026,游水,沙田,,,
L323,03/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,02/05/2026,游水,沙田,,,
L323,02/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,01/05/2026,游水,沙田,,,
L323,30/04/2026,游水,沙田,,,
L323,30/04/2026,快操,沙田,草閘,26.1 22.7 (48.8) (布浩榮) 多威心得,
L323,30/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),
L323,29/04/2026,游水,沙田,,,
L323,29/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,28/04/2026,游水,沙田,,,
L323,28/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,27/04/2026,游水,沙田,,,
L323,27/04/2026,快操,沙田,全天候,26.8 (26.8) (布浩榮) 飛躍星伴,H
L323,27/04/2026,踱步,沙田,飛機場,飛機場 踱步 (布浩榮),H
L323,26/04/2026,游水,沙田,,,
L323,26/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,25/04/2026,游水,沙田,,,
L323,25/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,24/04/2026,游水,沙田,,,
L323,23/04/2026,游水,沙田,,,
L323,23/04/2026,快操,沙田,全天候,32.3 24.2 (56.5) (助手) 煌上,
L323,23/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),
L323,22/04/2026,游水,沙田,,,
L323,22/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,21/04/2026,游水,沙田,,,
L323,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,20/04/2026,游水,沙田,,,
L323,20/04/2026,快操,沙田,全天候,29.1 (29.1) (助手),H
L323,20/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
L323,19/04/2026,游水,沙田,,,
L323,19/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,18/04/2026,游水,沙田,,,
L323,18/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,17/04/2026,游水,沙田,,,
L323,17/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,16/04/2026,游水,沙田,,,
L323,16/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L323,15/04/2026,游水,沙田,,,
L323,14/04/2026,試閘,沙田,草地,第3組 (楊明綸) 1000M 步風影 13.6 21.2 22.9 (0.57.73),
L323,13/04/2026,游水,沙田,,,
L323,13/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
L323,12/04/2026,游水,沙田,,,
L323,11/04/2026,游水,沙田,,,
L323,11/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,10/04/2026,游水,沙田,,,
L323,09/04/2026,游水,沙田,,,
L323,09/04/2026,快操,沙田,草地,30.2 22.2 (52.4) (助手) 展雄志,
L323,09/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),
L323,08/04/2026,游水,沙田,,,
L323,08/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
L323,07/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
L323,07/04/2026,游水,沙田,,,
L323,06/04/2026,游水,沙田,,,
L323,06/04/2026,快操,沙田,全天候,27.1 (27.1) (助手) 同樣世界,H
