horse_no,date,work_type,racecourse,track,workout_details,gear
J170,01/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J170,30/04/2026,游水,沙田,,,
J170,30/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J170,29/04/2026,游水,沙田,,,
J170,28/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),V
J170,27/04/2026,游水,沙田,,,
J170,27/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J170,26/04/2026,游水,沙田,,,
J170,26/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J170,25/04/2026,快操,沙田,全天候,31.3 25.6 (56.9) (助手),V
J170,25/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),V
J170,24/04/2026,游水,沙田,,,
J170,24/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J170,23/04/2026,游水,沙田,,,
J170,23/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J170,22/04/2026,快操,沙田,全天候,31.7 26.9 (58.6) (助手),H
J170,22/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J170,21/04/2026,游水,沙田,,,
J170,21/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J170,20/04/2026,游水,沙田,,,
J170,20/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J170,19/04/2026,快操,沙田,全天候,33.3 27.4 (1.00.7) (助手),H
J170,19/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J170,18/04/2026,游水,沙田,,,
J170,18/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J170,17/04/2026,游水,沙田,,,
J170,17/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J170,16/04/2026,游水,沙田,,,
J170,16/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J170,15/04/2026,快操,沙田,全天候,32.8 26.6 (59.4) (助手),H
J170,15/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J170,14/04/2026,游水,沙田,,,
J170,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
