horse_no,date,work_type,racecourse,track,workout_details,gear
H070,30/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 踱步 （上斜）,
H070,29/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H070,28/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行 （上斜）,
H070,27/04/2026,馬匹跑步機,沙田,,馬匹跑步機 - 步行,
H070,20/03/2026,游水,沙田,,,
H070,19/03/2026,游水,沙田,,,
H070,18/03/2026,游水,沙田,,,
H070,17/03/2026,游水,沙田,,,
H070,17/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,16/03/2026,游水,沙田,,,
H070,16/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/P
H070,15/03/2026,游水,沙田,,,
H070,15/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,14/03/2026,游水,沙田,,,
H070,14/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,13/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,13/03/2026,游水,沙田,,,
H070,12/03/2026,游水,從化,,,
H070,12/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H/P
H070,11/03/2026,馬匹水中步行機,從化,,,
H070,11/03/2026,游水,從化,,,
H070,11/03/2026,踱步,從化,內圈,內圈 快踱兩圈 (助手),H/P
H070,10/03/2026,游水,從化,,,
H070,10/03/2026,踱步,從化,內圈,內圈 快踱兩圈 (助手),H/P
H070,09/03/2026,游水,從化,,,
H070,09/03/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H/P
H070,08/03/2026,游水,從化,,,
H070,08/03/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/P
H070,07/03/2026,馬匹水中步行機,從化,,,
H070,07/03/2026,游水,從化,,,
H070,04/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 踱步 （上斜）,
H070,04/03/2026,出賽,跑馬地,草地,1650M (希威森) (2/12),CP-/TT-
H070,04/03/2026,游水,沙田,,,
H070,03/03/2026,游水,沙田,,,
H070,03/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,02/03/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,02/03/2026,游水,沙田,,,
H070,01/03/2026,游水,沙田,,,
H070,01/03/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,28/02/2026,游水,沙田,,,
H070,28/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,27/02/2026,游水,沙田,,,
H070,27/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,26/02/2026,游水,沙田,,,
H070,26/02/2026,踱步,沙田,河畔跑道,河畔跑道 踱步 (助手),H
H070,25/02/2026,游水,沙田,,,
H070,24/02/2026,試閘,沙田,全天候,第7組 (希威森) 1200M 建測羣英 25.3 22.9 23.1 (1.11.30),
H070,23/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,23/02/2026,游水,沙田,,,
H070,22/02/2026,游水,沙田,,,
H070,22/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,21/02/2026,游水,沙田,,,
H070,21/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,20/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,20/02/2026,游水,沙田,,,
H070,19/02/2026,游水,沙田,,,
H070,19/02/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/P
H070,18/02/2026,游水,沙田,,,
H070,18/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,16/02/2026,游水,沙田,,,
H070,16/02/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H/P
H070,15/02/2026,游水,沙田,,,
H070,15/02/2026,踱步,沙田,內圈,內圈 快踱兩圈 (助手),H/P
H070,14/02/2026,游水,沙田,,,
H070,14/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H/P
H070,13/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,13/02/2026,游水,沙田,,,
H070,04/02/2026,出賽,跑馬地,草地,1650M (希威森) (7/12),CP/TT
H070,03/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,03/02/2026,游水,沙田,,,
H070,02/02/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,02/02/2026,游水,沙田,,,
H070,31/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 快操 （上斜）,
H070,31/01/2026,游水,沙田,,,
H070,30/01/2026,游水,沙田,,,
H070,30/01/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H/P
H070,29/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,29/01/2026,游水,沙田,,,
H070,28/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,28/01/2026,游水,沙田,,,
H070,27/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,27/01/2026,游水,沙田,,,
H070,26/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,26/01/2026,游水,沙田,,,
H070,25/01/2026,游水,沙田,,,
H070,24/01/2026,游水,從化,,,
H070,24/01/2026,快操,從化,登山跑道,30.1 (30.1) (助手),H/P
H070,24/01/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/P
H070,23/01/2026,游水,從化,,,
H070,23/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/P
H070,22/01/2026,游水,從化,,,
H070,22/01/2026,踱步,從化,內圈,內圈 倒快兩圈 (助手),H/P
H070,21/01/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/P
H070,20/01/2026,游水,從化,,,
H070,20/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/P
H070,19/01/2026,馬匹水中步行機,從化,,,
H070,19/01/2026,游水,從化,,,
H070,18/01/2026,馬匹水中步行機,從化,,,
H070,18/01/2026,游水,從化,,,
H070,17/01/2026,馬匹水中步行機,從化,,,
H070,14/01/2026,出賽,跑馬地,草地,1650M (希威森) (6/12),CP/TT
H070,13/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,13/01/2026,游水,沙田,,,
H070,12/01/2026,游水,沙田,,,
H070,12/01/2026,快操,沙田,全天候,27.1 36.2 24.7 (1.28.0) (希威森),H
H070,12/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
H070,11/01/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H/P
H070,10/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,10/01/2026,游水,沙田,,,
H070,09/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,09/01/2026,游水,沙田,,,
H070,08/01/2026,游水,沙田,,,
H070,08/01/2026,快操,沙田,全天候,30.0 (30.0) (助手),H/P
H070,07/01/2026,馬匹跑步機,沙田,,馬匹跑步機 - 慢跑 （上斜）,
H070,07/01/2026,游水,沙田,,,
H070,06/01/2026,游水,沙田,,,
H070,06/01/2026,踱步,沙田,外圈,外圈 快踱一圈 (助手),H/P
H070,05/01/2026,游水,從化,,,
H070,05/01/2026,快操,從化,全天候,24.8 (24.8) (助手),H/P
H070,05/01/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H/P
H070,04/01/2026,游水,從化,,,
H070,03/01/2026,游水,從化,,,
H070,03/01/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H/P
H070,02/01/2026,游水,從化,,,
H070,02/01/2026,快操,從化,全天候,26.8 (26.8) (助手),H/P
