horse_no,date,work_type,racecourse,track,workout_details,gear
J299,01/05/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,29/04/2026,快操,從化,全天候,28.3 (28.3) (助手),H
J299,29/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
J299,28/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
J299,27/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
J299,25/04/2026,快操,從化,全天候,30.3 26.9 (57.2) (助手),CP/H
J299,25/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),CP/H
J299,24/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
J299,23/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
J299,22/04/2026,踱步,從化,內圈,內圈 快踱一圈 (助手),H
J299,21/04/2026,快操,從化,全天候,29.2 (29.2) (助手),H
J299,21/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
J299,20/04/2026,踱步,從化,內圈,內圈 倒快一圈 (助手),H
J299,19/04/2026,踱步,從化,飛機場,飛機場 踱步 (助手),H
J299,16/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,15/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,14/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,13/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,12/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J299,08/04/2026,出賽,跑馬地,草地,1000M (巴度) (4/12),CP/TT
J299,08/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,07/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,06/04/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
J299,05/04/2026,快操,沙田,全天候,30.7 26.2 (56.9) (助手),CP/H
J299,05/04/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,04/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,03/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,02/04/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,01/04/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,31/03/2026,快操,沙田,全天候,30.1 27.7 (57.8) (助手),CP/H
J299,31/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,30/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,28/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,27/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,26/03/2026,快操,沙田,全天候,28.1 (28.1) (助手),H
J299,26/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J299,25/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,24/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,23/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,22/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,18/03/2026,出賽,跑馬地,草地,1000M (潘頓) (2/12),CP/TT
J299,18/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,17/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,16/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
J299,14/03/2026,快操,沙田,全天候,31.0 25.9 (56.9) (助手) 會當凌,CP/H
J299,14/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,13/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,12/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
J299,11/03/2026,快操,沙田,全天候,27.1 (27.1) (助手),CP/H
J299,11/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,10/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,09/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,08/03/2026,快操,沙田,全天候,30.8 26.3 (57.1) (助手),CP/H
J299,08/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,07/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,06/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,05/03/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,04/03/2026,快操,沙田,全天候,30.5 (30.5) (助手),H
J299,04/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J299,03/03/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,02/03/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
J299,01/03/2026,快操,沙田,全天候,31.3 28.3 (59.6) (助手),CP/H
J299,01/03/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,28/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,27/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,26/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,25/02/2026,快操,沙田,全天候,29.4 27.0 (56.4) (助手),CP/H
J299,25/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,24/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,23/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,21/02/2026,快操,沙田,全天候,30.5 27.0 (57.5) (助手),CP/H
J299,21/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,20/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,19/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,18/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,16/02/2026,踱步,沙田,內圈,內圈 倒快兩圈 (助手),H
J299,15/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,11/02/2026,出賽,跑馬地,草地,1000M (潘頓) (2/12),CP/TT
J299,11/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,10/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,09/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,08/02/2026,快操,沙田,全天候,30.7 25.4 (56.1) (助手),CP/H
J299,08/02/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,07/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,06/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,05/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,04/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,03/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,02/02/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,01/02/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,28/01/2026,出賽,跑馬地,草地,1000M (潘頓) (2/12),CP/TT
J299,28/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,27/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,26/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,25/01/2026,快操,沙田,全天候,30.2 26.4 (56.6) (助手),CP/H
J299,25/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,24/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,23/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,22/01/2026,快操,沙田,全天候,29.5 (29.5) (助手),H
J299,22/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J299,21/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,20/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,19/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,18/01/2026,快操,沙田,全天候,30.8 26.8 (57.6) (助手),CP/H
J299,18/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,17/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,16/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,14/01/2026,快操,沙田,全天候,31.0 27.1 (58.1) (助手),CP/H
J299,14/01/2026,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,13/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,12/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,10/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,09/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,08/01/2026,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,04/01/2026,出賽,沙田,全天候,1200M (潘頓) (6/12),CP/TT
J299,04/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,03/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,02/01/2026,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,01/01/2026,游水,沙田,,,
J299,31/12/2025,快操,沙田,全天候,30.7 24.8 (55.5) (助手) 嘉應感恩,CP/H
J299,31/12/2025,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,30/12/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,29/12/2025,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,27/12/2025,快操,沙田,全天候,29.7 27.1 (56.8) (助手),CP/H
J299,27/12/2025,踱步,沙田,飛機場,飛機場 踱步 (助手),CP/H
J299,26/12/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,25/12/2025,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,24/12/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,23/12/2025,快操,沙田,全天候,28.0 (28.0) (助手),H
J299,23/12/2025,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J299,22/12/2025,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,21/12/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,20/12/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,19/12/2025,快操,沙田,全天候,29.8 (29.8) (助手),H
J299,19/12/2025,踱步,沙田,飛機場,飛機場 踱步 (助手),H
J299,18/12/2025,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,17/12/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,16/12/2025,踱步,沙田,內圈,內圈 快踱一圈 (助手),H
J299,15/12/2025,踱步,沙田,內圈,內圈 倒快一圈 (助手),H
J299,14/12/2025,踱步,沙田,飛機場,飛機場 踱步 (助手),H
